"nota","genotipo"
3,"PETTF126ZL.2/9DRB50"
2.5,"PETTF126ZL.2/DBJKK3166"
2.5,"PETTF126ZL.2/DBJKK3175"
4,"PETTF126ZL.2/PEFXD266"
5,"PETTF126ZL.2/UBYXE329"
5.5,"PETTF126ZL.2/UBYXG377"
3.5,"PETTF126ZL.2/UBYYD337"
4.5,"PETTF126ZL.2/UBYYD850"
5,"PETUD187/1YRB77ZS.0"
2,"PETUE326/B7Y6Y842ZL.1"
4,"PETUF197RZ.0/WYF6091"
3,"PETUF418/1EEB17"
2,"PETUF418/1ZDB84"
2,"PETUF418/4DEB01"
3,"PETUF418/PEFXD266"
3,"PETUF418/PEYFB129"
4,"PETUF418/PEYFE158"
4,"PETUF418/PEYYB199"
3,"PETUF418/UBFXC736"
4.5,"PETUF418/UBYXD730"
2,"PETUF418/UBYYD499"
6.5,"PETUF418/UBYYD760"
2,"PETUF418/UBYYE359"
3,"PETUF418/UBYYF340"
3,"PETUF418/UBYYF511"
5,"PETUF438ZL.1/2SHB03"
4,"PETUF438ZL.1/2UEB26"
5,"PETUF438ZL.1/9DRB50"
6,"PETUF438ZL.1/ATTSS0018"
5,"PETUF438ZL.1/BBJKX1003"
4.5,"PETUF438ZL.1/UBYXG377"
5,"PEUTE046/1PEB88"
4,"PEUTE046/B6T7T943ZS.2"
4,"PEUTE046/B7Y6Y842ZL.1"
6,"PEUTE046/PETTF126ZL.2"
3.5,"PEUTE046/PEYXB198"
2.5,"PEUTE046/PEYXE036"
4,"PEUTE046/UBTTG228ZL.0"
5.5,"PEUTE046/UBYYE740"
4,"PEUTE046/WFY9294"
3,"PEUTE046/WTP6741ZL.2"
2,"PEUTE046/WYY8370"
5,"PEUTE046/ZTU7026ZL.2"
5,"PEXXD006/UBTTD400"
3,"PEXXE236/1ZRB84ZS.0"
2,"PEXXE236/4DEB01"
5,"PEXXE236/B7Y6Y842ZL.1"
4,"PEXXE236/UBTTD400"
3,"PEXXE236/UBTTD490"
2,"PEXXE236/UBTUD529"
5,"PEXXE236/UBTUE177ZL.2"
2,"PEXXE236/UBTXF238ZL.0"
2,"PEXXE236/ZTU7026ZL.2"
2,"PEYFA119/1ZRB84ZS.0"
2,"PEYFA119/2AHB26ZS.0"
4,"PEYFA119/B6T7T943ZS.2"
3,"PEYFA119/B7Y6Y842ZL.1"
3,"PEYFA119/UBTTE410"
3,"PEYFA119/UBTUE177ZL.2"
2,"PEYFA119/WTP6741ZL.2"
2,"PEYFA119/YYX7575"
6,"PEYFB129/UBTTE410"
7,"PEYFB129/UBTTG228ZL.0"
3,"PEYFB129/UBTUE177ZL.2"
3,"PEYFB178/ZTU7026ZL.2"
6,"PEYFB238/UBTTE410"
5,"PEYFB238/ZTU7026ZL.2"
2,"PEYFB379/4DEB01"
5,"PEYFB379/B6T7T943ZS.2"
6,"PEYFB379/B7T1C128ZS.1"
5,"PEYFB379/PETTF126ZL.2"
4,"PEYFB379/UBTTE410"
6,"PEYFB379/UBTTG228ZL.0"
4,"PEYFB379/ZTU7026ZL.2"
2,"PEYFC229/4DEB01"
5,"PEYFC229/UBTTD400"
3,"PEYFC229/UBTTE410"
3,"PEYFC229/UBTTG228ZL.0"
2,"PEYFC229/UBTUD529"
3,"PEYFC229/WTP6741ZL.2"
5.5,"PEYFC319/UBTTD490"
2,"PEYFC319/UBTTE410"
5.5,"PEYFC319/UBTTG228ZL.0"
5,"PEYFC319/UBTUE177ZL.2"
3,"PEYFE158/2ZRB29ZS.0"
4,"PEYFE158/PETTF126ZL.2"
6,"PEYFE158/ZTI4071"
6,"PEYFE158/ZTU7026ZL.2"
3,"PEYXB198/UBTTE410"
2,"PEYXD248/4DEB01"
2.5,"PEYXD248/B7T7T812ZS.4"
3,"PEYXD248/PETTF126ZL.2"
5,"PEYXD248/UBTTD400"
3,"PEYXD248/UBTTD490"
2,"PEYXD248/UBTTE410"
3,"PEYXD248/UBTUD529"
3,"PEYXD248/UBTUE177ZL.2"
2,"PEYXD248/ZTU7026ZL.2"
2.5,"PEYXE036/PETTF126ZL.2"
3.5,"PEYXE036/UBTTD400"
3,"PEYXE036/UBTTD490"
3.5,"PEYXE036/UBTTE410"
4,"PEYXE036/UBTTG228ZL.0"
3,"PEYXE036/UBTUD529"
3.5,"PEYXE036/WTP6741ZL.2"
6,"PEYXE076/UBTTE410"
5,"PEYXE076/WTP6741ZL.2"
3,"PEYXE076/ZTU7026ZL.2"
4,"PEYYB149/1YRB77ZS.0"
2,"PEYYB149/UBTTE410"
3,"PEYYB149/WTP6741ZL.2"
3,"PEYYB199/2ZRB29ZS.0"
4.5,"PEYYB199/B6T7T943ZS.2"
3,"PEYYB199/PETTF126ZL.2"
6,"PEYYB199/UBTTE410"
5,"PEYYB199/UBTTG228ZL.0"
5,"PEYYB199/UBTXF238ZL.0"
5,"PEYYB199/WTP6741ZL.2"
3,"PEYYB199/ZTU7026ZL.2"
4,"PEYYB479/UBTTD400"
3,"PEYYB479/UBTTE410"
4,"PEYYC439/1ZRB84ZS.0"
2,"PEYYC439/2AHB26ZS.0"
5.5,"PEYYC439/B6T7T943ZS.2"
6,"PEYYC439/B7Y6Y842ZL.1"
3.5,"PEYYC439/PETTF126ZL.2"
5,"PEYYC439/UBTTD400"
3,"PEYYC439/UBTTE410"
5,"PEYYC439/UBTTG228ZL.0"
5,"PEYYC439/UBTUD529"
2,"PEYYC439/UBTUE177ZL.2"
2,"PEYYC439/UBTXF238ZL.0"
3,"PEYYC439/WTP6741ZL.2"
7,"SHJ07/8DTB18"
7,"SHJ07/B7Y6Y842ZL.1"
6,"SHJ07/PETTF126ZL.2"
7,"SHJ07/UBTTG228ZL.0"
3,"STATUSVIP3"
7,"STT03/PETTF126ZL.2"
7,"STT03/UBTTG228ZL.0"
3,"STU6050ZL/ZTU7013"
5,"STU6050ZL/ZYFG385"
8.5,"SU8818ZL"
8.5,"SV9036ZL"
6,"SXB178ZL.0"
4,"SXC1510ZS.0"
4,"SXC1531WT.0"
5,"SXC1531ZL.0"
3,"SXC1641ZL.0"
3.5,"SXC2241VIP3"
3.66666666666667,"SXC2251TG.0"
3.2,"SXC2251ZL.0"
6,"SXC2320VIP3"
3,"SXD2270ZL.0"
7,"SXD2350ZS.0"
2.5,"SXD2621WT.0"
5.2,"SXD2621ZL.0"
7,"SXE3279ZL.0"
6,"SYA7470ZS.0"
5,"SYA7560ZS.0"
5.5,"SYB7361ZL.0"
6.5,"SYB7381ZL.0"
3.33333333333333,"SYC7131ZL.0"
4.5,"SYC7161ZL.0"
6,"SYC7209ZS.0"
4.5,"SYC7351ZL.0"
6,"SYC7441ZL.0"
2.89795918367347,"SYN555VIP3"
5,"SZC4141ZL.0"
6,"SZD5031ZL.0"
4,"SZD5211ZL.0"
3.5,"SZD537ZL.0"
5,"SZD6132ZL.0"
4,"SZD6142ZL.0"
5,"SZD6162ZL.0"
3,"SZD6202ZL.0"
3,"SZE6102ZL.0"
2.33333333333333,"SZE6111TG.0"
2,"SZE6111VIP3"
3.5,"SZE6172ZL.0"
5,"SZE6182ZL.0"
2.5,"SZE6192ZL.0"
3,"SZF6101VIP3"
2.66666666666667,"SZF6101WT.0"
5.5,"SZF6152ZL.0"
3.5,"SZF6212ZL.0"
2,"T8U8U342_ZLF2:50-B-/WYY8370"
2,"T8U8U342_ZLF2:50-B-/ZYFG385"
6,"T8U8U641/WYY8370"
4,"T8Y8X863/UBYYE359"
3,"T8Y8X863/WYY8370"
7,"TCJ26/PETTF126ZL.2"
7,"TCJ26/UBTTG228ZL.0"
3,"TQX5169/UBTUE177ZL.2"
7,"TST29/8DTB18"
5,"TST29/B7Y6Y842ZL.1"
5,"TST29/PETTF126ZL.2"
4,"TST29/UBTTG228ZL.0"
2.5,"TTI87/2SHB03"
5,"TTI87/8DTB18"
2,"TTI87/B7Y6Y842ZL.1"
5.5,"TTI87/PETTF126ZL.2"
4,"TTI87/UBTTG228ZL.0"
2,"TTU5203/WXF7791"
3.5,"TTU5203/WYY8370"
4.5,"TUU6267/1ZDB84"
5.5,"TUU6267ZL.0/1ZDB84"
4,"TUU6267ZL.0/WYY8370"
6,"TUU6267ZL.1/1ZDB84"
4.5,"TUU6267ZL.2/1ZDB84"
4.5,"TUU6317/UBYYD099"
6,"UBFFB251/UBTTG228ZL.0"
6,"UBFFB251/UBTUE177ZL.2"
5,"UBFFB251/WTP6741ZL.2"
5,"UBFXC676/ZTU7026ZL.2"
4,"UBFXC736/1ZRB84ZS.0"
5,"UBFXC736/2AHB26ZS.0"
3,"UBFXC736/B7Y6Y842ZL.1"
4,"UBFXC736/PETTF126ZL.2"
6,"UBFXC736/UBTTD400"
5,"UBFXC736/UBTTD490"
3,"UBFXC736/UBTXF238ZL.0"
3,"UBFXC736/WTP6741ZL.2"
2,"UBFXC736/ZTU7026ZL.2"
3,"UBFYC588/B7T7T812ZS.4"
4,"UBFYC830/WTP6741ZL.2"
3,"UBFYC830/ZTU7026ZL.2"
2,"UBTIE149/1SHB73"
3,"UBTIE149/1ZDB84"
5,"UBTIE149/1ZRB84ZS.0"
3,"UBTIE149/2SHB03"
7,"UBTIE149/8DTB18"
6,"UBTIE149/ACYXE958"
3,"UBTIE149/UBYXG377"
3,"UBTIE149/UBYYD570"
3,"UBTLD127/UBFXC736"
4,"UBTLD127/UBYXD596"
7,"UBTTB060ZL.0/2SHB03"
4,"UBTTB060ZL.0/PEYFA119"
6,"UBTTB060ZL.0/PEYYC439"
6,"UBTTB060ZL.0/UBYXD730"
6,"UBTTB060ZL.0/UBYXE419"
6,"UBTTB060ZL.0/UBYYD760"
7,"UBTTB060ZL.0/UBYYE190"
6,"UBTTB060ZL.0/UBYYE359"
4,"UBTTB060ZL.0/UBYYF340"
3,"UBTTB060ZL.0/UBYYF511"
3,"UBTTC010ZL.0/2SHB03"
3,"UBTTC010ZL.0/PEFXD266"
2,"UBTTC010ZL.0/PEYFA119"
2,"UBTTC010ZL.0/PEYXE076"
4,"UBTTC010ZL.0/PEYYB479"
2,"UBTTC010ZL.0/PEYYC439"
4,"UBTTC010ZL.0/UBFXC736"
6,"UBTTC010ZL.0/UBYXD730"
6,"UBTTC010ZL.0/UBYXE419"
6,"UBTTC010ZL.0/UBYXG377"
3,"UBTTC010ZL.0/UBYYD399"
7,"UBTTC010ZL.0/UBYYD760"
3,"UBTTC010ZL.0/UBYYE190"
3,"UBTTC010ZL.0/UBYYE349"
5,"UBTTC010ZL.0/UBYYE359"
2,"UBTTC010ZL.0/UBYYE369"
4,"UBTTC010ZL.0/UBYYE870"
2,"UBTTC010ZL.0/UBYYF340"
3,"UBTTC010ZL.0/UBYYF511"
2,"UBTTC010ZL.0/WYF6091"
3,"UBTTC010ZL.0/WYXD444"
4,"UBTTC031ZL.0/1EEB17"
5,"UBTTC031ZL.0/2SHB03"
2,"UBTTC031ZL.0/WYY8370"
3,"UBTTC050ZL.0/1SHB73"
5.5,"UBTTC050ZL.0/2SHB03"
5,"UBTTC050ZL.0/PEFXD266"
4,"UBTTC050ZL.0/PEYFA119"
4,"UBTTC050ZL.0/PEYYC439"
5,"UBTTC050ZL.0/UBFXC736"
3,"UBTTC050ZL.0/UBYXD730"
4,"UBTTC050ZL.0/UBYXE419"
5,"UBTTC050ZL.0/UBYYD760"
5,"UBTTC050ZL.0/UBYYE190"
5,"UBTTC050ZL.0/UBYYE359"
3,"UBTTC050ZL.0/UBYYF340"
2,"UBTTC050ZL.0/UBYYF511"
2,"UBTTC070ZL.0/1ZDB84"
6,"UBTTC070ZL.0/2SHB03"
4,"UBTTC070ZL.0/PEFXD266"
2,"UBTTC070ZL.0/PEYFA119"
3,"UBTTC070ZL.0/PEYYC439"
5,"UBTTC070ZL.0/UBFXC736"
3,"UBTTC070ZL.0/UBYXD730"
4,"UBTTC070ZL.0/UBYXE419"
6.33333333333333,"UBTTC070ZL.0/UBYYD760"
4,"UBTTC070ZL.0/UBYYE190"
3,"UBTTC070ZL.0/UBYYE349"
3,"UBTTC070ZL.0/UBYYE359"
3,"UBTTC070ZL.0/UBYYF340"
5,"UBTTC070ZL.0/UBYYF350"
2,"UBTTC070ZL.0/UBYYF511"
5,"UBTTC110ZL.0/PEYFA119"
5,"UBTTC110ZL.0/PEYYC439"
6,"UBTTC110ZL.0/UBYYD760"
3,"UBTTC211ZL.0/1EEB17"
4,"UBTTC211ZL.0/2SHB03"
4,"UBTTC460/1ZRB84ZS.0"
6,"UBTTC460/UBYXG377"
6,"UBTTC460/UBYYE770"
5,"UBTTC460/WYY8370"
4,"UBTTC500/1YHB35"
3,"UBTTC500/1ZRB84ZS.0"
4,"UBTTC500/UBYXE427"
7,"UBTTC500/UBYXG377"
4,"UBTTC500/UBYYD570"
3,"UBTTD000ZL.0/PEFXD266"
2,"UBTTD000ZL.0/PEYFA119"
2,"UBTTD000ZL.0/PEYYB479"
4,"UBTTD000ZL.0/PEYYC439"
2,"UBTTD000ZL.0/UBFXC736"
3,"UBTTD000ZL.0/UBYXD730"
2,"UBTTD000ZL.0/UBYXE419"
3,"UBTTD000ZL.0/UBYYD399"
5,"UBTTD000ZL.0/UBYYD760"
3,"UBTTD000ZL.0/UBYYE190"
4,"UBTTD000ZL.0/UBYYE359"
2,"UBTTD000ZL.0/UBYYE369"
4,"UBTTD000ZL.0/UBYYE870"
3,"UBTTD000ZL.0/UBYYF340"
2,"UBTTD000ZL.0/UBYYF511"
2,"UBTTD000ZL.0/WYF6091"
2,"UBTTD000ZL.0/WYY8370"
3,"UBTTD020ZL.0/PEFXD266"
4,"UBTTD020ZL.0/PEYFA119"
5,"UBTTD020ZL.0/PEYYC439"
6,"UBTTD020ZL.0/UBFXC736"
3,"UBTTD020ZL.0/UBYXD730"
4,"UBTTD020ZL.0/UBYXE419"
5.33333333333333,"UBTTD020ZL.0/UBYYD760"
5,"UBTTD020ZL.0/UBYYE190"
5,"UBTTD020ZL.0/UBYYE359"
3,"UBTTD020ZL.0/UBYYF340"
3,"UBTTD020ZL.0/UBYYF511"
5,"UBTTD020ZL.0/WYF6091"
3,"UBTTD030ZL.0/1EEB17"
6,"UBTTD030ZL.0/1ZRB84ZS.0"
6,"UBTTD030ZL.0/PEFXD266"
2,"UBTTD030ZL.0/PEYFA119"
3,"UBTTD030ZL.0/PEYYC439"
4,"UBTTD030ZL.0/UBFXC736"
6,"UBTTD030ZL.0/UBYXD730"
3,"UBTTD030ZL.0/UBYXE419"
6,"UBTTD030ZL.0/UBYXG377"
4,"UBTTD030ZL.0/UBYYD760"
4,"UBTTD030ZL.0/UBYYE190"
4,"UBTTD030ZL.0/UBYYE349"
5,"UBTTD030ZL.0/UBYYE359"
2,"UBTTD030ZL.0/UBYYE369"
6,"UBTTD030ZL.0/UBYYE870"
3,"UBTTD030ZL.0/UBYYF511"
3,"UBTTD040ZL.0/1ZDB84"
5,"UBTTD040ZL.0/1ZRB84ZS.0"
5,"UBTTD040ZL.0/2SHB03"
5,"UBTTD040ZL.0/PEFXD266"
3,"UBTTD040ZL.0/PEYFA119"
3,"UBTTD040ZL.0/PEYYC439"
4,"UBTTD040ZL.0/UBFXC736"
2,"UBTTD040ZL.0/UBYXD730"
3,"UBTTD040ZL.0/UBYXE419"
6,"UBTTD040ZL.0/UBYXG377"
5,"UBTTD040ZL.0/UBYYE190"
4,"UBTTD040ZL.0/UBYYE359"
2,"UBTTD040ZL.0/UBYYF340"
3,"UBTTD040ZL.0/UBYYF511"
5.5,"UBTTD080ZL.0/2SHB03"
5,"UBTTD080ZL.0/PEYFA119"
5,"UBTTD080ZL.0/UBFXC736"
5,"UBTTD080ZL.0/UBYXD730"
5,"UBTTD080ZL.0/UBYYD760"
6,"UBTTD080ZL.0/UBYYE190"
5,"UBTTD080ZL.0/UBYYE359"
3,"UBTTD080ZL.0/UBYYF340"
3,"UBTTD080ZL.0/UBYYF511"
3,"UBTTD080ZL.0/WYY8370"
5,"UBTTD090ZL.0/PEYFA119"
6,"UBTTD090ZL.0/PEYYC439"
6,"UBTTD090ZL.0/UBYYD760"
5,"UBTTD090ZL.0/UBYYF340"
2,"UBTTD090ZL.0/UBYYF511"
4,"UBTTD220/PEFXD266"
2,"UBTTD241ZL.0/1EEB17"
3,"UBTTD241ZL.0/2SHB03"
2,"UBTTD241ZL.0/WYY8370"
2,"UBTTD270/1SHB73"
3,"UBTTD270/1ZRB84ZS.0"
4,"UBTTD340/ACYXE958"
4,"UBTTD350/ACYXE958"
4,"UBTTD350/UBYXG377"
6,"UBTTD350/WOY6300"
4,"UBTTD350/WYY8370"
2,"UBTTD400/1DRB96"
4,"UBTTD400/1YRB77ZS.0"
4,"UBTTD400/1ZDB84"
6,"UBTTD400/1ZRB84ZS.0"
4,"UBTTD400/2AHB26ZS.0"
6,"UBTTD400/2SHB03"
3,"UBTTD400/4DEB01"
7,"UBTTD400/8DTB18"
6,"UBTTD400/9DRB50"
6,"UBTTD400/B7Y6Y842ZL.1"
6,"UBTTD400/PEFXD266"
7,"UBTTD400/UBYXG377"
4,"UBTTD400/WYY8370"
5,"UBTTD420/1EEB04"
4,"UBTTD420/1EEB17"
4,"UBTTD420/1EEB32"
3,"UBTTD420/1EEB63"
3,"UBTTD420/1FEB83"
4,"UBTTD420/1FTB72"
3,"UBTTD420/1SHB73"
4,"UBTTD420/1YHB35"
7,"UBTTD420/1YRB77ZS.0"
4,"UBTTD420/1ZDB84"
4,"UBTTD420/1ZRB84ZS.0"
5,"UBTTD420/2AHB11"
3,"UBTTD420/2DEB35"
7,"UBTTD420/2SHB03"
7,"UBTTD420/2XHB31ZS.0"
7,"UBTTD420/8DTB18"
5,"UBTTD420/ACYXE958"
3,"UBTTD420/LOXFA016"
4,"UBTTD420/MTYYE723"
4,"UBTTD420/MTYYG121"
4,"UBTTD420/PEXXE236"
3,"UBTTD420/PEYXD248"
6,"UBTTD420/UBFXC736"
4,"UBTTD420/UBYXD217"
4,"UBTTD420/UBYXD786"
3,"UBTTD420/UBYXE329"
4,"UBTTD420/UBYXE427"
3,"UBTTD420/UBYXG377"
6,"UBTTD420/UBYYD099"
5,"UBTTD420/UBYYD570"
5,"UBTTD420/UBYYD810"
6,"UBTTD420/UBYYE430"
6,"UBTTD420/UBYYE800"
3,"UBTTD420/WYY8370"
3,"UBTTD426ZL.0/2AHB60"
3,"UBTTD426ZL.0/8DTB18"
2,"UBTTD426ZL.0/ACYFB848"
2,"UBTTD426ZL.0/PEYFA119"
3,"UBTTD426ZL.0/PEYFB379"
3,"UBTTD426ZL.0/PEYYC439"
3,"UBTTD426ZL.0/UBFXC736"
2,"UBTTD426ZL.0/UBYXD730"
3,"UBTTD426ZL.0/UBYYD760"
2,"UBTTD426ZL.0/UBYYE190"
2,"UBTTD426ZL.0/UBYYF340"
2,"UBTTD426ZL.0/UBYYF511"
3.5,"UBTTD450/UBYYE359"
2,"UBTTD470/1SHB73"
3,"UBTTD470/WYY8370"
5.5,"UBTTD490/1YRB77ZS.0"
3,"UBTTD490/1ZDB84"
6,"UBTTD490/1ZRB84ZS.0"
7,"UBTTD490/2SHB03"
2,"UBTTD490/B7Y6Y842ZL.1"
4,"UBTTD490/UBYXG377"
2,"UBTTD490/WYY8370"
2,"UBTTD540/1SHB73"
3,"UBTTD540/1YHB35"
2,"UBTTD540/1ZDB84"
3,"UBTTD540/1ZRB84ZS.0"
4,"UBTTD540/2SHB03"
3,"UBTTD540/PEXXE236"
6,"UBTTD540/UBYXG377"
5,"UBTTD550/1ZRB84ZS.0"
5,"UBTTD550/2SHB03"
7,"UBTTD550/UBYXG377"
5,"UBTTD550/WYF6150"
2,"UBTTD560/UBYYD399"
3,"UBTTD560/UBYYE359"
2,"UBTTD560/UBYYE369"
2.5,"UBTTD577/WYY8370"
2,"UBTTD577ZL.1/WYY8370"
2,"UBTTD577ZL.2/WYY8370"
2,"UBTTD577ZL.3/WYY8370"
5,"UBTTD581/1EEB17"
3,"UBTTD581/2SHB03"
2,"UBTTD581/WYY8370"
5,"UBTTD591/PEFXD266"
7,"UBTTD601/2SHB03"
5,"UBTTD601/B7Y6Y842ZL.1"
6,"UBTTD601/WYF6091"
6,"UBTTD637/WYF6150"
3,"UBTTE009/1YHB35"
2,"UBTTE009/1ZRB84ZS.0"
6,"UBTTE009/2SHB03"
2,"UBTTE009/UBYXD596"
2,"UBTTE009/UBYXD786"
3,"UBTTE009/UBYXG377"
2,"UBTTE009/UBYYD570"
4,"UBTTE009/WYF6150ZL.1"
2,"UBTTE049/1ZDB84"
3,"UBTTE049/1ZRB84ZS.0"
4,"UBTTE049/2SHB03"
6,"UBTTE049/MTYYG121"
6,"UBTTE049/PEYFE158"
6,"UBTTE049/UBYXG377"
6,"UBTTE049/UBYYD810"
4,"UBTTE049/WYF6150ZL.1"
5,"UBTTE100ZL.0/2SHB03"
3,"UBTTE100ZL.0/PEFXD266"
4,"UBTTE100ZL.0/PEYFA119"
6,"UBTTE100ZL.0/PEYYC439"
5,"UBTTE100ZL.0/UBFXC736"
3,"UBTTE100ZL.0/UBYXD730"
6.66666666666667,"UBTTE100ZL.0/UBYYD760"
5,"UBTTE100ZL.0/UBYYE359"
3,"UBTTE100ZL.0/UBYYF340"
3,"UBTTE100ZL.0/UBYYF511"
5,"UBTTE120ZL.0/2SHB03"
3,"UBTTE120ZL.0/PEFXD266"
2,"UBTTE120ZL.0/PEYFA119"
2,"UBTTE120ZL.0/PEYXE036"
3,"UBTTE120ZL.0/PEYYC439"
4,"UBTTE120ZL.0/UBFXC736"
4,"UBTTE120ZL.0/UBYXD730"
3,"UBTTE120ZL.0/UBYXE419"
5,"UBTTE120ZL.0/UBYYD760"
4,"UBTTE120ZL.0/UBYYE190"
3,"UBTTE120ZL.0/UBYYE359"
4,"UBTTE120ZL.0/UBYYF340"
2,"UBTTE120ZL.0/UBYYF511"
4,"UBTTE140/UBYXD596"
5,"UBTTE150/UBYXG377"
2,"UBTTE159/1EEB17"
3,"UBTTE159/1EEB63"
3,"UBTTE159/1YHB35"
3,"UBTTE159/1YRB77ZS.0"
2,"UBTTE159/1ZDB84"
4,"UBTTE159/1ZRB84ZS.0"
2,"UBTTE159/2SHB03"
5,"UBTTE159/B7Y6Y842ZL.1"
3,"UBTTE159/PEYFB379"
3,"UBTTE159/UBYXG377"
2,"UBTTE179/1EEB17"
2,"UBTTE179/1EEB63"
2,"UBTTE179/1YRB77ZS.0"
2,"UBTTE179/1ZDB84"
2,"UBTTE179/1ZRB84ZS.0"
2,"UBTTE179/B7Y6Y842ZL.1"
2,"UBTTE179/PEYFB379"
2,"UBTTE179/UBYXG377"
2,"UBTTE179/UBYYD810"
5,"UBTTE280/1YHB35"
5,"UBTTE280/1ZRB84ZS.0"
4,"UBTTE280/2SHB03"
2,"UBTTE280/PEXXE236"
6,"UBTTE280/UBYXG377"
4,"UBTTE280/UBYYD570"
2,"UBTTE280/UBYYE430"
2,"UBTTE280/UBYYF340"
3,"UBTTE280/WYFC994"
4,"UBTTE330/1ZDB84"
4.5,"UBTTE330/2SHB03"
4,"UBTTE330/ACYXE958"
7,"UBTTE330/UBYXG377"
3,"UBTTE330/UBYYD790"
4,"UBTTE330/WYY8370"
3,"UBTTE370/1SHB73"
4,"UBTTE370/1YHB35"
3,"UBTTE370/1ZRB84ZS.0"
2,"UBTTE370/2SHB03"
3,"UBTTE370/MTYYG121"
2,"UBTTE370/PEXXE236"
4,"UBTTE370/UBYXG377"
2,"UBTTE370/UBYYD570"
3,"UBTTE380/UBYXE388"
6,"UBTTE380/UBYXG377"
4,"UBTTE410/1YRB77ZS.0"
3,"UBTTE410/1ZDB84"
3,"UBTTE410/1ZRB84ZS.0"
3,"UBTTE410/2SHB03"
3,"UBTTE410/4DEB01"
7,"UBTTE410/8DTB18"
6,"UBTTE410/B7Y6Y842ZL.1"
5,"UBTTE410/PEFXD266"
5,"UBTTE410/UBYXG377"
2,"UBTTE480/1SHB73"
3,"UBTTE480/MTYYE723"
3,"UBTTE480/UBYXD786"
6,"UBTTE480/UBYXG377"
3,"UBTTE480/WYY8370"
3,"UBTTE510/1SHB73"
3,"UBTTE510/1ZDB84"
6,"UBTTE510/2SHB03"
4,"UBTTE510/MTYYG121"
4,"UBTTE510/PEXXE236"
6,"UBTTE510/UBFXC736"
4,"UBTTE510/UBYXG377"
3,"UBTTE510/UBYYD399"
3,"UBTTE510/UBYYD570"
5,"UBTTE510/UBYYE349"
4,"UBTTE510/UBYYE359"
4,"UBTTE510/UBYYF350"
4,"UBTTE530/1YHB35"
4,"UBTTE530/UBYXD786"
4,"UBTTE530/UBYXE427"
4,"UBTTE530/UBYYD570"
2,"UBTTE580/UBYXE388"
6,"UBTTE590/ZYFG365"
3,"UBTTE610/1YHB35"
2,"UBTTE610/1ZRB84ZS.0"
2,"UBTTE610/2DEB00"
4,"UBTTE610/2SHB03"
2,"UBTTE610/ACYFE908"
2,"UBTTE610/PEXXE236"
4,"UBTTE610/PEYXD248"
2,"UBTTE610/UBYXD786"
2,"UBTTE610/UBYXE427"
6,"UBTTE610/UBYXG377"
2,"UBTTE610/UBYYD570"
4,"UBTTE610/UBYYD810"
2,"UBTTE610/UBYYF340"
3,"UBTTE610/WYFC994"
2,"UBTTE610/WYY8370"
2,"UBTTE620/1ZDB84"
4,"UBTTE620/1ZRB84ZS.0"
3,"UBTTE620/UBYXE388"
6,"UBTTE620/UBYXG377"
3,"UBTTE630/ACYFE908"
2,"UBTTE630/MTYYE723"
4,"UBTTE630/UBYXG377"
3,"UBTTE630/UBYYD790"
5,"UBTTE630/UBYYE770"
5,"UBTTE630/UBYYG780"
2,"UBTTE630/WYY8370"
3,"UBTTE631/1EEB17"
6,"UBTTE631/2SHB03"
5,"UBTTE631/B7Y6Y842"
4,"UBTTE641/PEFXD266"
5,"UBTTE650/2SHB03"
5,"UBTTE650/UBYXG377"
5,"UBTTE650/UBYYE200"
2,"UBTTE650/UBYYF350"
7,"UBTTE651/2SHB03"
6,"UBTTE651/B7Y6Y842ZL.1"
4,"UBTTE651/PEFXD266"
6,"UBTTE661/PEFXD266"
3,"UBTTE671/2SHB03"
4,"UBTTE671/B7Y6Y842ZL.1"
3,"UBTTE671/WYF6091"
5,"UBTTE681/2SHB03"
5,"UBTTE681/B7Y6Y842ZL.1"
3,"UBTTE681/WYF6091"
4,"UBTTE691/PEFXD266"
6,"UBTTE701/2SHB03"
2,"UBTTE701/B7Y6Y842ZL.1"
3,"UBTTE701/WYF6091"
2,"UBTTE847/WYY8370"
2,"UBTTE847ZL.1/WYY8370"
2.5,"UBTTE847ZL.2/WYY8370"
2,"UBTTE847ZL.3/WYY8370"
4,"UBTTF221ZL.0/2SHB03"
6,"UBTTF221ZL.0/B7Y6Y842ZL.1"
3,"UBTTF221ZL.0/WYY8370"
2,"UBTTF300/1ZDB84"
4,"UBTTF300/1ZRB84ZS.0"
3,"UBTTF300/2DEB00"
4,"UBTTF300/8DTB18"
3,"UBTTF300/ACYXE958"
3,"UBTTF300/B7Y6Y842ZL.1"
3,"UBTTF300/UBYFE258"
7,"UBTTF300/UBYXG377"
3,"UBTTF300/UBYYD790"
2,"UBTTF300/WYY8370"
2,"UBTTF310/2SHB03"
2,"UBTTF310/ACYFE908"
2.5,"UBTTF310/B7Y6Y842ZL.1"
3,"UBTTF310/UBYFE258"
6,"UBTTF310/UBYXG377"
2,"UBTTF310/UBYYD399"
4.5,"UBTTF310/UBYYG780"
5,"UBTTF320/1ZRB84ZS.0"
6,"UBTTF320/2SHB03"
5,"UBTTF320/ACYXE958"
6,"UBTTF320/UBYXG377"
3,"UBTTF600/1YHB35"
5,"UBTTF600/1ZRB84ZS.0"
2,"UBTTF600/2DEB00"
2,"UBTTF600/2DEB35"
2,"UBTTF600/2SHB03"
2,"UBTTF600/MTYYE723"
