PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFV_MM,,UR271681857,3,141,35,1,141,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7131ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFB_MM,,UR271681881,3,117,30,32,117,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SXC2251ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YEV_MM,,UR271681860,3,138,34,24,138,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YFM_MM,,UR271681862,3,136,34,40,136,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,5,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YGC_MM,,UR271681859,3,139,34,16,139,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XXU_MM,,UR271681867,3,131,33,1,131,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3845VYHR,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YF4_MM,,UR271681874,3,124,31,25,124,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112YG6_MM,,UR271681833,3,165,39,33,165,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYN8A98ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFV_MM,,UR271682158,1,11,9,1,11,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYC7131ZL.0,,,,,,,,,,,,,1,,,135,250,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEV_MM,,UR271682144,1,25,11,33,25,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SW8015ZL.0,,,,,,,,,,,,,5,,,140,266,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682152,1,17,10,32,17,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,140,280,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFX_MM,,UR271682150,1,19,10,16,19,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SYC7161ZL.0,,,,,,,,,,,,,1,,,140,265,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XWZ_MM,,UR271682130,1,39,14,16,39,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,AS1868PRO3,,,,,,,,,,,,,1,,,105,240,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGF_MM,,UR271682122,1,47,16,32,47,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZF558ZL.0,,,,,,,,,,,,,1,,,125,250,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEN_MM,,UR271682119,1,50,16,8,50,SYN7205ZS.0,STATUSVIP3,STATUSVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NB7205ZS.0,,,,,,,,,,,,,5,,,120,245,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXH_MM,,UR271682052,3,117,30,32,117,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,30A37PWU,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG8_MM,,UR271682026,3,143,35,17,143,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682030,3,139,34,16,139,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF3_MM,,UR271682041,3,128,32,24,128,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SX8394ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG8_MM,,UR271682501,1,10,8,8,10,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SZC4141ZL.0,52,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEK_MM,,UR271682482,1,29,12,16,29,SZE5130,SZE5130,SZE5130,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZE5130,60,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFM_MM,,UR271682484,1,27,12,32,27,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXD3249ZL.0,65,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFH_MM,,UR271682465,1,46,16,40,46,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,SXD228ZS.0,66,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXG_MM,,UR271682458,1,53,17,17,53,K9606VIP3,K9606VIP3,K9606VIP3,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,3,,,K9606VIP3,69,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFT_MM,,UR271682427,2,84,23,25,84,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SYB7361ZL.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YG9_MM,,UR271682411,2,100,26,8,100,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGE_MM,,UR271682440,2,71,21,1,71,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SZF558WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX2_MM,,UR271682774,2,79,22,16,79,B2612PWU,B2612PWU,B2612PWU,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,B2612PWU,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWV_MM,,UR271682755,2,98,27,9,98,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXC_MM,,UR271682750,2,103,28,16,103,FS512PWU,FS512PWU,FS512PWU,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,FS512PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682719,3,134,36,24,134,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG1_MM,,UR271682708,3,145,39,1,145,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SYC7351ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWZ_MM,,UR271682686,3,167,44,16,167,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,AS1868PRO3,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFG_MM,,UR271682732,3,121,33,1,121,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXA_MM,,UR271682738,3,115,31,17,115,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,DKB390PRO4,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686563,1,12,82,9,12,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEV_MM,,UR271686547,1,28,85,24,28,SW8015ZL.0,NS88VIP3,NS88VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SW8015ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YF4_MM,,UR271686543,1,32,86,9,32,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YEK_MM,,UR271686507,2,68,95,24,470,SZE5130,SZE5130,SZE5130,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZE5130,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL112XU2_MM,,UR271561827,1,4,3,25,4,SXE3279ZL.0,SXE3279ZL.0,SXE3279ZL.0,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,4,,,SXE3279ZL.0,,,,,,,,,,,,,1,,,,,,4/10/2022,4/10/2022,,10,-48.55606,-10.24224,
BRTR BT09 Silvanopolis,22WNBPEYG8Z2BT09,BT09,8Z2,21ALL113563_MM,,UR271561812,2,19,6,16,19,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,2,,,SW8014ZS.2,,,,,,,,,,,,,5,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YF4_MM,,UR271682345,3,166,40,40,166,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,SX8934ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XWN_MM,,UR271682370,3,141,35,1,141,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,P3898,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFU_MM,,UR271682387,3,124,31,25,124,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYB7381ZL.0,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XXA_MM,,UR271682364,3,147,36,32,147,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,DKB390PRO4,,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XWV_MM,,UR271682343,3,168,40,24,168,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,AS1820PRO3,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112XX5_MM,,UR271682340,3,171,41,1,171,B2801PWU,B2801PWU,B2801PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,4,,,B2801PWU,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YEU_MM,,UR271682381,3,130,32,8,130,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NS90PRO2,,,,,,,,,,,,,9,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682844,1,9,5,1,9,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGC_MM,,UR271682839,1,14,6,24,14,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZE6111ZL.0 SYN,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682840,1,13,6,32,13,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZD5031ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXS_MM,,UR271682817,1,36,11,25,36,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG5_MM,,UR271682804,1,49,15,1,49,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6J1,,,,,,6,,,,,,,,,,,,,,SYE9059ZS.0,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XWZ_MM,,UR271682814,1,39,12,16,39,AS1868PRO3,AS1868PRO3,AS1868PRO3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,AS1868PRO3,,,,,,,,,,,,,5,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGE_MM,,UR271682808,1,45,14,32,45,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SZF558WT.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF3_MM,,UR271682821,1,32,10,8,32,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6J1,,,,,,3,,,,,,,,,,,,,,SX8394ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX2_MM,,UR271682813,1,40,12,8,40,B2612PWU,B2612PWU,B2612PWU,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,B2612PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682785,2,68,19,25,68,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682795,2,58,17,9,58,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,6,,,,,,,,,,,,,,SZ6995ZS.0,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFJ_MM,,UR271682759,2,94,26,24,94,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SXD2621ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG4_MM,,UR271682784,2,69,20,32,69,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,4,,,,,,,,,,,,,,SYC7510ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YFC_MM,,UR271686485,3,90,101,8,346,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG8Z2BT13,BT13,8Z2,21ALL112XU3_MM,,UR271561735,2,16,6,40,16,SXC1510ZS.0,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,SXC1510ZS.0 B7T7T812ZS.4\8XHB78,,22WNBPEYG8Z2,,,,,,,,,,,,,,,,,3,,,SXC1510ZS.0,70,,,,,,,,,,,,1,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX1_MM,,UR271682793,2,60,17,25,60,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,B2401PWU,,,,,,,,,,,,,9,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXG_MM,,UR271682092,2,77,22,32,77,K9606VIP3,K9606VIP3,K9606VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,K9606VIP3,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEU_MM,,UR271682094,2,75,21,33,75,NS90PRO2,NS90PRO2,NS90PRO2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,NS90PRO2,,,,,,,,,,,,,5,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YGH_MM,,UR271682499,1,12,9,9,12,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,2,,,,,,,,,,,1,,,SZF6101ZL.0,50,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG9J2BT09,BT09,9J2,21ALL112YGF_MM,,UR271686494,3,81,100,1,351,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG9J2,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,,,,,,,,,,,,,1,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG6_MM,,UR271682090,2,79,22,16,79,SYN8A98ZS.0,FEROZVIP3,FEROZVIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SYN8A98ZS.0,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXV_MM,,UR271682003,3,166,40,40,166,P3858PWU,P3858PWU,P3858PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,3,,,P3858PWU,,,,,,,,,,,,,1,,,,,,,,,10,-45.27143,-6.85224,
BRTR BT13 Ap. do Rio Negro l,22WNBPEYG6J1BT13,BT13,6J1,21ALL112YFP_MM,,UR271682398,2,113,29,17,113,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,2,,,SXF258WT.0,,,,,,,,,,,,,5,,,,,,,,,10,-47.96824,-9.79848,
BRTR BT09 Silvanopolis,22WNBPEYG6J1BT09,BT09,6J1,21ALL112XWN_MM,,UR271681961,1,37,14,32,37,P3898,P3898,P3898,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,P3898,,,,,,,,,,,,,9,,,,,,,,,10,-48.55606,-10.24224,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL112XU4_MM,,UR271561958,2,13,55,37,13,SZD537ZL.0,SZD537ZL.0,SZD537ZL.0,,22WNBPEYG8Z2,,,,,,3,,,,,,,,,,,,,,SZD537ZL.0 SYN,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
BRTR BT04 Tasso Fragoso ll,22WNBPEYG8Z2BT04,BT04,8Z2,21ALL113563_MM,,UR271561961,1,10,52,44,10,SW8014ZS.2,SW8014ZS.2  B6T7T943ZS/WYX7011,SW8014ZS.2  B6T7T943ZS/WYX7011,,22WNBPEYG8Z2,,,,,,5,,,,,,,,,,,,,,SW8014ZS.2,,,,,,,,,,,,,1,,,,,,,,,10,-46.74115,-8.66879,
