PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,BreedingStage,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,T,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
BRTR BL18,22WNMTYG467BL18,PLC4,BL18,467,4,21MT400887,,UR272503385,1,1085,45,96,85,MTYYF678/8AHB64ZS.0,MT21400887,,,22WNMTYG467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG467BL10,PLC4,BL10,467,4,21MT400887,,UR272476784,1,1085,52,157,472,MTYYF678/8AHB64ZS.0,MT21400887,,,22WNMTYG467,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG468BL10,PLC4,BL10,468,4,21ALL112XXS_MM,,UR272494622,1,1085,58,145,337,P3707VYH,P3707VYH,P3707VYH,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG466BL18,PLC4,BL18,466,4,21MT401247,,UR272486672,1,1085,40,189,85,MTYYG121/2DEB35ZL.3,MT21401247,,,22WNMTYG466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG461BL10,PLC4,BL10,461,4,21MT401673,,UR272503532,1,1085,19,116,967,8DRB94/MTTTE227ZL.0,MT21401673,,,22WNMTYG461,,2.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG420BL18,PLC4,BL18,420,4,21MT401355,,UR272491454,1,1085,43,41,235,MTYYB123/2DEB35ZL.3,MT21401355,,,22WNMTYG420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNMTYG469BL18,PLC4,BL18,469,4,21MT401679,,UR272498531,1,1085,55,172,85,8AHB18/MTTTE227ZL.0,MT21401679,,,22WNMTYG469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG466BL10,PLC4,BL10,466,4,21MT401247,,UR272505680,1,1085,46,85,535,MTYYG121/2DEB35ZL.3,MT21401247,,,22WNMTYG466,,5.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG417BL10,PLC4,BL10,417,4,21MT401571,,UR272501786,1,1085,0,0,160,MTYYC128/2BHB53ZL.3,MT21401571,,,22WNMTYG417,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG462BL10,PLC4,BL10,462,4,21MT400668,,UR272507600,1,1085,26,105,895,2GEB01/WTP6741ZL.2,MT21400668,,,22WNMTYG462,,4.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG457BL18,PLC4,BL18,457,4,21MT400319,,UR272495957,1,1085,51,1,247,8AHB80/2AHB26ZS.0,MT21400319,,,22WNMTYG457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNMTYG420BL12,PLC4,BL12,420,4,21MT401355,,UR272490848,1,1085,36,80,85,MTYYB123/2DEB35ZL.3,MT21401355,,,22WNMTYG420,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL18,22WNMTYG462BL18,PLC4,BL18,462,4,21MT400668,,UR272492939,1,1085,26,93,85,2GEB01/WTP6741ZL.2,MT21400668,,,22WNMTYG462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG457BL10,PLC4,BL10,457,4,21MT400319,,UR272493791,1,1085,46,77,179,8AHB80/2AHB26ZS.0,MT21400319,,,22WNMTYG457,,5.0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG459BL10,PLC4,BL10,459,4,21MT401293,,UR272491862,1,1085,12,137,995,ACYXD467/2DEB35ZL.3,MT21401293,,,22WNMTYG459,,5.0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG418BL10,PLC4,BL10,418,4,21ALL112XWV_MM,,UR272472365,1,1085,38,5,85,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG418,,3.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,5,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG463BL12,PLC4,BL12,463,4,21MT402910,,UR272503793,1,1085,43,41,85,MTYYF658/CTI354,MT21402894,,,22WNMTYG463,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL12,22WNMTYG468BL12,PLC4,BL12,468,4,21ALL112XXS_MM,,UR272493200,1,1085,47,100,85,P3707VYH,P3707VYH,P3707VYH,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL12,22WNMTYG467BL12,PLC4,BL12,467,4,21MT400887,,UR272506376,1,1085,31,104,85,MTYYF678/8AHB64ZS.0,MT21400887,,,22WNMTYG467,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL18,22WNMTYG468BL18,PLC4,BL18,468,4,21ALL112XXS_MM,,UR272483195,1,1085,52,101,85,P3707VYH,P3707VYH,P3707VYH,,22WNMTYG468,,,,,,,,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG463BL10,PLC4,BL10,463,4,21ALL112YEP_MM,,UR272487164,1,1085,70,73,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYG463,,4.0,,,,,,1,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG460BL10,PLC4,BL10,460,4,21ALL112YEP_MM,,UR272498402,1,1085,64,37,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYG460,,5.0,,,,,,1,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG461BL18,PLC4,BL18,461,4,21MT401673,,UR272492306,1,1085,18,145,85,8DRB94/MTTTE227ZL.0,MT21401673,,,22WNMTYG461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL18,22WNMTYG465BL18,PLC4,BL18,465,4,21MT402633,,UR272477780,1,1085,38,129,85,ZTU7026/2DEB06ZL.1,MT21402633,,,22WNMTYG465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL28,22WNMTYG457BL28,PLC4,BL28,457,4,21MT400319,,UR272504408,1,1085,51,1,85,8AHB80/2AHB26ZS.0,MT21400319,,,22WNMTYG457,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL10,22WNMTYG464BL10,PLC4,BL10,464,4,21MT400288,,UR272477069,1,1085,32,117,553,UBYYD677/1ZRB84ZS.0,MT21400288,,,22WNMTYG464,,5.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG470BL12,PLC4,BL12,470,4,21MT410012,,UR272564752,1,1085,22,73,85,2CHB98/1YRB77ZS.0,MT21410012,,,22WNMTYG470,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG419BL10,PLC4,BL10,419,4,21MT402804,,UR272471375,1,1085,44,17,85,MTTTF154ZL.0/1ZDB84,MT21400801,,,22WNMTYG419,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG460BL18,PLC4,BL18,460,4,21ALL112YEP_MM,,UR272488670,1,1085,12,109,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYG460,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,9,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL28,22WNMTYGLVGBL28,PLC4,BL28,LVG,L,21UB056154,,UR272563444,1,1085,21,12,85,UBTTG228ZL.0/1ZDB84,SZE6182ZL.0,SZE6182ZL.0,,22WNMTYGLVG,,,,,,,,,,,,,,,,,,,,,SZE6182ZL.0,24,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL12,22WNMTYG419BL12,PLC4,BL12,419,4,21MT402804,,UR272479118,1,1085,31,17,85,MTTTF154ZL.0/1ZDB84,MT21400801,,,22WNMTYG419,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL28,22WNMTYG418BL28,PLC4,BL28,418,4,21ALL112XWV_MM,,UR272488541,1,1085,6,97,85,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG418,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,21,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL18,22WNMTYG463BL18,PLC4,BL18,463,4,21ALL112YEP_MM,,UR272500985,1,1085,32,153,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYG463,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYGLVGBL10,PLC4,BL10,LVG,L,21ALL112YEP_MM,,UR272564599,1,1085,21,12,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYGLVG,,4.0,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG469BL12,PLC4,BL12,469,4,21MT401679,,UR272499239,1,1085,63,108,85,8AHB18/MTTTE227ZL.0,MT21401679,,,22WNMTYG469,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL18,22WNMTYG470BL18,PLC4,BL18,470,4,21MT410012,,UR272566060,1,1085,14,17,85,2CHB98/1YRB77ZS.0,MT21410012,,,22WNMTYG470,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG469BL10,PLC4,BL10,469,4,21MT401679,,UR272475431,1,1085,64,121,343,8AHB18/MTTTE227ZL.0,MT21401679,,,22WNMTYG469,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG419BL18,PLC4,BL18,419,4,21MT402804,,UR272474771,1,1085,38,24,181,MTTTF154ZL.0/1ZDB84,MT21400801,,,22WNMTYG419,5.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL28,22WNMTYG458BL28,PLC4,BL28,458,4,21MT402347,,UR272495012,1,1085,10,177,85,ZTTG285/2DEB00ZL.1,MT21402347,,,22WNMTYG458,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL18,22WNMTYG418BL18,PLC4,BL18,418,4,21ALL112XWV_MM,,UR272481077,1,1085,6,97,85,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG418,,,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL12,22WNMTYG466BL12,PLC4,BL12,466,4,21MT401247,,UR272478086,1,1085,12,97,85,MTYYG121/2DEB35ZL.3,MT21401247,,,22WNMTYG466,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL18,22WNMTYGLVGBL18,PLC4,BL18,LVG,L,21ALL112YEP_MM,,UR272562595,1,1085,21,12,85,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYGLVG,,,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL01,22WNMTYG470BL01,PLC4,BL01,470,4,21MT410012,,UR272563750,1,1085,14,17,85,2CHB98/1YRB77ZS.0,MT21410012,,,22WNMTYG470,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL12,22WNMTYGLVGBL12,PLC4,BL12,LVG,L,21UB056154,,UR272565427,1,1085,14,17,85,UBTTG228ZL.0/1ZDB84,SZE6182ZL.0,SZE6182ZL.0,,22WNMTYGLVG,,2.0,,,,,,,,,,,,,,,,,,,SZE6182ZL.0,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG465BL10,PLC4,BL10,465,4,21MT402633,,UR272473295,1,1085,39,124,517,ZTU7026/2DEB06ZL.1,MT21402633,,,22WNMTYG465,,4.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG464BL18,PLC4,BL18,464,4,21MT400288,,UR272497301,1,1085,25,196,85,UBYYD677/1ZRB84ZS.0,MT21400288,,,22WNMTYG464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL10,22WNMTYG470BL10,PLC4,BL10,470,4,21MT410012,,UR272568133,1,1085,14,17,85,2CHB98/1YRB77ZS.0,MT21410012,,,22WNMTYG470,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG459BL18,PLC4,BL18,459,4,21MT401293,,UR272485181,1,1085,59,9,238,ACYXD467/2DEB35ZL.3,MT21401293,,,22WNMTYG459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
BRTR BL28,22WNMTYG469BL28,PLC4,BL28,469,4,21MT401679,,UR272475560,1,1085,55,172,85,8AHB18/MTTTE227ZL.0,MT21401679,,,22WNMTYG469,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL01,22WNMTYG468BL01,PLC4,BL01,468,4,21ALL112XXS_MM,,UR272502371,1,1085,52,101,1093,P3707VYH,P3707VYH,P3707VYH,,22WNMTYG468,,4.0,,,,,,,,,,,,,,,,,,,P3707VYH PI,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL12,22WNMTYG465BL12,PLC4,BL12,465,4,21MT402633,,UR272474915,1,1085,57,1,85,ZTU7026/2DEB06ZL.1,MT21402633,,,22WNMTYG465,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL28,22WNMTYG419BL28,PLC4,BL28,419,4,21MT402804,,UR272502467,1,1085,38,24,181,MTTTF154ZL.0/1ZDB84,MT21400801,,,22WNMTYG419,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL10,22WNMTYG458BL10,PLC4,BL10,458,4,21MT402347,,UR272483069,1,1085,57,72,85,ZTTG285/2DEB00ZL.1,MT21402347,,,22WNMTYG458,,2.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL28,22WNMTYG420BL28,PLC4,BL28,420,4,21MT401355,,UR272499827,1,1085,43,41,235,MTYYB123/2DEB35ZL.3,MT21401355,,,22WNMTYG420,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,1,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL10,22WNMTYG420BL10,PLC4,BL10,420,4,21MT401355,,UR272473724,1,1085,5,96,685,MTYYB123/2DEB35ZL.3,MT21401355,,,22WNMTYG420,,6.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL28,22WNMTYG470BL28,PLC4,BL28,470,4,21MT410012,,UR272567194,1,1085,14,17,85,2CHB98/1YRB77ZS.0,MT21410012,,,22WNMTYG470,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,5,,,,,,,,,9,-55.17203000,-15.33561000,
BRTR BL01,22WNMTYG459BL01,PLC4,BL01,459,4,21MT401293,,UR272486102,1,1085,59,9,85,ACYXD467/2DEB35ZL.3,MT21401293,,,22WNMTYG459,5.0000,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG419BL01,PLC4,BL01,419,4,21MT402804,,UR272508284,1,1085,38,24,85,MTTTF154ZL.0/1ZDB84,MT21400801,,,22WNMTYG419,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG463BL01,PLC4,BL01,463,4,21MT402910,,UR272496593,1,1085,32,153,1225,MTYYF658/CTI354,MT21402894,,,22WNMTYG463,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG460BL01,PLC4,BL01,460,4,21ALL112YEP_MM,,UR272495141,1,1085,12,109,1290,NK455VIP3,NK455VIP3,NK455VIP3,,22WNMTYG460,,4.0,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG462BL01,PLC4,BL01,462,4,21MT400668,,UR272493074,1,1085,26,93,1435,2GEB01/WTP6741ZL.2,MT21400668,,,22WNMTYG462,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG464BL01,PLC4,BL01,464,4,21MT400288,,UR272501507,1,1085,25,196,241,UBYYD677/1ZRB84ZS.0,MT21400288,,,22WNMTYG464,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG465BL01,PLC4,BL01,465,4,21MT402633,,UR272485028,1,1085,38,129,1237,ZTU7026/2DEB06ZL.1,MT21402633,,,22WNMTYG465,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG417BL01,PLC4,BL01,417,4,21MT401571,,UR272479022,1,1085,31,17,85,MTYYC128/2BHB53ZL.3,MT21401571,,,22WNMTYG417,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG458BL01,PLC4,BL01,458,4,21MT402347,,UR272478233,1,1085,10,177,232,ZTTG285/2DEB00ZL.1,MT21402347,,,22WNMTYG458,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG418BL01,PLC4,BL01,418,4,21ALL112XWV_MM,,UR272508407,1,1085,6,97,700,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNMTYG418,,3.0,,,,,,,,,,,,,,,,,,,AS1820PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG420BL01,PLC4,BL01,420,4,21MT401355,,UR272480570,1,1085,43,41,85,MTYYB123/2DEB35ZL.3,MT21401355,,,22WNMTYG420,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG467BL01,PLC4,BL01,467,4,21MT400887,,UR272486801,1,1085,45,96,1117,MTYYF678/8AHB64ZS.0,MT21400887,,,22WNMTYG467,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG457BL01,PLC4,BL01,457,4,21MT400319,,UR272502095,1,1085,51,1,85,8AHB80/2AHB26ZS.0,MT21400319,,,22WNMTYG457,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG461BL01,PLC4,BL01,461,4,21MT401673,,UR272474528,1,1085,18,145,1555,8DRB94/MTTTE227ZL.0,MT21401673,,,22WNMTYG461,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG466BL01,PLC4,BL01,466,4,21MT401247,,UR272488934,1,1085,40,189,235,MTYYG121/2DEB35ZL.3,MT21401247,,,22WNMTYG466,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYG469BL01,PLC4,BL01,469,4,21MT401679,,UR272504960,1,1085,55,172,214,8AHB18/MTTTE227ZL.0,MT21401679,,,22WNMTYG469,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL01,22WNMTYGLVGBL01,PLC4,BL01,LVG,L,21UB056154,,UR272563270,1,1085,21,12,85,UBTTG228ZL.0/1ZDB84,SZE6182ZL.0,SZE6182ZL.0,,22WNMTYGLVG,,3.0,,,,,,,,,,,,,,,,,,,SZE6182ZL.0,,,,,,,,,,,,,1,,,,,,,,,9,-55.50362000,-11.69889000,
BRTR BL10,22WNMTYG466BL10,PLC4,BL10,466,4,21MT401248,,UR272505679,1,1086,46,89,536,MTYYG141/2DEB35ZL.3,MT21401248,,,22WNMTYG466,,2.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG468BL12,PLC4,BL12,468,4,21ALL112XX9_MM,,UR272493199,1,1086,47,96,86,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG467BL10,PLC4,BL10,467,4,21MT400890,,UR272476783,1,1086,52,161,473,1ARB88/8AHB64ZS.0,MT21400890,,,22WNMTYG467,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG467BL12,PLC4,BL12,467,4,21MT400890,,UR272506375,1,1086,31,100,86,1ARB88/8AHB64ZS.0,MT21400890,,,22WNMTYG467,,3.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG417BL10,PLC4,BL10,417,4,21MT401019,,UR272501785,1,1086,30,49,86,MTYYC173/1ZRB84ZS.0,MT21401019,,,22WNMTYG417,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG461BL10,PLC4,BL10,461,4,21MT401677,,UR272503531,1,1086,19,112,968,8BHB91/MTTTE227ZL.0,MT21401677,,,22WNMTYG461,,4.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL12,22WNMTYG464BL12,PLC4,BL12,464,4,21MT400289,,UR272504095,1,1086,49,21,86,UBYYE349/1ZRB84ZS.0,MT21400289,,,22WNMTYG464,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-56.14570000,-13.31910000,
BRTR BL10,22WNMTYG459BL10,PLC4,BL10,459,4,21MT401296,,UR272491861,1,1086,12,141,996,LOYFB356/2DEB35ZL.3,MT21401296,,,22WNMTYG459,,5.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL10,22WNMTYG468BL10,PLC4,BL10,468,4,21ALL112XX9_MM,,UR272494621,1,1086,58,149,338,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNMTYG468,,2.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,,,,,,,9,-55.94174000,-12.98987000,
BRTR BL18,22WNMTYG465BL18,PLC4,BL18,465,4,21MT402685,,UR272477779,1,1086,38,133,86,2DEB35ZL.0/4DEB01,MT21402685,,,22WNMTYG465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,9,-58.51884000,-13.59584000,
