"nota","genotipo"
2.91666666666667,"NS88VIP3"
1.86111111111111,"NS90PRO2"
2.83333333333333,"NS91VIP2"
2.1,"NS91VIP3"
2.53333333333333,"NS95VIP2"
2.58333333333333,"P3707VYH"
2.41176470588235,"P3845VYHR"
3.16666666666667,"P3858PWU"
2.22222222222222,"P3889RR"
2.34146341463415,"P3898"
4,"PEFFB318/ZTU7026ZL.2"
3.5,"PEFXD256/UBTTG228ZL.0"
4,"PEFXD266/1ZRB84ZS.0"
4,"PEFXD266/B7Y6Y842ZL.1"
3.5,"PETCC188/B7Y6Y842ZL.1"
2.5,"PETTB399/UBYYD399"
4,"PETTE147/UBTTD400"
2,"PETTE147/UBTTD490"
2.5,"PETTE147/UBTUD529"
3,"PETTE147/ZTU7013"
2,"PETTF126ZL.2/1ZDB84"
2.5,"PETTF126ZL.2/2SHB03"
3.375,"PETTF126ZL.2/8DTB18"
3.16666666666667,"PETTF126ZL.2/9DRB50"
2.5,"PETTF126ZL.2/DBJKK3166"
2.16666666666667,"PETTF126ZL.2/DBJKK3175"
2,"PETTF126ZL.2/PEFXD266"
2.875,"PETTF126ZL.2/UBYXE329"
2.66666666666667,"PETTF126ZL.2/UBYXG377"
2.875,"PETTF126ZL.2/UBYYD337"
3.75,"PETTF126ZL.2/UBYYD850"
2,"PETUD187/1YRB77ZS.0"
4,"PETUE326/B7Y6Y842ZL.1"
3,"PETUF197RZ.0/WYF6091"
2,"PETUF418/1EEB17"
3.16666666666667,"PETUF418/1ZDB84"
3.5,"PETUF418/4DEB01"
5.5,"PETUF418/PEFXD266"
2,"PETUF418/PEYFB129"
6.5,"PETUF418/PEYFE158"
4.5,"PETUF418/PEYYB199"
3,"PETUF418/UBFXC736"
3.5,"PETUF418/UBYXD730"
4.5,"PETUF418/UBYYD499"
4.5,"PETUF418/UBYYD760"
5,"PETUF418/UBYYE359"
4,"PETUF418/UBYYF340"
4,"PETUF418/UBYYF511"
3,"PETUF438ZL.1/2SHB03"
4,"PETUF438ZL.1/2UEB26"
4,"PETUF438ZL.1/9DRB50"
2,"PETUF438ZL.1/ATTSS0018"
3,"PETUF438ZL.1/BBJKX1003"
3,"PETUF438ZL.1/UBYXG377"
4,"PEUTE046/1PEB88"
4.5,"PEUTE046/B6T7T943ZS.2"
2.5,"PEUTE046/B7Y6Y842ZL.1"
2,"PEUTE046/PETTF126ZL.2"
3.625,"PEUTE046/PEYXB198"
2.5,"PEUTE046/PEYXE036"
4.5,"PEUTE046/UBTTG228ZL.0"
3,"PEUTE046/UBYYE740"
3,"PEUTE046/WFY9294"
3,"PEUTE046/WTP6741ZL.2"
2,"PEUTE046/WYY8370"
2.5,"PEUTE046/ZTU7026ZL.2"
3,"PEXXD006/UBTTD400"
2.5,"PEXXE236/1ZRB84ZS.0"
2,"PEXXE236/4DEB01"
4,"PEXXE236/B7Y6Y842ZL.1"
4,"PEXXE236/UBTTD400"
2.5,"PEXXE236/UBTTD490"
4,"PEXXE236/UBTUD529"
2.5,"PEXXE236/UBTUE177ZL.2"
3,"PEXXE236/UBTXF238ZL.0"
3,"PEXXE236/ZTU7026ZL.2"
2,"PEYFA119/1ZRB84ZS.0"
2,"PEYFA119/2AHB26ZS.0"
2.33333333333333,"PEYFA119/B6T7T943ZS.2"
2,"PEYFA119/B7Y6Y842ZL.1"
2.5,"PEYFA119/UBTTE410"
2,"PEYFA119/UBTUE177ZL.2"
2,"PEYFA119/WTP6741ZL.2"
3,"PEYFA119/YYX7575"
2.5,"PEYFB129/UBTTE410"
2.5,"PEYFB129/UBTTG228ZL.0"
2,"PEYFB129/UBTUE177ZL.2"
2,"PEYFB178/ZTU7026ZL.2"
2.5,"PEYFB238/UBTTE410"
2,"PEYFB238/ZTU7026ZL.2"
3,"PEYFB379/4DEB01"
2.5,"PEYFB379/B6T7T943ZS.2"
2,"PEYFB379/B7T1C128ZS.1"
2,"PEYFB379/PETTF126ZL.2"
2,"PEYFB379/UBTTE410"
3,"PEYFB379/UBTTG228ZL.0"
2,"PEYFB379/ZTU7026ZL.2"
2.5,"PEYFC229/4DEB01"
4,"PEYFC229/UBTTD400"
3.5,"PEYFC229/UBTTE410"
3,"PEYFC229/UBTTG228ZL.0"
2,"PEYFC229/UBTUD529"
2.5,"PEYFC229/WTP6741ZL.2"
2.16666666666667,"PEYFC319/UBTTD490"
2.5,"PEYFC319/UBTTE410"
3,"PEYFC319/UBTTG228ZL.0"
5,"PEYFC319/UBTUE177ZL.2"
4.5,"PEYFE158/2ZRB29ZS.0"
4.5,"PEYFE158/PETTF126ZL.2"
4.5,"PEYFE158/ZTI4071"
2.5,"PEYFE158/ZTU7026ZL.2"
3.5,"PEYXB198/UBTTE410"
3,"PEYXD248/4DEB01"
2.66666666666667,"PEYXD248/B7T7T812ZS.4"
2,"PEYXD248/PETTF126ZL.2"
2,"PEYXD248/UBTTD400"
2,"PEYXD248/UBTTD490"
3,"PEYXD248/UBTTE410"
5,"PEYXD248/UBTUD529"
4.25,"PEYXD248/UBTUE177ZL.2"
2.5,"PEYXD248/ZTU7026ZL.2"
2.16666666666667,"PEYXE036/PETTF126ZL.2"
2.66666666666667,"PEYXE036/UBTTD400"
2,"PEYXE036/UBTTD490"
2.5,"PEYXE036/UBTTE410"
2,"PEYXE036/UBTTG228ZL.0"
2.5,"PEYXE036/UBTUD529"
2.5,"PEYXE036/WTP6741ZL.2"
4,"PEYXE076/UBTTE410"
4,"PEYXE076/WTP6741ZL.2"
2.5,"PEYXE076/ZTU7026ZL.2"
2,"PEYYB149/1YRB77ZS.0"
2.5,"PEYYB149/UBTTE410"
3,"PEYYB149/WTP6741ZL.2"
5.5,"PEYYB199/2ZRB29ZS.0"
4.33333333333333,"PEYYB199/B6T7T943ZS.2"
4.5,"PEYYB199/PETTF126ZL.2"
4.5,"PEYYB199/UBTTE410"
6,"PEYYB199/UBTTG228ZL.0"
4.5,"PEYYB199/UBTXF238ZL.0"
4.5,"PEYYB199/WTP6741ZL.2"
2.5,"PEYYB199/ZTU7026ZL.2"
4.33333333333333,"PEYYB479/UBTTD400"
5.5,"PEYYB479/UBTTE410"
5,"PEYYC439/1ZRB84ZS.0"
2,"PEYYC439/2AHB26ZS.0"
3.5,"PEYYC439/B6T7T943ZS.2"
2,"PEYYC439/B7Y6Y842ZL.1"
2.5,"PEYYC439/PETTF126ZL.2"
4,"PEYYC439/UBTTD400"
2,"PEYYC439/UBTTE410"
4,"PEYYC439/UBTTG228ZL.0"
2,"PEYYC439/UBTUD529"
2.5,"PEYYC439/UBTUE177ZL.2"
2.66666666666667,"PEYYC439/UBTXF238ZL.0"
4,"PEYYC439/WTP6741ZL.2"
2,"SHJ07/8DTB18"
5,"SHJ07/B7Y6Y842ZL.1"
3,"SHJ07/PETTF126ZL.2"
4,"SHJ07/UBTTG228ZL.0"
4.25,"STATUSVIP3"
3,"STT03/PETTF126ZL.2"
3,"STT03/UBTTG228ZL.0"
3.5,"STU6050ZL/ZTU7013"
2.5,"STU6050ZL/ZYFG385"
4.5,"SU8818ZL"
4,"SV9036ZL"
3.75,"SW8014ZS.2"
5.75,"SXB178ZL.0"
2.5,"SXC1510ZS.0"
2.66666666666667,"SXC1531WT.0"
2.625,"SXC1531ZL.0"
2.83333333333333,"SXC1641ZL.0"
2.625,"SXC2241VIP3"
2.88888888888889,"SXC2251TG.0"
3.55,"SXC2251ZL.0"
4.77777777777778,"SXC2320VIP3"
4,"SXD2270ZL.0"
4.625,"SXD2350ZS.0"
3.33333333333333,"SXD2621WT.0"
3.66666666666667,"SXD2621ZL.0"
5.75,"SXE3279ZL.0"
3.25,"SYA7470ZS.0"
5.875,"SYA7560ZS.0"
2.875,"SYB7361ZL.0"
2.625,"SYB7381ZL.0"
3.88888888888889,"SYC7131ZL.0"
3.25,"SYC7161WT.0"
3.5,"SYC7161ZL.0"
3.33333333333333,"SYC7209ZS.0"
3.125,"SYC7351ZL.0"
2.91666666666667,"SYC7441ZL.0"
2.68446601941748,"SYN555VIP3"
6.08333333333333,"SZC4141ZL.0"
4.58333333333333,"SZD5031ZL.0"
4.41666666666667,"SZD5211ZL.0"
2.5,"SZD537ZL.0"
4.66666666666667,"SZD6132ZL.0"
5.66666666666667,"SZD6142ZL.0"
3.125,"SZD6162ZL.0"
4.5,"SZD6202ZL.0"
2.375,"SZE6102ZL.0"
2.11111111111111,"SZE6111TG.0"
2.33333333333333,"SZE6111VIP3"
2.875,"SZE6172ZL.0"
2.5,"SZE6182ZL.0"
3.125,"SZE6192ZL.0"
2.55555555555556,"SZF6101VIP3"
2.44444444444444,"SZF6101WT.0"
4.25,"SZF6152ZL.0"
3.875,"SZF6212ZL.0"
1.5,"T8U8U342_ZLF2:50-B-/WYY8370"
2.5,"T8U8U342_ZLF2:50-B-/ZYFG385"
3,"T8U8U641/WYY8370"
3.5,"T8Y8X863/UBYYE359"
2.5,"T8Y8X863/WYY8370"
4,"TCJ26/PETTF126ZL.2"
4,"TCJ26/UBTTG228ZL.0"
4.75,"TQX5169/UBTUE177ZL.2"
4,"TST29/8DTB18"
6,"TST29/B7Y6Y842ZL.1"
4,"TST29/PETTF126ZL.2"
6,"TST29/UBTTG228ZL.0"
2,"TTI87/2SHB03"
2,"TTI87/8DTB18"
2,"TTI87/B7Y6Y842ZL.1"
2.33333333333333,"TTI87/PETTF126ZL.2"
3.66666666666667,"TTI87/UBTTG228ZL.0"
2.5,"TTU5203/WXF7791"
2.5,"TTU5203/WYY8370"
3,"TUU6267/1ZDB84"
5,"TUU6267ZL.0/1ZDB84"
2,"TUU6267ZL.0/WYY8370"
5,"TUU6267ZL.1/1ZDB84"
5.5,"TUU6267ZL.2/1ZDB84"
3.25,"TUU6317/UBYYD099"
3,"UBFFB251/UBTTG228ZL.0"
3,"UBFFB251/UBTUE177ZL.2"
2,"UBFFB251/WTP6741ZL.2"
3,"UBFXC676/ZTU7026ZL.2"
2.5,"UBFXC736/1ZRB84ZS.0"
2.5,"UBFXC736/2AHB26ZS.0"
3.5,"UBFXC736/B7Y6Y842ZL.1"
3,"UBFXC736/PETTF126ZL.2"
3,"UBFXC736/UBTTD400"
3,"UBFXC736/UBTTD490"
3,"UBFXC736/UBTXF238ZL.0"
3.5,"UBFXC736/WTP6741ZL.2"
2.5,"UBFXC736/ZTU7026ZL.2"
3.5,"UBFYC588/B7T7T812ZS.4"
2.5,"UBFYC830/WTP6741ZL.2"
2,"UBFYC830/ZTU7026ZL.2"
2.5,"UBTIE149/1SHB73"
3,"UBTIE149/1ZDB84"
3.5,"UBTIE149/1ZRB84ZS.0"
2.25,"UBTIE149/2SHB03"
2.5,"UBTIE149/8DTB18"
3.5,"UBTIE149/ACYXE958"
3,"UBTIE149/UBYXG377"
5,"UBTIE149/UBYYD570"
3,"UBTLD127/UBFXC736"
3,"UBTLD127/UBYXD596"
4,"UBTTB060ZL.0/2SHB03"
2,"UBTTB060ZL.0/PEYFA119"
4,"UBTTB060ZL.0/PEYYC439"
4,"UBTTB060ZL.0/UBYXD730"
5.5,"UBTTB060ZL.0/UBYXE419"
4,"UBTTB060ZL.0/UBYYD760"
5,"UBTTB060ZL.0/UBYYE190"
4,"UBTTB060ZL.0/UBYYE359"
3,"UBTTB060ZL.0/UBYYF340"
5,"UBTTB060ZL.0/UBYYF511"
2.5,"UBTTC010ZL.0/2SHB03"
3,"UBTTC010ZL.0/PEFXD266"
2,"UBTTC010ZL.0/PEYFA119"
2.33333333333333,"UBTTC010ZL.0/PEYXE076"
3,"UBTTC010ZL.0/PEYYB479"
2,"UBTTC010ZL.0/PEYYC439"
3,"UBTTC010ZL.0/UBFXC736"
3,"UBTTC010ZL.0/UBYXD730"
2.5,"UBTTC010ZL.0/UBYXE419"
3,"UBTTC010ZL.0/UBYXG377"
4,"UBTTC010ZL.0/UBYYD399"
3,"UBTTC010ZL.0/UBYYD760"
3.5,"UBTTC010ZL.0/UBYYE190"
4,"UBTTC010ZL.0/UBYYE349"
3,"UBTTC010ZL.0/UBYYE359"
2,"UBTTC010ZL.0/UBYYE369"
2,"UBTTC010ZL.0/UBYYE870"
3,"UBTTC010ZL.0/UBYYF340"
4,"UBTTC010ZL.0/UBYYF511"
2,"UBTTC010ZL.0/WYF6091"
4,"UBTTC010ZL.0/WYXD444"
2,"UBTTC031ZL.0/1EEB17"
2,"UBTTC031ZL.0/2SHB03"
2,"UBTTC031ZL.0/WYY8370"
2,"UBTTC050ZL.0/1SHB73"
2.75,"UBTTC050ZL.0/2SHB03"
3.75,"UBTTC050ZL.0/PEFXD266"
2,"UBTTC050ZL.0/PEYFA119"
2,"UBTTC050ZL.0/PEYYC439"
3,"UBTTC050ZL.0/UBFXC736"
2,"UBTTC050ZL.0/UBYXD730"
3,"UBTTC050ZL.0/UBYXE419"
2,"UBTTC050ZL.0/UBYYD760"
3.5,"UBTTC050ZL.0/UBYYE190"
2,"UBTTC050ZL.0/UBYYE359"
2,"UBTTC050ZL.0/UBYYF340"
2,"UBTTC050ZL.0/UBYYF511"
2,"UBTTC070ZL.0/1ZDB84"
2.5,"UBTTC070ZL.0/2SHB03"
3,"UBTTC070ZL.0/PEFXD266"
2,"UBTTC070ZL.0/PEYFA119"
2,"UBTTC070ZL.0/PEYYC439"
2.5,"UBTTC070ZL.0/UBFXC736"
3,"UBTTC070ZL.0/UBYXD730"
2,"UBTTC070ZL.0/UBYXE419"
2.8,"UBTTC070ZL.0/UBYYD760"
3,"UBTTC070ZL.0/UBYYE190"
2,"UBTTC070ZL.0/UBYYE349"
3,"UBTTC070ZL.0/UBYYE359"
3,"UBTTC070ZL.0/UBYYF340"
3,"UBTTC070ZL.0/UBYYF350"
2.5,"UBTTC070ZL.0/UBYYF511"
2,"UBTTC110ZL.0/PEYFA119"
2.5,"UBTTC110ZL.0/PEYYC439"
3,"UBTTC110ZL.0/UBYYD760"
2,"UBTTC211ZL.0/1EEB17"
6,"UBTTC211ZL.0/2SHB03"
3,"UBTTC460/1ZRB84ZS.0"
2.5,"UBTTC460/UBYXG377"
4.5,"UBTTC460/UBYYE770"
3,"UBTTC460/WYY8370"
3,"UBTTC500/1YHB35"
3,"UBTTC500/1ZRB84ZS.0"
2.5,"UBTTC500/UBYXE427"
2.5,"UBTTC500/UBYXG377"
3.5,"UBTTC500/UBYYD570"
3,"UBTTD000ZL.0/PEFXD266"
2,"UBTTD000ZL.0/PEYFA119"
3,"UBTTD000ZL.0/PEYYB479"
2.5,"UBTTD000ZL.0/PEYYC439"
2.5,"UBTTD000ZL.0/UBFXC736"
2,"UBTTD000ZL.0/UBYXD730"
2.5,"UBTTD000ZL.0/UBYXE419"
2.5,"UBTTD000ZL.0/UBYYD399"
2,"UBTTD000ZL.0/UBYYD760"
3,"UBTTD000ZL.0/UBYYE190"
3,"UBTTD000ZL.0/UBYYE359"
2,"UBTTD000ZL.0/UBYYE369"
3.5,"UBTTD000ZL.0/UBYYE870"
2,"UBTTD000ZL.0/UBYYF340"
3,"UBTTD000ZL.0/UBYYF511"
2,"UBTTD000ZL.0/WYF6091"
2,"UBTTD000ZL.0/WYY8370"
5.5,"UBTTD020ZL.0/PEFXD266"
2.5,"UBTTD020ZL.0/PEYFA119"
4.5,"UBTTD020ZL.0/PEYYC439"
5,"UBTTD020ZL.0/UBFXC736"
3.5,"UBTTD020ZL.0/UBYXD730"
3,"UBTTD020ZL.0/UBYXE419"
3.75,"UBTTD020ZL.0/UBYYD760"
3,"UBTTD020ZL.0/UBYYE190"
7,"UBTTD020ZL.0/UBYYE359"
3.5,"UBTTD020ZL.0/UBYYF340"
5,"UBTTD020ZL.0/UBYYF511"
2.5,"UBTTD020ZL.0/WYF6091"
2.5,"UBTTD030ZL.0/1EEB17"
2.5,"UBTTD030ZL.0/1ZRB84ZS.0"
3,"UBTTD030ZL.0/PEFXD266"
2.5,"UBTTD030ZL.0/PEYFA119"
2.5,"UBTTD030ZL.0/PEYYC439"
3,"UBTTD030ZL.0/UBFXC736"
2.5,"UBTTD030ZL.0/UBYXD730"
2,"UBTTD030ZL.0/UBYXE419"
3,"UBTTD030ZL.0/UBYXG377"
2,"UBTTD030ZL.0/UBYYD760"
2,"UBTTD030ZL.0/UBYYE190"
2.5,"UBTTD030ZL.0/UBYYE349"
2.5,"UBTTD030ZL.0/UBYYE359"
2,"UBTTD030ZL.0/UBYYE369"
2,"UBTTD030ZL.0/UBYYE870"
2.5,"UBTTD030ZL.0/UBYYF511"
2.5,"UBTTD040ZL.0/1ZDB84"
3,"UBTTD040ZL.0/1ZRB84ZS.0"
2,"UBTTD040ZL.0/2SHB03"
3.5,"UBTTD040ZL.0/PEFXD266"
2,"UBTTD040ZL.0/PEYFA119"
3,"UBTTD040ZL.0/PEYYC439"
4.5,"UBTTD040ZL.0/UBFXC736"
2.5,"UBTTD040ZL.0/UBYXD730"
3.5,"UBTTD040ZL.0/UBYXE419"
2.5,"UBTTD040ZL.0/UBYXG377"
3,"UBTTD040ZL.0/UBYYE190"
3.5,"UBTTD040ZL.0/UBYYE359"
4.5,"UBTTD040ZL.0/UBYYF340"
3,"UBTTD040ZL.0/UBYYF511"
2.5,"UBTTD080ZL.0/2SHB03"
2,"UBTTD080ZL.0/PEYFA119"
2,"UBTTD080ZL.0/UBFXC736"
2,"UBTTD080ZL.0/UBYXD730"
3,"UBTTD080ZL.0/UBYYD760"
3.5,"UBTTD080ZL.0/UBYYE190"
4,"UBTTD080ZL.0/UBYYE359"
2.5,"UBTTD080ZL.0/UBYYF340"
3,"UBTTD080ZL.0/UBYYF511"
2,"UBTTD080ZL.0/WYY8370"
2,"UBTTD090ZL.0/PEYFA119"
2.5,"UBTTD090ZL.0/PEYYC439"
2.875,"UBTTD090ZL.0/UBYYD760"
2,"UBTTD090ZL.0/UBYYF340"
3.5,"UBTTD090ZL.0/UBYYF511"
4,"UBTTD220/PEFXD266"
2,"UBTTD241ZL.0/1EEB17"
2,"UBTTD241ZL.0/2SHB03"
2,"UBTTD241ZL.0/WYY8370"
2,"UBTTD270/1SHB73"
2.5,"UBTTD270/1ZRB84ZS.0"
2,"UBTTD340/ACYXE958"
2.5,"UBTTD350/ACYXE958"
4,"UBTTD350/UBYXG377"
4.5,"UBTTD350/WOY6300"
2,"UBTTD350/WYY8370"
3,"UBTTD400/1DRB96"
2,"UBTTD400/1YRB77ZS.0"
2,"UBTTD400/1ZDB84"
3,"UBTTD400/1ZRB84ZS.0"
2,"UBTTD400/2AHB26ZS.0"
3,"UBTTD400/2SHB03"
3,"UBTTD400/4DEB01"
3,"UBTTD400/8DTB18"
3,"UBTTD400/9DRB50"
3.75,"UBTTD400/B7Y6Y842ZL.1"
6,"UBTTD400/PEFXD266"
3,"UBTTD400/UBYXG377"
2,"UBTTD400/WYY8370"
2.5,"UBTTD420/1EEB04"
2,"UBTTD420/1EEB17"
5,"UBTTD420/1EEB32"
2,"UBTTD420/1EEB63"
2.5,"UBTTD420/1FEB83"
3,"UBTTD420/1FTB72"
2,"UBTTD420/1SHB73"
4,"UBTTD420/1YHB35"
4,"UBTTD420/1YRB77ZS.0"
2,"UBTTD420/1ZDB84"
3.5,"UBTTD420/1ZRB84ZS.0"
5,"UBTTD420/2AHB11"
4,"UBTTD420/2DEB35"
4,"UBTTD420/2SHB03"
4.5,"UBTTD420/2XHB31ZS.0"
4,"UBTTD420/8DTB18"
3,"UBTTD420/ACYXE958"
3.5,"UBTTD420/LOXFA016"
2,"UBTTD420/MTYYE723"
3.5,"UBTTD420/MTYYG121"
3,"UBTTD420/PEXXE236"
2.5,"UBTTD420/PEYXD248"
3,"UBTTD420/UBFXC736"
3,"UBTTD420/UBYXD217"
3.5,"UBTTD420/UBYXD786"
2,"UBTTD420/UBYXE329"
2,"UBTTD420/UBYXE427"
3,"UBTTD420/UBYXG377"
2.5,"UBTTD420/UBYYD099"
3.5,"UBTTD420/UBYYD570"
3.5,"UBTTD420/UBYYD810"
6,"UBTTD420/UBYYE430"
4.5,"UBTTD420/UBYYE800"
2.25,"UBTTD420/WYY8370"
4.5,"UBTTD426ZL.0/2AHB60"
2.5,"UBTTD426ZL.0/8DTB18"
3,"UBTTD426ZL.0/ACYFB848"
2,"UBTTD426ZL.0/PEYFA119"
3,"UBTTD426ZL.0/PEYFB379"
2.5,"UBTTD426ZL.0/PEYYC439"
2,"UBTTD426ZL.0/UBFXC736"
3.5,"UBTTD426ZL.0/UBYXD730"
3,"UBTTD426ZL.0/UBYYD760"
2,"UBTTD426ZL.0/UBYYE190"
3,"UBTTD426ZL.0/UBYYF340"
2.5,"UBTTD426ZL.0/UBYYF511"
4.75,"UBTTD450/UBYYE359"
2.5,"UBTTD470/1SHB73"
2.25,"UBTTD470/WYY8370"
2.5,"UBTTD490/1YRB77ZS.0"
2,"UBTTD490/1ZDB84"
2,"UBTTD490/1ZRB84ZS.0"
2,"UBTTD490/2SHB03"
3.5,"UBTTD490/B7Y6Y842ZL.1"
2,"UBTTD490/UBYXG377"
2,"UBTTD490/WYY8370"
2,"UBTTD540/1SHB73"
2,"UBTTD540/1YHB35"
3,"UBTTD540/1ZDB84"
2.5,"UBTTD540/1ZRB84ZS.0"
2,"UBTTD540/2SHB03"
2.5,"UBTTD540/PEXXE236"
3,"UBTTD540/UBYXG377"
3.5,"UBTTD550/1ZRB84ZS.0"
2,"UBTTD550/2SHB03"
3,"UBTTD550/UBYXG377"
2.75,"UBTTD550/WYF6150"
2.5,"UBTTD560/UBYYD399"
2,"UBTTD560/UBYYE359"
2.5,"UBTTD560/UBYYE369"
2,"UBTTD577/WYY8370"
2,"UBTTD577ZL.1/WYY8370"
2,"UBTTD577ZL.2/WYY8370"
2.5,"UBTTD577ZL.3/WYY8370"
2,"UBTTD581/1EEB17"
2,"UBTTD581/2SHB03"
2,"UBTTD581/WYY8370"
5,"UBTTD591/PEFXD266"
3,"UBTTD601/2SHB03"
2,"UBTTD601/B7Y6Y842ZL.1"
2,"UBTTD601/WYF6091"
4,"UBTTD637/WYF6150"
3.5,"UBTTE009/1YHB35"
2,"UBTTE009/1ZRB84ZS.0"
3,"UBTTE009/2SHB03"
2,"UBTTE009/UBYXD596"
3,"UBTTE009/UBYXD786"
2,"UBTTE009/UBYXG377"
2,"UBTTE009/UBYYD570"
3,"UBTTE009/WYF6150ZL.1"
2.5,"UBTTE049/1ZDB84"
2,"UBTTE049/1ZRB84ZS.0"
2.5,"UBTTE049/2SHB03"
4,"UBTTE049/MTYYG121"
5.5,"UBTTE049/PEYFE158"
3,"UBTTE049/UBYXG377"
5,"UBTTE049/UBYYD810"
2.5,"UBTTE049/WYF6150ZL.1"
3,"UBTTE100ZL.0/2SHB03"
5,"UBTTE100ZL.0/PEFXD266"
2,"UBTTE100ZL.0/PEYFA119"
3,"UBTTE100ZL.0/PEYYC439"
3,"UBTTE100ZL.0/UBFXC736"
3.5,"UBTTE100ZL.0/UBYXD730"
3.8,"UBTTE100ZL.0/UBYYD760"
5.5,"UBTTE100ZL.0/UBYYE359"
4,"UBTTE100ZL.0/UBYYF340"
5,"UBTTE100ZL.0/UBYYF511"
3,"UBTTE120ZL.0/2SHB03"
3.5,"UBTTE120ZL.0/PEFXD266"
2,"UBTTE120ZL.0/PEYFA119"
2.5,"UBTTE120ZL.0/PEYXE036"
3,"UBTTE120ZL.0/PEYYC439"
2.5,"UBTTE120ZL.0/UBFXC736"
3.5,"UBTTE120ZL.0/UBYXD730"
3,"UBTTE120ZL.0/UBYXE419"
2.5,"UBTTE120ZL.0/UBYYD760"
4,"UBTTE120ZL.0/UBYYE190"
5,"UBTTE120ZL.0/UBYYE359"
4,"UBTTE120ZL.0/UBYYF340"
3.5,"UBTTE120ZL.0/UBYYF511"
2,"UBTTE140/UBYXD596"
2,"UBTTE150/UBYXG377"
2,"UBTTE159/1EEB17"
2,"UBTTE159/1EEB63"
2,"UBTTE159/1YHB35"
2,"UBTTE159/1YRB77ZS.0"
2.5,"UBTTE159/1ZDB84"
2.5,"UBTTE159/1ZRB84ZS.0"
2,"UBTTE159/2SHB03"
2.5,"UBTTE159/B7Y6Y842ZL.1"
2.5,"UBTTE159/PEYFB379"
2,"UBTTE159/UBYXG377"
2,"UBTTE179/1EEB17"
2,"UBTTE179/1EEB63"
2,"UBTTE179/1YRB77ZS.0"
2,"UBTTE179/1ZDB84"
2,"UBTTE179/1ZRB84ZS.0"
2,"UBTTE179/B7Y6Y842ZL.1"
1.5,"UBTTE179/PEYFB379"
2,"UBTTE179/UBYXG377"
2,"UBTTE179/UBYYD810"
2,"UBTTE280/1YHB35"
2,"UBTTE280/1ZRB84ZS.0"
2.25,"UBTTE280/2SHB03"
2.5,"UBTTE280/PEXXE236"
2,"UBTTE280/UBYXG377"
3.5,"UBTTE280/UBYYD570"
2,"UBTTE280/UBYYE430"
2.5,"UBTTE280/UBYYF340"
2,"UBTTE280/WYFC994"
2,"UBTTE330/1ZDB84"
2,"UBTTE330/2SHB03"
2.5,"UBTTE330/ACYXE958"
2.5,"UBTTE330/UBYXG377"
2.5,"UBTTE330/UBYYD790"
2.25,"UBTTE330/WYY8370"
2,"UBTTE370/1SHB73"
2,"UBTTE370/1YHB35"
2,"UBTTE370/1ZRB84ZS.0"
2.5,"UBTTE370/2SHB03"
2.5,"UBTTE370/MTYYG121"
2.5,"UBTTE370/PEXXE236"
2.5,"UBTTE370/UBYXG377"
2.5,"UBTTE370/UBYYD570"
2,"UBTTE380/UBYXE388"
2.5,"UBTTE380/UBYXG377"
2.5,"UBTTE410/1YRB77ZS.0"
3,"UBTTE410/1ZDB84"
3,"UBTTE410/1ZRB84ZS.0"
2,"UBTTE410/2SHB03"
2,"UBTTE410/4DEB01"
3,"UBTTE410/8DTB18"
3,"UBTTE410/B7Y6Y842ZL.1"
3.25,"UBTTE410/PEFXD266"
2,"UBTTE410/UBYXG377"
2,"UBTTE480/1SHB73"
2,"UBTTE480/MTYYE723"
2.5,"UBTTE480/UBYXD786"
2.5,"UBTTE480/UBYXG377"
2.5,"UBTTE480/WYY8370"
2,"UBTTE510/1SHB73"
2.5,"UBTTE510/1ZDB84"
3.5,"UBTTE510/2SHB03"
3.5,"UBTTE510/MTYYG121"
3,"UBTTE510/PEXXE236"
2,"UBTTE510/UBFXC736"
2.5,"UBTTE510/UBYXG377"
4,"UBTTE510/UBYYD399"
2,"UBTTE510/UBYYD570"
2.5,"UBTTE510/UBYYE349"
2.5,"UBTTE510/UBYYE359"
2,"UBTTE510/UBYYF350"
3,"UBTTE530/1YHB35"
3,"UBTTE530/UBYXD786"
2.5,"UBTTE530/UBYXE427"
4,"UBTTE530/UBYYD570"
2.5,"UBTTE580/UBYXE388"
6.5,"UBTTE590/ZYFG365"
3,"UBTTE610/1YHB35"
2.5,"UBTTE610/1ZRB84ZS.0"
2,"UBTTE610/2DEB00"
2.5,"UBTTE610/2SHB03"
3,"UBTTE610/ACYFE908"
2,"UBTTE610/PEXXE236"
2.5,"UBTTE610/PEYXD248"
2.5,"UBTTE610/UBYXD786"
2,"UBTTE610/UBYXE427"
3,"UBTTE610/UBYXG377"
3,"UBTTE610/UBYYD570"
2.5,"UBTTE610/UBYYD810"
2.5,"UBTTE610/UBYYF340"
2,"UBTTE610/WYFC994"
2,"UBTTE610/WYY8370"
2,"UBTTE620/1ZDB84"
2.5,"UBTTE620/1ZRB84ZS.0"
3.5,"UBTTE620/UBYXE388"
3,"UBTTE620/UBYXG377"
2.5,"UBTTE630/ACYFE908"
3,"UBTTE630/MTYYE723"
2.5,"UBTTE630/UBYXG377"
3,"UBTTE630/UBYYD790"
5.5,"UBTTE630/UBYYE770"
3,"UBTTE630/UBYYG780"
2.25,"UBTTE630/WYY8370"
3,"UBTTE631/1EEB17"
3,"UBTTE631/2SHB03"
4,"UBTTE631/B7Y6Y842"
6,"UBTTE641/PEFXD266"
