"nota","genotipo"
2.5,"1AEB02/WTP6741ZL.2"
2.5,"1AEB02/ZTU7026ZL.2"
2,"1EEB04/UBTTD400"
2,"1EEB04/UBTTD490"
2,"1EEB04/UBTTE410"
2,"1EEB04/UBTUD529"
2,"1EEB04/ZTU7013"
2,"1EEB04/ZTU7026ZL.2"
2,"1EEB17/4DEB01"
3,"1EEB17/B6T7T943ZS.2"
2.5,"1EEB17/B7T1C128ZS.1"
2,"1EEB17/PETTF126ZL.2"
2,"1EEB17/UBTTD400"
1.5,"1EEB17/WYY8370"
2,"1EEB23/ZTU7013"
3,"1EEB32/UBTTD400"
3,"1EEB32/UBTTD490"
4,"1EEB32/ZTU7013"
3,"1EEB52/UBTTD400"
3,"1EEB52/UBTTD490"
2,"1EEB52/UBTTE410"
2,"1EEB52/UBTUD529"
4,"1EEB52/ZTU7013"
2.5,"1EEB52/ZTU7026ZL.2"
2,"1EEB63/4DEB01"
4,"1EEB63/B6T7T943ZS.2"
2.5,"1EEB63/B7T1C128ZS.1"
2,"1EEB63/B7T7T812ZS.4"
2.5,"1EEB63/PETTF126ZL.2"
2,"1EEB63/UBTTD400"
2,"1EEB63/UBTTD490"
3,"1EEB63/UBTTE410"
2.5,"1EEB63/UBTUD529"
4,"1EEB63/UBTUE177ZL.2"
2.5,"1EEB63/WTP6741ZL.2"
3,"1EEB63/ZTU7013"
2.5,"1EEB72/UBTTD400"
2.5,"1EEB72/UBTTD490"
2,"1EEB72/UBTUD529"
3,"1EEB72/ZTU7013"
2,"1EEB88/UBTTD400"
2.5,"1EEB88/UBTTD490"
2,"1EEB88/UBTTE410"
2,"1EEB88/UBTUD529"
2,"1EEB88/ZTU7013"
2,"1EEB88/ZTU7026ZL.2"
2.5,"1FEB12/UBTTD400"
3,"1FEB12/ZTU7013"
2.33333333333333,"1FEB83/UBTTD400"
2,"1FEB83/UBTTD490"
2,"1FEB83/UBTTE410"
2,"1FEB83/UBTUD529"
2,"1FEB83/WYY8370"
2.33333333333333,"1FEB83/ZTU7013"
6,"1FTB72/UBTTD400"
3,"1FTB72/ZTU7013"
2.5,"1FTB73/UBTTD400"
2,"1FTB73/UBTTE410"
2,"1FTB73/ZTU7013"
3.5,"1GEB46/UBTTD400"
4,"1GEB46/ZTU7013"
2.5,"1PEB88/1ZRB84ZS.0"
2,"1PEB88/PETTF126ZL.2"
3,"1PEB88/UBTTD400"
3,"1PEB88/UBTTD490"
3.33333333333333,"1PEB88/UBTTG228ZL.0"
2.83333333333333,"1PEB88/UBTUE177ZL.2"
2.83333333333333,"1PEB88/UBTXF238ZL.0"
3,"1PEB88/WYY8370"
2.83333333333333,"1PEB88/ZTU7026ZL.2"
2,"1SHB73/2FEB29"
2,"1SHB73/4DEB01"
4,"1SHB73/UBTTD400"
2,"1SHB73/UBTTD490"
4,"1SHB73/UBTUD529"
2,"1SHB73/WYY8370"
3,"1SHB73/ZTU7013"
3,"1UEB29/UBTTD400"
3,"1UEB29/UBTUD529"
3,"1UEB29/ZTU7013"
2.5,"1YHB35/4DEB01"
3,"1YHB35/8DTB18"
3.66666666666667,"1YHB35/B6T7T943ZS.2"
2,"1YHB35/B7T7T812ZS.4"
2.5,"1YHB35/PETTF126ZL.2"
2,"1YHB35/UBTTD400"
3.5,"1YHB35/UBTTD490"
3,"1YHB35/UBTUD529"
2,"1YHB35/ZTU7026ZL.2"
2.5,"1YRB15/UBTTD490"
2.5,"1YRB15/UBTUD529"
2.5,"1YRB15ZS.0/UBTTD400"
2,"1YRB30/4DEB01"
2.66666666666667,"1YRB30/UBTTD400"
2.5,"1YRB30/UBTTD490"
2.83333333333333,"1YRB30/UBTUD529"
4,"1YRB30/ZTU7013"
2,"1YRB77ZS.0/WYY8370"
2,"1ZDB84/4DEB01"
2.83333333333333,"1ZDB84/B6T7T943ZS.2"
2.66666666666667,"1ZDB84/B7T7T812ZS.4"
2,"1ZDB84/WYY8370"
2.33333333333333,"1ZRB84ZS.0/DBJKK3166"
2.5,"1ZRB84ZS.0/DBJKK3175"
6,"2AHB11/UBTTD400"
5.5,"2AHB11/WTP6741ZL.2"
5,"2AHB11/ZTU7013"
3,"2AHB11/ZTU7026ZL.2"
2,"2AHB26ZS.0/1EEB17"
2.5,"2AHB26ZS.0/9DRB50"
2,"2AHB26ZS.0/ATTSS0018"
3,"2AHB26ZS.0/BBJKX1003"
3,"2AHB26ZS.0/CTI354"
4,"2AHB26ZS.0/CTJ23"
2,"2AHB26ZS.0/D1352"
2.5,"2AHB26ZS.0/DBJKK3166"
2.5,"2AHB26ZS.0/DBJKK3175"
2,"2AHB26ZS.0/DJJTT0859"
5,"2AHB26ZS.0/F1402"
3.16666666666667,"2AHB26ZS.0/PEFXD266"
2,"2AHB26ZS.0/PEUTE046"
5,"2AHB26ZS.0/SHJ07"
2,"2AHB26ZS.0/STT03"
2,"2AHB26ZS.0/TCJ26"
2,"2AHB26ZS.0/TST29"
2,"2AHB26ZS.0/TTI87"
2.5,"2AHB26ZS.0/UBTTE410"
3,"2AHB26ZS.0/XJH51"
2.83333333333333,"2AHB26ZS.0/ZTU7013"
4.16666666666667,"2AHB60/B7T1C128ZS.1"
4,"2AHB60/B7Y6Y842ZL.1"
3,"2AHB60/PETTF126ZL.2"
5,"2AHB60/UBTTG228ZL.0"
6,"2AHB60/UBTUE177ZL.2"
3,"2AHB60/UBTXF238ZL.0"
6,"2AHB60/WTP6741ZL.2"
2,"2AHB60/WYY8370"
2.83333333333333,"2BHB00ZS.0/CBJKW5072"
2,"2BHB01/ZTU7026ZL.2"
2,"2DEB00/UBTTD400"
2.16666666666667,"2DEB00/UBTTD490"
2.5,"2DEB00/UBTUD529"
3.33333333333333,"2DEB00/ZTU7013"
2.5,"2DEB00/ZTU7026ZL.2"
2.16666666666667,"2DEB06/ZTU7026ZL.2"
2.5,"2DEB09/1PEB88"
2,"2DEB09/8DTB18"
3.5,"2DEB09/B7Y6Y842ZL.1"
2,"2DEB35/4DEB01"
4.83333333333333,"2DEB35/D1352"
5,"2DEB35/UBTTD400"
2,"2DEB35/UBTTD490"
2,"2DEB35/UBTTE410"
3,"2DEB35/UBTUD529"
6,"2DEB35/ZTU7013"
3.83333333333333,"2DEB35ZL.3/DBJKK3166"
4,"2DEB35ZL.3/DBJKK3175"
3.5,"2DEB95/UBTTD400"
4,"2DEB95/ZTU7013"
5,"2FEB21/WTP6741ZL.2"
2,"2FEB29/1SHB73"
6.5,"2FEB29/UBTTD400"
4.5,"2FEB29/UBTUD529"
4,"2FEB29/WTP6741ZL.2"
3.83333333333333,"2FEB29/ZTU7013"
6,"2FEB55/B7T7T812ZS.4"
3,"2FEB55/UBTLD127"
5.5,"2FEB59/UBTTD400"
2,"2FEB59/WYY8370"
5,"2FEB59/ZTU7013"
3,"2GEB02/WTP6741ZL.2"
2.33333333333333,"2GEB02/ZTU7026ZL.2"
4,"2GEB86/WTP6741ZL.2"
3.5,"2GRB10/ZTU7013"
2,"2PHB97ZS.0/2SHB03"
2,"2SHB03/1EEB17"
2,"2SHB03/D8BB55"
2,"2SHB03/WYY8370"
3,"2ZRB29ZS.0/2SHB03"
2.83333333333333,"2ZRB29ZS.0/8DTB18"
2,"2ZRB29ZS.0/ATTSS0018"
6,"2ZRB29ZS.0/BBJKX1003"
3,"2ZRB29ZS.0/CTI354"
4,"2ZRB29ZS.0/CTJ23"
2,"2ZRB29ZS.0/D1352"
3,"2ZRB29ZS.0/DJJTT0859"
5,"2ZRB29ZS.0/PEUTE046"
2.875,"2ZRB29ZS.0/PEYOB268"
6,"2ZRB29ZS.0/SHJ07"
2,"2ZRB29ZS.0/STT03"
2,"2ZRB29ZS.0/TCJ26"
2,"2ZRB29ZS.0/TST29"
3,"2ZRB29ZS.0/TTI87"
6,"2ZRB29ZS.0/UBTTD400"
3.5,"2ZRB29ZS.0/UBTTE410"
3.16666666666667,"2ZRB29ZS.0/UBYXG377"
3.5,"2ZRB29ZS.0/WXFC164"
6,"2ZRB29ZS.0/XJH51"
4,"2ZRB92ZS.0/UBTTD400"
3,"2ZRB92ZS.0/ZTU7013"
3.66666666666667,"2ZTB20/UBTUE177ZL.2"
3,"4DEB01/1DRB96"
2,"4DEB01/1YRB77ZS.0"
2,"4DEB01/1ZRB84ZS.0"
2.5,"4DEB01/2SHB03"
2,"4DEB01/8DTB18"
2.5,"4DEB01/UBYXG377"
3,"4DEB01/ZTU7026ZL.2"
5,"8AHB14/WTP6741ZL.2"
3.16666666666667,"8AHB18/UBTTD400"
5,"8AHB18/WTP6741ZL.2"
3.5,"8AHB57/ZTU7013"
2.5,"8AHB64/WTP6741ZL.2"
2.5,"8AHB64ZS.0/UBYYD760"
2.66666666666667,"8AHB79/ZTU7026ZL.2"
2.33333333333333,"8AHB80ZS.0/DBJKK3166"
2.5,"8AHB80ZS.0/DBJKK3175"
2.42857142857143,"8AHB80ZS.0/UBYYD760"
3,"8BHB31/WTP6741WT.0"
3,"8CEB45/1ZRB84ZS.0"
2,"8CEB45/ZTU7013"
2.5,"8CEB45/ZTU7026ZL.2"
2.33333333333333,"8CEB46/1YRB77ZS.0"
3.16666666666667,"8CEB46/ZTU7026ZL.2"
2,"8CEB47/1YRB77ZS.0"
2.5,"8CEB47/ZTU7026ZL.2"
4,"8CEB54/WTP6741ZL.2"
2,"8CHB55/2DEB35"
3,"8DTB18/1ZRB84ZS.0"
2.5,"8DTB18/UBTXF238ZL.0"
3.16666666666667,"8DTB18/WTP6741ZL.2"
2,"8DTB18/WYY8370"
2.33333333333333,"8FTB43/1YRB77ZS.0"
2.5,"8FTB43/1ZRB84ZS.0"
3,"8FTB43/2AHB26ZS.0"
2.83333333333333,"8FTB43/2SHB03"
2.33333333333333,"8FTB43/4DEB01"
5,"8FTB43/WTP6741ZL.2"
2,"8FTB43/ZTU7026ZL.2"
2.5,"8FTB73/1ZRB84ZS.0"
2,"8FTB73/4DEB01"
4,"8FTB73/WTP6741ZL.2"
3.5,"8FTB73/ZTU7013"
2.5,"8FTB73/ZTU7026ZL.2"
2,"8FTB79/1YRB77ZS.0"
2.5,"8FTB79/1ZRB84ZS.0"
2.83333333333333,"8FTB79/UBTXF238ZL.0"
3,"8FTB79/ZTU7013"
2.33333333333333,"8FTB79/ZTU7026ZL.2"
2.83333333333333,"8GTB80/UBTTD400"
2,"8GTB80/ZTU7013"
2.5,"8XHB62/WTP6741ZL.2"
2.5,"8XHB86ZS.0/DBJKK3166"
3.5,"8XHB86ZS.0/DBJKK3175"
4,"ACFXB447/B6T7T943ZS.2"
2.5,"ACFY8888/ZTU7026ZL.2"
3,"ACFYC479/B6T7T943ZS.2"
4,"ACTTC187/8AHB80ZS.0"
5,"ACTTC377BB.0/8AHB80ZS.0"
3,"ACTTC488ZS.0/WYFD153"
2.66666666666667,"ACTTC538ZL.0/DBJKK3166"
3,"ACTTC538ZL.0/DBJKK3175"
3,"ACTTE628ZS.0/8XHB78"
4,"ACTTE628ZS.0/ACYFC487"
2.5,"ACXXB229/UBTTD400"
3.5,"ACYF9776/UBTTD400"
2.5,"ACYFA187/ZTU7026ZL.2"
7,"ACYFA287/B6T7T943ZS.2"
6,"ACYFB828/WTP6741WT.0"
2,"ACYFB838/B6T7T943ZS.2"
2.33333333333333,"ACYFB838/B7T1C128ZS.1"
3,"ACYFB838/B7T7T812ZS.4"
2,"ACYFB838/PETTF126ZL.2"
2,"ACYFB848/1YRB77ZS.0"
2.5,"ACYFB848/B7T1C128ZS.1"
2,"ACYFB848/B7Y6Y842ZL.1"
2,"ACYFB848/PETTF126ZL.2"
2,"ACYFB848/UBTTG228ZL.0"
2,"ACYFB848/ZTU7026ZL.2"
2,"ACYFB858/WTP6741ZL.2"
3.66666666666667,"ACYFC499/UBTTD400"
2.5,"ACYFC499/UBTTD490"
3.5,"ACYFC589/UBTTD490"
2,"ACYFD819/UBTTD400"
6,"ACYFD839/B6T7T943ZS.2"
2,"ACYFD839/WTP6741ZL.2"
5,"ACYFE908/B6T7T943ZS.2"
2.66666666666667,"ACYFE908/PETTF126ZL.2"
3,"ACYFE908/UBTTD400"
3,"ACYFE908/UBTTD490"
2.5,"ACYFE908/ZTU7026ZL.2"
2.5,"ACYXC247/ZTU7026ZL.2"
2.5,"ACYXE187/UBTTD400"
3,"ACYXE958/2FEB29"
4.5,"ACYXE958/2ZRB29ZS.0"
4,"ACYXE958/B6T7T943ZS.2"
2.5,"ACYXE958/B7T7T812ZS.4"
2.5,"ACYXE958/PETTF126ZL.2"
3,"ACYXE958/UBTTD490"
4.5,"ACYXE958/UBTTG228ZL.0"
3,"ACYXE958/UBTUE177ZL.2"
2,"ACYXE958/ZTU7026ZL.2"
2.5,"ACYYA996/PETTF126ZL.2"
2,"ACYYA996/ZTU7026ZL.2"
3,"ACYYD959/B6T7T943ZS.2"
3,"ACYYE978/WTP6741ZL.2"
7,"ACYYE998/B6T7T943ZS.2"
3.77777777777778,"AG8700PRO3"
3.27272727272727,"AG8700PRO4"
2.36111111111111,"AS1633PRO3"
2.54098360655738,"AS1820PRO3"
2.432,"AS1868PRO3"
2,"ATTSS0018/PETTF126ZL.2"
3,"ATTSS0018/UBTTG228ZL.0"
2.25,"B2401PWU"
4.05555555555556,"B2620PWU"
5,"B6T7T943ZS.2/1FTB72"
4.5,"B6T7T943ZS.2/9DRB50"
2.33333333333333,"B6T7T943ZS.2/ACYFB848"
3.75,"B6T7T943ZS.2/PEYXE036"
4.125,"B6T7T943ZS.2/UBYYD379"
5.25,"B6T7T943ZS.2/UBYYE109"
5,"B6T7T943ZS.2/WTP6741ZL.2/8CHB55"
3,"B6U6U617ZS.0/WYY8370"
5,"B6U6U617ZS.0/YYX7575"
3,"B6U6U617ZS.2/B6U6U617ZS.0/WYY8370"
5,"B6U6U617ZS.2/B6U6U617ZS.0/YYX7575"
3.16666666666667,"B7T1C128ZS.1/1ZDB84"
3.33333333333333,"B7T1C128ZS.1/2SHB03"
2,"B7T1C128ZS.1/B6T7T943ZS.2/ACYF9776/WYYB604"
6,"B7T1C128ZS.3/B7T1C128ZS.2/1YHB35"
5,"B7T1C128ZS.3/B7T1C128ZS.2/UBYYD399"
6,"B7T1C128ZS.4/B7T1C128ZS.2/1YHB35"
7,"B7T1C128ZS.4/B7T1C128ZS.2/UBYYD399"
7,"B7T1C128ZS.4/B7T1C128ZS.3/1YHB35"
6,"B7T1C128ZS.4/B7T1C128ZS.3/UBYYD399"
2,"B7T7T812ZS.4/B7T7T812ZS.3/WYF6091"
2,"B7T7T812ZS.4/B7T7T812ZS.3/WYY8370"
2.75,"B7T7T812ZS.4/PEYFA119"
3.625,"B7T7T812ZS.4/UBFXC736"
2,"B7T7T812ZS.4/WYF6091"
2,"B7T7T812ZS.4/WYY8370"
2,"B7T7T812ZS.5/B7T7T812ZS.3/WYF6091"
2,"B7T7T812ZS.5/B7T7T812ZS.3/WYY8370"
2,"B7T7T812ZS.5/B7T7T812ZS.4/WYF6091"
3,"B7T7T812ZS.5/B7T7T812ZS.4/WYY8370"
4,"B7Y6Y842ZL.1/8DTB18"
3,"B7Y6Y842ZL.1/9DRB50"
2.75,"B7Y6Y842ZL.1/UBTUE619"
2,"B7Y6Y842ZL.1/WYY8370"
4,"BBJKX1003/2SHB03"
2,"BBJKX1003/PETTF126ZL.2"
6,"BBJKX1003/UBTTG228ZL.0"
2.5,"CBJKW5072/2PHB97ZS.0"
4.16666666666667,"CBJKW5072/B6T7T943ZS.2"
2.83333333333333,"CBJKW5072/WTP6741ZL.2"
3.16666666666667,"CTI354/2SHB03"
3,"CTI354/8DTB18"
3,"CTI354/B7Y6Y842ZL.1"
2,"CTI354/PETTF126ZL.2"
4,"CTI354/UBTTG228ZL.0"
2.66666666666667,"CTJ23/2SHB03"
2,"CTJ23/8DTB18"
3,"CTJ23/B7Y6Y842ZL.1"
3,"CTJ23/PETTF126ZL.2"
3.83333333333333,"CTJ23/UBTTG228ZL.0"
3,"D1352/2SHB03"
5,"D1352/PETTF126ZL.2"
2,"D8BB29/WTP6741ZL.2"
3.30555555555556,"DKB255PRO3"
2.35897435897436,"DKB335PRO3"
3.40163934426229,"DKB360PRO3"
3.5,"DKB390PRO4"
6,"F1402/PETTF126ZL.2"
7,"F1402/UBTTG228ZL.0"
2,"F2EBC005-B-275/1PEB88"
3,"F2EBC005-B-275/1ZRB84ZS.0"
4,"F2EBC005-B-275/WTP6741ZL.2"
5,"F2EBC006-B-190/1PEB88"
4,"F2EBC006-B-190/1ZRB84ZS.0"
7,"F2EBC006-B-190/WTP6741ZL.2"
3,"F2EBC012-B-38/1PEB88"
2,"F2EBC012-B-38/1ZRB84ZS.0"
2,"F2EBC013-B-423/1PEB88"
2,"F2EBC013-B-423/1ZRB84ZS.0"
2,"F2EBC013-B-423/WTP6741ZL.2"
3,"F2EBC014-B-129/1ZRB84ZS.0"
3,"F2EBC014-B-129/8DTB18"
3,"F2EBC014-B-129/WTP6741ZL.2"
2,"F2EBC014-B-256/1PEB88"
2,"F2EBC014-B-256/1ZRB84ZS.0"
3,"F2EBC014-B-256/WTP6741ZL.2"
2,"F2EBC014-B-420/1PEB88"
2,"F2EBC014-B-420/1ZRB84ZS.0"
6,"F2EBC014-B-420/WTP6741ZL.2"
2,"F2EBC022-B-188/1PEB88"
2,"F2EBC022-B-188/1ZRB84ZS.0"
4,"F2EBC022-B-188/WTP6741ZL.2"
3,"F2EBC024-B-58/1ZRB84ZS.0"
3,"F2EBC024-B-58/WTP6741ZL.2"
2,"F2HBC001DH-11/1ZRB84ZS.0"
6,"F2HBC001DH-11/WTP6741ZL.2"
3,"F3EBC002-B-151/1PEB88"
2,"F4EBC002-B-368/1PEB88"
3,"F4EBC004-B-106/1ZRB84ZS.0"
6,"F4EBC004-B-106/WTP6741ZL.2"
5,"F4EBC004-B-68/1PEB88"
2,"F4EBC004-B-68/1ZRB84ZS.0"
4,"F4EBC004-B-68/WTP6741ZL.2"
3,"F8HBC001DH-76/1PEB88"
2,"F8HBC001DH-76/1ZRB84ZS.0"
3,"F8HBC001DH-76/4DEB01"
3,"F8HBC001DH-76/WTP6741ZL.2"
5.125,"K9606TG"
4.60714285714286,"K9606VIP3"
6,"LOFYD680/WTP6741ZL.2"
2,"LOFYD700/B6T7T943ZS.2"
4.66666666666667,"LOTTC076/F1402"
2.5,"LOTTC076ZL.1/1EEB17"
2.5,"LOTTC076ZL.1/1ZDB84"
2.5,"LOTTC076ZL.1/8DTB18"
2,"LOTTC076ZL.1/UBYYE359"
2,"LOTTC076ZL.1/UBYYE369"
2,"LOTTC136/UBYYD810"
3,"LOTTC136/UBYYE800"
2,"LOTTD256ZL.0/8XHB78"
2,"LOTTD266/8XHB78"
3,"LOTTD266ZL.2/1EEB17"
4,"LOTTD266ZL.2/1ZDB84"
3,"LOTTD266ZL.2/8DTB18"
5.5,"LOTTD266ZL.2/UBYYE359"
2.5,"LOTTD266ZL.2/UBYYE369"
3,"LOXFA016/UBTTD400"
3,"LOXFA016/UBTTD490"
2.5,"LOYFD070/WTP6741ZL.2"
2.5,"LOYFD070/ZTU7026ZL.2"
3.75,"MG580PWU"
3.25,"MG593PWU"
2.36111111111111,"MG652PWU"
2.5,"MTTTC278ZL.0/1YHB35"
3.5,"MTTTC278ZL.0/PEYXD248"
3.5,"MTTTC278ZL.0/UBYFE078"
2,"MTTTC278ZL.0/UBYXD786"
2.5,"MTTTC278ZL.0/UBYXE427"
2.5,"MTTTC278ZL.0/WYY8370"
5,"MTTTC278ZL.0/ZYFG365"
3.5,"MTXXE242/UBTTD400"
4,"MTXXE242/UBTUD529"
3.5,"MTXXE252/UBTTD400"
2,"MTYYE317/UBTTD400"
2.16666666666667,"MTYYE723/4DEB01"
2.5,"MTYYE723/UBTTD400"
2,"MTYYE723/UBTTD490"
2.5,"MTYYE723/UBTTE410"
2.66666666666667,"MTYYE723/UBTUD529"
2,"MTYYF788/4DEB01"
5,"MTYYF788/UBTTD400"
3.5,"MTYYF788/UBTTD490"
2.5,"MTYYG121/4DEB01"
3.5,"MTYYG121/UBTTD400"
2.5,"MTYYG121/UBTTD490"
3,"MTYYG121/UBTTE410"
3.16666666666667,"MTYYG121/UBTUD529"
4,"MTYYG188/UBTTD400"
3.5,"MTYYG188/UBTTD490"
3.11111111111111,"NK506VIP3"
2.66666666666667,"NK508"
2,"NK511VIP3"
4.2,"NK520VIP3"
4.46666666666667,"NS75VIP3"
3.33333333333333,"NS80VIP3"
