#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK,PSS:VSCIN
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFQ_MM,,UR271347633,2,2040,16,41,173,SY6222ZS.1,SY6222ZS.1,SY6222ZS.1,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SY6222ZS.1,65,,6736.53,3.43,25.38,,,25.38,19.65,72.10,19.65,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YFU_MM,,UR271354090,2,2040,16,41,146,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,SYB7381ZL.0,64,,8817.08,4.05,34.11,,,34.11,21.75,96.90,21.75,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112XX2_MM,,UR271375769,2,2040,16,41,146,B2612PWU,B2612PWU,B2612PWU,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,B2612PWU,63,,4115.71,3.44,14.15,,,14.15,11.95,40.20,11.95,,1,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YFM_MM,,UR271356745,2,2041,10,89,88,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,77,16,12764.05,8.26,45.70,,21,45.70,15.45,129.83,15.45,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YG9_MM,,UR271352630,2,2041,9,16,79,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,1,,SZD5031ZL.0,,10,12443.63,6.30,46.94,,,46.94,19.75,133.35,19.75,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YFM_MM,,UR271344681,2,2041,11,48,106,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,66,,,,29.36,,,,,,15.90,,9,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YEK_MM,,UR271374356,2,2041,10,57,115,SZE5130,NK508,NK508,,22WNBPEYG6I1,1.0000,4.0,,,,,,1,,,,,,,,,,,,,SZE5130,65,,9033.97,5.39,32.85,,,32.85,16.75,93.32,16.75,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YG9_MM,,UR271366370,2,2041,9,16,79,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6I1,3.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SZD5031ZL.0,69,11,12304.68,7.03,45.15,,16,45.15,17.50,128.27,17.50,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112XXK_MM,,UR271346085,2,2041,3,32,17,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,MG580PWU,49,,7818.75,4.71,28.38,,,28.38,16.60,80.63,16.60,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112XXS_MM,,UR271367006,2,2041,9,16,79,P3707VYH,P3707VYH,P3707VYH,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,P3707VYH PI,68,,10937.06,5.48,41.36,,,41.36,19.95,117.50,19.95,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YG5_MM,,UR271353862,2,2041,16,49,147,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SYE9059ZS.0,66,,,,35.94,,,,,,20.75,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112XXU_MM,,UR271346703,2,2041,9,16,79,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6I1,6.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,P3845VYHR,70,,9527.75,4.23,37.24,,,37.24,22.55,105.80,22.55,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YFE_MM,,UR271372308,2,2041,16,49,147,SXC997ZS.0,NS65VIP3,NS65VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SXC997ZS.0,64,,8877.85,4.48,33.51,,,33.51,19.80,95.20,19.80,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YG4_MM,,UR271366205,2,2041,9,48,79,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6I1,,2.0,,,,,2,2,,,,,,,,,,,,,SYC7510ZS.0,49,,8787.11,4.19,33.65,,,33.65,20.95,95.60,20.95,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFM_MM,,UR271344846,2,2041,11,72,92,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,1.0000,2.0,,,,,3,,,,,,,,,,,,,,SXD3249ZL.0,59,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YGE_MM,,UR271347632,2,2041,16,49,174,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SZF558WT.0,60,,6075.38,3.28,22.58,,,22.58,18.55,64.15,18.55,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YG5_MM,,UR271354089,2,2041,16,49,147,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,2.0000,,,SYE9059ZS.0,64,,8597.68,3.79,33.67,,,33.67,22.70,95.65,22.70,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112XWW_MM,,UR271375768,2,2041,16,49,147,AS1822PRO3,AS1822PRO3,AS1822PRO3,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,AS1822PRO3,59,,5534.16,5.57,18.60,,,18.60,9.93,52.84,9.93,,1,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YGB_MM,,UR271356744,2,2042,10,97,89,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,SZE6111TG.0,69,,11723.77,7.52,42.05,,,42.05,15.60,119.46,15.60,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YFV_MM,,UR271352629,2,2042,9,8,80,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SYC7131ZL.0,,9,12513.95,5.78,48.35,,,48.35,21.65,137.36,21.65,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112XX9_MM,,UR271344680,2,2042,11,40,107,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,DKB360PRO3,67,,10368.73,7.60,36.35,,,36.35,13.65,103.27,13.65,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112XWV_MM,,UR271374355,2,2042,10,65,116,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6I1,1.0000,2.0,,,,,,1,,,,,,,,,,,,,AS1820PRO3,60,,10186.54,6.61,36.45,,,36.45,15.40,103.55,15.40,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YF3_MM,,UR271366369,2,2042,9,8,80,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SX8394ZS.0,70,9,11649.41,6.49,42.98,,13,42.98,17.95,122.10,17.95,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YEQ_MM,,UR271346084,2,2042,3,24,18,NS50PRO2,NS50PRO2,NS50PRO2,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,NS50PRO2,70,,9785.14,6.19,35.18,,,35.18,15.80,99.94,15.80,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YFT_MM,,UR271367005,2,2042,9,8,80,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SYB7361ZL.0,68,,11067.87,5.98,41.11,,,41.11,18.50,116.79,18.50,,5,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112XXA_MM,,UR271353861,2,2042,16,57,148,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,DKB390PRO4,64,,,,33.96,,,,,,18.65,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YGH_MM,,UR271346702,2,2042,9,8,80,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SZF6101ZL.0,68,,8766.40,4.12,33.72,,,33.72,21.30,95.80,21.30,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YFQ_MM,,UR271372307,2,2042,16,57,148,SY6222ZS.1,SY6222ZS.1,SY6222ZS.1,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,2.0000,,,SY6222ZS.1,58,,8252.96,4.30,30.92,,,30.92,19.20,87.84,19.20,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YFP_MM,,UR271366204,2,2042,9,40,80,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6I1,2.0000,2.0,,,,,,1,,,,,,,,,,4.0000,,,SXF258WT.0,41,,7921.37,3.84,30.22,,,30.22,20.65,85.85,20.65,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YFZ_MM,,UR271344845,2,2042,11,64,93,SYC7221ZL.0,SYC7221ZL.0,SYC7221ZL.0,,22WNBPEYG6I1,1.0000,3.0,,,,,4,,,,,,,,,,,,,,SYC7221ZL.0,67,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFU_MM,,UR271347631,2,2042,16,57,175,SYB7381ZL.0,SYB7381ZL.0,SYB7381ZL.0,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SYB7381ZL.0,63,,7093.34,4.34,25.67,,,25.67,16.35,72.93,16.35,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YGA_MM,,UR271354088,2,2042,16,57,148,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,1.0000,,,SZD5211ZL.0,52,,7372.07,3.03,29.50,,,29.50,24.35,83.81,24.35,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YGE_MM,,UR271375767,2,2042,16,57,148,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZF558WT.0,63,,2864.87,2.73,9.69,,,9.69,10.50,27.53,10.50,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YFC_MM,,UR271356743,2,2043,10,105,90,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,68,,12187.94,7.97,43.56,,,43.56,15.30,123.75,15.30,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YFC_MM,,UR271352628,2,2043,10,1,81,SXC2320VIP3,NK503VIP3,NK503VIP3,,22WNBPEYG6I1,,2.0,,,,,,,,,,,,,,,,,,,SXC2320ZS.0,,11,12725.54,5.96,48.98,,,48.98,21.35,139.15,21.35,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YGH_MM,,UR271344679,2,2043,12,33,108,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,SZF6101ZL.0,68,,11676.54,7.30,42.08,,,42.08,16.00,119.55,16.00,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112YFT_MM,,UR271374354,2,2043,10,73,117,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6I1,1.0000,4.0,,,,,,1,,,,,,,,,,,,,SYB7361ZL.0,66,,8701.10,5.60,31.19,,,31.19,15.55,88.61,15.55,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112YFZ_MM,,UR271366368,2,2043,10,1,81,SYC7221ZL.0,SYC7221ZL.0,SYC7221ZL.0,,22WNBPEYG6I1,3.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SYC7221ZL.0,67,11,12669.07,7.16,46.60,,17,46.60,17.70,132.39,17.70,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YG5_MM,,UR271346083,2,2043,15,8,140,SYE9059ZS.0,NK525VIP3,NK525VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SYE9059ZS.0,59,,9526.98,5.56,34.81,,,34.81,17.15,98.89,17.15,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112YEY_MM,,UR271367004,2,2043,10,1,81,SX7005ZS.0,NK505VIP3,NK505VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SX7005ZS.0,72,,11693.51,5.58,44.78,,,44.78,20.95,127.22,20.95,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YFQ_MM,,UR271353860,2,2043,16,65,149,SY6222ZS.1,SY6222ZS.1,SY6222ZS.1,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SY6222ZS.1,63,,,,34.55,,,,,,20.45,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YFX_MM,,UR271346701,2,2043,10,1,81,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6I1,4.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,SYC7161ZL.0,65,,10519.81,4.45,41.71,,,41.71,23.65,118.49,23.65,,5,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YGE_MM,,UR271372306,2,2043,16,65,149,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,SZF558WT.0,60,,7489.69,3.86,28.13,,,28.13,19.40,79.91,19.40,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YEP_MM,,UR271366203,2,2043,10,33,81,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,2.0,,,,,,3,,,,,,,,,,,,,SX6665ZS.0,49,,,,28.02,,,28.02,19.00,,19.00,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YGA_MM,,UR271344844,2,2043,15,8,143,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6I1,1.0000,3.0,,,,,2,,,,,,,,,,,,,,SZD5211ZL.0,63,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112YFE_MM,,UR271347630,2,2043,16,65,176,SXC997ZS.0,NS65VIP3,NS65VIP3,,22WNBPEYG6I1,1.0000,,,,,,,,,,,,,,,,,,,,SXC997ZS.0,63,,6373.51,3.95,23.01,,,23.01,16.15,65.37,16.15,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112XX2_MM,,UR271354087,2,2043,16,65,149,B2612PWU,B2612PWU,B2612PWU,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,1.0000,,,B2612PWU,53,,8895.21,4.81,33.04,,,33.04,18.50,93.86,18.50,,1,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112XXG_MM,,UR271375766,2,2043,16,65,149,K9606VIP3,K9606VIP3,K9606VIP3,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,K9606VIP3,60,,4559.60,4.02,15.57,,,15.57,11.35,44.23,11.35,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112XXU_MM,,UR271356742,2,2044,11,112,91,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,P3845VYHR,69,,13824.06,9.40,49.06,,,49.06,14.70,139.38,14.70,,1,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112YFJ_MM,,UR271352627,2,2044,10,9,82,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6I1,3.0000,5.0,,,,,,,,,,,,,,,,,,,SXD2621ZL.0,,9,11687.01,5.45,45.04,,,45.04,21.45,127.95,21.45,,1,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YEK_MM,,UR271344678,2,2044,12,41,109,SZE5130,NK508,NK508,,22WNBPEYG6I1,,6.0,,,,,,,,,,,,,,,,,,,SZE5130,67,,10919.41,7.35,38.82,,,38.82,14.85,110.28,14.85,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
,BRTR BL12,22WNBPEYG6I1BL12,BL12,6I1,21ALL112XWR_MM,,UR271374353,2,2044,11,80,118,AG8700PRO4,AG8700PRO4,AG8700PRO4,,22WNBPEYG6I1,1.0000,1.0,,,,,,1,,,,,,,,,,,,,AG8700PRO4,65,,8423.76,6.08,29.60,,,29.60,13.85,84.09,13.85,,1,,,,,,,,,9,-56.14570000,-13.31910000,,
,BRTR BL15,22WNBPEYG6I1BL15,BL15,6I1,21ALL112XWV_MM,,UR271366367,2,2044,10,9,82,AS1820PRO3,AS1820PRO3,AS1820PRO3,,22WNBPEYG6I1,2.0000,2.0,,,,,,,,,,,,,,,,1.0000,,,AS1820PRO3,68,6,11379.77,6.79,41.38,,8,41.38,16.75,117.56,16.75,,1,,,,,,,,,9,-56.19940000,-12.85330000,,
,BRTR BL16,22WNBPEYG6I1BL16,BL16,6I1,21ALL112YGE_MM,,UR271346082,2,2044,16,1,141,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,SZF558WT.0,60,,8382.24,4.82,30.72,,,30.72,17.40,87.27,17.40,,1,,,,,,,,,9,-55.92769000,-13.23565000,,
,BRTR BL18,22WNBPEYG6I1BL18,BL18,6I1,21ALL112XWN_MM,,UR271367003,2,2044,10,9,82,P3898,P3898,P3898,,22WNBPEYG6I1,2.0000,,,,,,,,,,,,,,,,,,,,P3898,61,,10392.95,5.28,39.18,,,39.18,19.70,111.31,19.70,,1,,,,,,,,,9,-58.51884000,-13.59584000,,
,BRTR BL20,22WNBPEYG6I1BL20,BL20,6I1,21ALL112YGF_MM,,UR271353859,2,2044,16,73,150,SZF558ZL.0,NS91VIP3,NS91VIP3,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SZF558ZL.0,57,,,,35.55,,,,,,20.65,,1,,,,,,,,,9,-59.27241000,-13.73068000,,
,BRTR BL21,22WNBPEYG6I1BL21,BL21,6I1,21ALL112YFW_MM,,UR271346700,2,2044,10,9,82,SYC7161WT.0,SYC7161WT.0,SYC7161WT.0,,22WNBPEYG6I1,3.0000,1.0,,,,,,,,,,,,,,,,1.0000,,,SYC7161WT.0,68,,8764.61,3.74,34.66,,,34.66,23.45,98.47,23.45,,1,,,,,,,,,9,-57.99279000,-13.17798000,,
,BRTR BL25,22WNBPEYG6I1BL25,BL25,6I1,21ALL112YFH_MM,,UR271372305,2,2044,16,73,150,SXD228ZS.0,NK520VIP3,NK520VIP3,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,,,,SXD228ZS.0,61,,8080.36,3.73,31.22,,,31.22,21.65,88.69,21.65,,1,,,,,,,,,9,-58.08683000,-12.80349000,,
,BRTR BL28,22WNBPEYG6I1BL28,BL28,6I1,21ALL112YFM_MM,,UR271366202,2,2044,10,41,82,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNBPEYG6I1,,2.0,,,,,,3,,,,,,,,,,,,,SXD3249ZL.0,58,,7634.78,3.72,29.09,,,29.09,20.55,82.64,20.55,,1,,,,,,,,,9,-55.17203000,-15.33561000,,
,BRTR BL32,22WNBPEYG6I1BL32,BL32,6I1,21ALL112YGE_MM,,UR271344843,2,2044,16,1,144,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,1.0000,1.0,,,,,2,,,,,,,,,,,,,,SZF558WT.0,64,,,,,,,,,,,,,,,,,,,,,9,-55.40972000,-15.87111000,,
,BRTR BL39,22WNBPEYG6I1BL39,BL39,6I1,21ALL112XXA_MM,,UR271347629,2,2044,16,73,177,DKB390PRO4,DKB390PRO4,DKB390PRO4,,22WNBPEYG6I1,5.0000,,,,,,,,,,,,,,,,,,,,DKB390PRO4,66,,6155.99,3.27,22.95,,,22.95,18.80,65.20,18.80,,5,,,,,,,,,9,-52.17083000,-13.60493000,,
,BRTR BL40,22WNBPEYG6I1BL40,BL40,6I1,21ALL112YGE_MM,,UR271354086,2,2044,16,73,150,SZF558WT.0,NS91VIP2,NS91VIP2,,22WNBPEYG6I1,4.0000,,,,,,,,,,,,,,,,,1.0000,,,SZF558WT.0,66,,7363.11,3.22,28.91,,,28.91,22.90,82.13,22.90,,5,,,,,,,,,9,-51.75430000,-12.42000000,,
,BRTR BL48,22WNBPEYG6I1BL48,BL48,6I1,21ALL112YGA_MM,,UR271375765,2,2044,16,73,150,SZD5211ZL.0,SZD5211ZL.0,SZD5211ZL.0,,22WNBPEYG6I1,3.0000,,,,,,,,,,,,,,,,,,,,SZD5211ZL.0,60,,4138.97,3.46,14.23,,,14.23,11.95,40.43,11.95,,5,,,,,,,,,9,-52.21480000,-12.64750000,,
,BRTR BL01,22WNBPEYG6I1BL01,BL01,6I1,21ALL112YFP_MM,,UR271356741,2,2045,11,104,92,SXF258WT.0,NS95VIP2,NS95VIP2,,22WNBPEYG6I1,,5.0,,,,,,,,,,,,,,,,,,,SXF258WT.0,65,,,,34.85,,,,,,16.90,,9,,,,,,,,,9,-55.50362000,-11.69889000,,
,BRTR BL06,22WNBPEYG6I1BL06,BL06,6I1,21ALL112XXU_MM,,UR271352626,2,2045,10,17,83,P3845VYHR,P3845VYHR,P3845VYHR,,22WNBPEYG6I1,,3.0,,,,,,,,,,,,,,,,,,,P3845VYHR,,9,12137.59,5.78,46.51,,,46.51,21.00,132.13,21.00,,5,,,,,,,,,9,-55.84350000,-12.81547000,,
,BRTR BL10,22WNBPEYG6I1BL10,BL10,6I1,21ALL112YEP_MM,,UR271344677,2,2045,12,49,110,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6I1,,4.0,,,,,,,,,,,,,,,,,,,SX6665ZS.0,,,,,31.16,,,31.16,14.30,,14.30,,1,,,,,,,,,9,-55.94174000,-12.98987000,,
