#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,VCRD,HCRD,Location Name,PLACD,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:GRLSR,PSS:SCBLR,PSS:NOTET
,22WNUBYG501BU03,UR271825713,B6T7T943ZS.2/UBYYE369,SZE6192ZL.0,2,2041,14,53,BRTR BU03 Costa Rica I,03F02,2,3,,2,,
,22WNUBYG501BU03,UR271825712,ZTU7026ZL.2/WYF6091,,2,2042,14,57,BRTR BU03 Costa Rica I,03F02,3,2,,4,,
,22WNUBYG501BU03,UR271825711,SXC2241ZL.0,SXC2241ZL.0 B6T7T943ZS.2/ACYFB848,2,2043,14,61,BRTR BU03 Costa Rica I,03F02,2,2,,3,,
,22WNUBYG501BU03,UR271825710,DKB360PRO3,DKB360PRO3,2,2044,14,65,BRTR BU03 Costa Rica I,03F02,2,4,,3,,
,22WNUBYG501BU03,UR271825709,WTP6741ZL.2/UBYYF340,SZD5382ZL.0,2,2045,14,69,BRTR BU03 Costa Rica I,03F02,3,7,,5,,
,22WNUBYG501BU03,UR271825708,DKB255PRO3,DKB255PRO3,2,2046,14,73,BRTR BU03 Costa Rica I,03F02,3,4,,2,,
,22WNUBYG501BU03,UR271825707,ZTU7026ZL.2/ACYFB838,SZC5252ZL.0,2,2047,14,77,BRTR BU03 Costa Rica I,03F02,2,2,,3,,
,22WNUBYG501BU03,UR271825706,B6T7T943ZS.2/UBYYD379,SZC5132ZL.0,2,2048,14,81,BRTR BU03 Costa Rica I,03F02,3,5,,3,,
,22WNUBYG501BU03,UR271825705,MG652PWU,MG652PWU,2,2049,14,85,BRTR BU03 Costa Rica I,03F02,4,3,,4,,
,22WNUBYG501BU03,UR271825704,ZTU7026ZL.2/8DTB18,SZC5232ZL.0,2,2050,15,85,BRTR BU03 Costa Rica I,03F02,2,2,,6,,
,22WNUBYG501BU03,UR271825703,SYN555 VIP3,NK555VIP3,2,2051,15,81,BRTR BU03 Costa Rica I,03F02,2,2,,4,,
,22WNUBYG501BU03,UR271825702,AS1633PRO3,AS1633PRO3,2,2052,15,77,BRTR BU03 Costa Rica I,03F02,3,2,,3,,
,22WNUBYG501BU03,UR271825701,WTP6741ZL.2/UBYYE349,SZF6212ZL.0,2,2053,15,73,BRTR BU03 Costa Rica I,03F02,2,3,,3,,
,22WNUBYG501BU03,UR271825700,WTP6741ZL.2/PEYFB129,SZC5172ZL.0,2,2054,15,69,BRTR BU03 Costa Rica I,03F02,2,3,,6,,
,22WNUBYG501BU03,UR271825699,SXC1531WT.0,SXC1531WT.0,2,2055,15,65,BRTR BU03 Costa Rica I,03F02,4,3,,4,,
,22WNUBYG501BU03,UR271825698,B2401PWU,B2401PWU,2,2056,15,61,BRTR BU03 Costa Rica I,03F02,3,2,,2,,
,22WNUBYG501BU03,UR271825697,2ZRB29ZS.0/PEYOB268,SZC5102ZL.0,2,2057,15,57,BRTR BU03 Costa Rica I,03F02,4,4,,5,,
,22WNUBYG501BU03,UR271825696,WTP6741ZL.2/1ZDB84,SZD6202ZL.0,2,2058,15,53,BRTR BU03 Costa Rica I,03F02,2,6,,3,,
,22WNUBYG501BU03,UR271825695,ZTU7026ZL.2/UBYFF378,SZC5272ZL.0,2,2059,15,49,BRTR BU03 Costa Rica I,03F02,3,3,,3,,
,22WNUBYG501BU03,UR271825694,PETTF126ZL.2/UBYXE329,SZE5412ZL.0,2,2060,16,49,BRTR BU03 Costa Rica I,03F02,3,3,,5,,
,22WNUBYG501BU03,UR271825693,AS1820PRO3,AS1820PRO3,2,2061,16,53,BRTR BU03 Costa Rica I,03F02,2,3,,2,,
,22WNUBYG501BU03,UR271825692,ZTU7026ZL.2/PEYFC319,SZC5262ZL.0,2,2062,16,57,BRTR BU03 Costa Rica I,03F02,2,2,,3,,
,22WNUBYG501BU03,UR271825691,ZTU7026ZL.2/2SHB03,SZC5222ZL.0,2,2063,16,61,BRTR BU03 Costa Rica I,03F02,2,2,,3,,
,22WNUBYG501BU03,UR271825690,ZTU7026ZL.2/1EEB63,SZE6102ZL.0,2,2064,16,65,BRTR BU03 Costa Rica I,03F02,2,2,,4,,
,22WNUBYG501BU03,UR271825689,PETUF438ZL.1/1EEB17,SZE6172ZL.0,2,2065,16,69,BRTR BU03 Costa Rica I,03F02,2,3,,4,,
,22WNUBYG501BU03,UR271825688,DKB335PRO3,DKB335PRO3,2,2066,16,73,BRTR BU03 Costa Rica I,03F02,2,2,,2,,
,22WNUBYG501BU03,UR271825687,MG580PWU,MG580PWU,2,2067,16,77,BRTR BU03 Costa Rica I,03F02,5,4,,3,,
,22WNUBYG501BU03,UR271825686,ZTU7026ZL.2/UBYYD760,SZC5302ZL.0,2,2068,16,81,BRTR BU03 Costa Rica I,03F02,3,4,,5,,
,22WNUBYG501BU03,UR271825685,B7Y6Y842ZL.1/8DTB18,SZC5122ZL.0,2,2069,16,85,BRTR BU03 Costa Rica I,03F02,3,4,,4,,
,22WNUBYG501BU03,UR271825684,P3707VYH,P3707VYH,2,2070,17,85,BRTR BU03 Costa Rica I,03F02,2,3,,3,,
,22WNUBYG501BU03,UR271825683,AS1868PRO3,AS1868PRO3,2,2071,17,81,BRTR BU03 Costa Rica I,03F02,3,3,,3,,
,22WNUBYG501BU03,UR271825682,WTP6741ZL.2/UBYXD730,SZD5342ZL.0,2,2072,17,77,BRTR BU03 Costa Rica I,03F02,2,5,,6,,
,22WNUBYG501BU03,UR271825681,WTP6741ZL.2/D8BB55,,2,2073,17,73,BRTR BU03 Costa Rica I,03F02,3,3,,4,,
,22WNUBYG501BU03,UR271825680,B7T1C128ZS.1/1YHB35,SZD6132ZL.0,2,2074,17,69,BRTR BU03 Costa Rica I,03F02,2,6,,5,,
,22WNUBYG501BU03,UR271825679,2ZRB29ZS.0/WXFC164,SZC5112ZL.0,2,2075,17,65,BRTR BU03 Costa Rica I,03F02,3,4,,2,,
,22WNUBYG501BU03,UR271825678,ZTU7026ZL.2/9DRB50,SZC5242ZL.0,2,2076,17,61,BRTR BU03 Costa Rica I,03F02,3,4,,4,,
,22WNUBYG501BU03,UR271825677,ZTU7026ZL.2/1FTB72,,2,2077,17,57,BRTR BU03 Costa Rica I,03F02,3,3,,5,,
,22WNUBYG501BU03,UR271825676,PETTF126ZL.2/UBYYD850,SZD5332ZL.0,2,2078,17,53,BRTR BU03 Costa Rica I,03F02,3,4,,4,,
,22WNUBYG501BU03,UR271825675,PETTF126ZL.2/UBYYD337,SZD5322ZL.0,2,2079,17,49,BRTR BU03 Costa Rica I,03F02,3,3,,3,,
,22WNUBYG501BU03,UR271825674,SXD2621WT.0,SXD2621WT.0,2,2080,18,49,BRTR BU03 Costa Rica I,03F02,2,5,,2,,
,22WNUBYG501BU03,UR271825673,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,2,2081,18,53,BRTR BU03 Costa Rica I,03F02,3,5,,3,,
,21SUBPADISENBU07,UR271245049,AG8700PRO3,AG8700PRO3,1,1001,1,41,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,21SUBPADISENBU07,UR271245048,30A37PWU,30A37PWU,1,1002,1,45,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,21SUBPADISENBU07,UR271245047,SX5885ZS.0,NK488VIP3,1,1003,1,49,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,21SUBPADISENBU07,UR271245046,MG580PWU,MG580PWU,1,1004,1,53,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,21SUBPADISENBU07,UR271245045,FORMULAWT.0,FORMULAVIP2,1,1005,1,57,BRTR BU07 Chapadao do Sul II,07F01,8,,,,,
,21SUBPADISENBU07,UR271245044,P30F53VYHR,P30F53VYHR,1,1006,1,61,BRTR BU07 Chapadao do Sul II,07F01,8,,,,,
,21SUBPADISENBU07,UR271245043,SX7331ZS.2,SUPREMOVIP3,1,1007,1,65,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEOB9K3BU07,UR271785697,SZE5130,SZE5130,1,1001,1,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEOB9K3BU07,UR271785696,P3898,P3898,1,1002,1,5,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEOB9K3BU07,UR271785695,SZF5459ZL.0,NK511VIP3,1,1003,1,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEOB9K3BU07,UR271785694,AS1868PRO3,AS1868PRO3,1,1004,1,13,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEOB9K3BU07,UR271785693,SW8015ZL.0,NS88VIP3,1,1005,1,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEOB9K3BU07,UR271785692,SXF258WT.0,NS95VIP2,1,1006,1,21,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEOB9K3BU07,UR271785691,SXD3249ZL.0,NS75VIP3,1,1007,1,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEOB9K3BU07,UR271785690,SZF558ZL.0,SZF558ZL.0,1,1008,1,29,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEOB9K3BU07,UR271785689,DKB335PRO3,DKB335PRO3,1,1009,1,33,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEOB9K3BU07,UR271785688,SXD228ZS.0,NK520VIP3,1,1010,1,37,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706410,SXC2251TG.0,SXC2251TG.0,1,0001,2,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706409,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,1,0002,2,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706408,B2401PWU,B2401PWU,1,0003,2,17,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,considerar linhascda direita
,22WNBPEYG6K1BU07,UR271706407,MG580PWU,MG580PWU,1,0004,2,25,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706406,DKB255PRO3,DKB255PRO3,1,0005,2,33,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706405,B2620PWU,B2620PWU,1,0006,3,33,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706404,SZC4141ZL.0,SZC4141ZL.0,1,0007,3,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706403,SYC7131ZL.0,SYC7131ZL.0,1,0008,3,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706402,SZF6101ZL.0,SZF6101ZL.0,1,0009,3,9,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706401,SZD5031ZL.0,SZD5031ZL.0,1,0010,3,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706400,SZE6111ZL.0,SZE6111ZL.0,1,0011,4,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706399,SZE6111TG.0,SZE6111TG.0,1,0012,4,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706398,SZF6101WT.0,SZF6101WT.0,1,0013,4,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706397,SXC2320VIP3,SXC2320ZS.0 B6T7T943ZS.2\1YHB35,1,0014,4,25,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706396,SYC7510ZS.0,NK506VIP3,1,0015,4,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706395,SXF258WT.0,NS95VIP2,1,0016,5,33,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706394,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,1,0017,5,25,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706393,SYC7441ZL.0,SYC7441ZL.0,1,0018,5,17,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706392,SYN555 VIP3,NK555VIP3,1,0019,5,9,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706391,SYN555 VIP3,NK555VIP3,1,0020,5,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706390,SZF5459ZL.0,NK511VIP3,1,0021,6,1,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706389,SZE5130,SZE5130,1,0022,6,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706388,SW8015ZL.0,NS88VIP3,1,0023,6,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706387,SXD3249ZL.0,NS75VIP3,1,0024,6,25,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706386,AG8700PRO3,AG8700PRO3,1,0025,6,33,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706385,P3707VYH,P3707VYH,1,0026,7,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706384,DKB360PRO3,DKB360PRO3,1,0027,7,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706383,AS1820PRO3,AS1820PRO3,1,0028,7,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706382,AS1868PRO3,AS1868PRO3,1,0029,7,9,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706381,P3898,P3898,1,0030,7,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706380,P3845VYHR,P3845VYHR,1,0031,8,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706379,P3889RR,P3889RR,1,0032,8,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706378,MG593PWU,MG593PWU,1,0033,8,17,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,considerar linhas da direira
,22WNBPEYG6K1BU07,UR271706377,SZD5211ZL.0,SZD5211ZL.0,1,0034,8,25,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706376,SZF558ZL.0,SZF558ZL.0,1,0035,8,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706375,SYN7205ZS.0,STATUSVIP3,1,0036,9,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706374,SXD228ZS.0,NK520VIP3,1,0037,9,25,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706373,NS90PRO2,NS90PRO2,1,0038,9,17,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706372,SXD218ZS.0,NS80VIP3,1,0039,9,9,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706371,SZF558WT.0,NS91VIP2,1,0040,9,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706370,MG652PWU,MG652PWU,1,0041,10,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706369,AS1633PRO3,AS1633PRO3,1,0042,10,9,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706368,DKB335PRO3,DKB335PRO3,1,0043,10,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706367,K9606VIP3,K9606VIP3,1,0044,10,25,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706366,P3858PWU,P3858PWU,1,0045,10,33,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706365,SZF558ZL.0,SZF558ZL.0,2,0046,11,33,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706364,K9606VIP3,K9606VIP3,2,0047,11,25,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706363,MG652PWU,MG652PWU,2,0048,11,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706362,DKB335PRO3,DKB335PRO3,2,0049,11,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706361,SZF558WT.0,NS91VIP2,2,0050,11,1,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706360,SZD5211ZL.0,SZD5211ZL.0,2,0051,12,1,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706359,NS90PRO2,NS90PRO2,2,0052,12,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706358,SXD218ZS.0,NS80VIP3,2,0053,12,17,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706357,AS1633PRO3,AS1633PRO3,2,0054,12,25,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706356,SYN7205ZS.0,STATUSVIP3,2,0055,12,33,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706355,P3858PWU,P3858PWU,2,0056,13,33,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706354,SXD228ZS.0,NK520VIP3,2,0057,13,25,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706353,P3889RR,P3889RR,2,0058,13,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706352,AS1868PRO3,AS1868PRO3,2,0059,13,9,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706351,SZD5031ZL.0,SZD5031ZL.0,2,0060,13,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706350,SZE6111ZL.0,SZE6111ZL.0,2,0061,14,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706349,AS1820PRO3,AS1820PRO3,2,0062,14,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706348,SYC7441ZL.0,SYC7441ZL.0,2,0063,14,17,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,considerar linhsscda direita
,22WNBPEYG6K1BU07,UR271706347,P3898,P3898,2,0064,14,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706346,SZF5459ZL.0,NK511VIP3,2,0065,14,33,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706345,SW8015ZL.0,NS88VIP3,2,0066,15,33,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706344,DKB360PRO3,DKB360PRO3,2,0067,15,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706343,SYN555 VIP3,NK555VIP3,2,0068,15,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhascda direita
,22WNBPEYG6K1BU07,UR271706342,SZE5130,SZE5130,2,0069,15,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706341,SYC7510ZS.0,NK506VIP3,2,0070,15,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706340,SYC7131ZL.0,SYC7131ZL.0,2,0071,16,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706339,SZC4141ZL.0,SZC4141ZL.0,2,0072,16,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706338,SZF6101WT.0,SZF6101WT.0,2,0073,16,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706337,P3707VYH,P3707VYH,2,0074,16,25,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706336,SZF6101ZL.0,SZF6101ZL.0,2,0075,16,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706335,SXF258WT.0,NS95VIP2,2,0076,17,33,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706334,MG593PWU,MG593PWU,2,0077,17,25,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706333,SXD3249ZL.0,NS75VIP3,2,0078,17,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,considerar linhas da direira
,22WNBPEYG6K1BU07,UR271706332,SYN555 VIP3,NK555VIP3,2,0079,17,9,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706331,AG8700PRO3,AG8700PRO3,2,0080,17,1,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706330,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,2,0081,18,1,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706329,SXC2320VIP3,SXC2320ZS.0 B6T7T943ZS.2\1YHB35,2,0082,18,9,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706328,P3845VYHR,P3845VYHR,2,0083,18,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706327,SZE6111TG.0,SZE6111TG.0,2,0084,18,25,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706326,B2401PWU,B2401PWU,2,0085,18,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706325,MG580PWU,MG580PWU,2,0086,19,33,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706324,DKB255PRO3,DKB255PRO3,2,0087,19,25,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706323,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,2,0088,19,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhascda direita
,22WNBPEYG6K1BU07,UR271706322,SXC2251TG.0,SXC2251TG.0,2,0089,19,9,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706321,B2620PWU,B2620PWU,2,0090,19,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706320,SZE6111ZL.0,SZE6111ZL.0,3,0091,20,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706319,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,3,0092,20,9,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706318,SZF6101WT.0,SZF6101WT.0,3,0093,20,17,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706317,AS1868PRO3,AS1868PRO3,3,0094,20,25,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706316,SYC7441ZL.0,SYC7441ZL.0,3,0095,20,33,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706315,SXD3249ZL.0,NS75VIP3,3,0096,21,33,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706314,SXF258WT.0,NS95VIP2,3,0097,21,25,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,
,22WNBPEYG6K1BU07,UR271706313,SZF5459ZL.0,NK511VIP3,3,0098,21,17,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706312,DKB360PRO3,DKB360PRO3,3,0099,21,9,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhascda direita
,22WNBPEYG6K1BU07,UR271706311,SYC7131ZL.0,SYC7131ZL.0,3,0100,21,1,BRTR BU07 Chapadao do Sul II,07F01,4,,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU07,UR271706310,SZC4141ZL.0,SZC4141ZL.0,3,0101,22,1,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706309,SZE5130,SZE5130,3,0102,22,9,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706308,SYC7510ZS.0,NK506VIP3,3,0103,22,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,considerar linhas da direita
,22WNBPEYG6K1BU07,UR271706307,SYN555 VIP3,NK555VIP3,3,0104,22,25,BRTR BU07 Chapadao do Sul II,07F01,6,,,,,
,22WNBPEYG6K1BU07,UR271706306,SZE6111TG.0,SZE6111TG.0,3,0105,22,33,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706305,SW8015ZL.0,NS88VIP3,3,0106,23,33,BRTR BU07 Chapadao do Sul II,07F01,1,,,,,
,22WNBPEYG6K1BU07,UR271706304,P3707VYH,P3707VYH,3,0107,23,25,BRTR BU07 Chapadao do Sul II,07F01,5,,,,,
,22WNBPEYG6K1BU07,UR271706303,SXC2320VIP3,SXC2320ZS.0 B6T7T943ZS.2\1YHB35,3,0108,23,17,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
,22WNBPEYG6K1BU07,UR271706302,AG8700PRO3,AG8700PRO3,3,0109,23,9,BRTR BU07 Chapadao do Sul II,07F01,7,,,,,
,22WNBPEYG6K1BU07,UR271706301,P3889RR,P3889RR,3,0110,23,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706300,SZD5031ZL.0,SZD5031ZL.0,3,0111,24,1,BRTR BU07 Chapadao do Sul II,07F01,2,,,,,
,22WNBPEYG6K1BU07,UR271706299,P3845VYHR,P3845VYHR,3,0112,24,9,BRTR BU07 Chapadao do Sul II,07F01,3,,,,,
