#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,VCRD,HCRD,Location Name,PLACD,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:SCBLR,PSS:NOTET
,22WNUBYG501BU10,UR271826257,ZTU7026ZL.2/PEYYC439,SZD5402ZL.0,1,1064,8,453,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826256,ZTU7026ZL.2/PEFXD266,SZD5392ZL.0,1,1065,8,457,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826255,ZTU7026ZL.2/2SHB03,SZC5222ZL.0,1,1066,8,461,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826254,B7Y6Y842ZL.1/UBTUE619,SZC5152ZL.0,1,1067,8,465,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826253,SYN555 VIP3,NK555VIP3,1,1068,8,469,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826252,SYN555 VIP3,NK555VIP3,1,1069,8,473,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826251,SYN555 VIP3,NK555VIP3,1,1070,8,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826250,K9606TG,K9606TG,1,1071,9,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826249,ZTU7026ZL.2/1EEB63,SZE6102ZL.0,1,1072,9,473,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826248,B7T1C128ZS.1/1YHB35,SZD6132ZL.0,1,1073,9,469,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826247,B7T1C128ZS.1/UBYYD399,SZD6142ZL.0,1,1074,9,465,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826246,B7T1C128ZS.1/UBYXE329,SZF6152ZL.0,1,1075,9,461,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826245,UBTUE209/B7Y6Y842ZL.1,SZD6162ZL.0,1,1076,9,457,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826244,PETUF438ZL.1/1EEB17,SZE6172ZL.0,1,1077,9,453,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826243,PETTF126ZL.2/8DTB18,SZD5312ZL.0,1,1078,9,449,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826242,B6T7T943ZS.2/UBYYE369,SZE6192ZL.0,1,1079,9,445,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826241,WTP6741ZL.2/1ZDB84,SZD6202ZL.0,1,1080,9,441,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826240,WTP6741ZL.2/UBYYE349,SZF6212ZL.0,1,1081,10,441,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826239,WTP6741ZL.2/UBYYE210,SZD5372ZL.0,2,2001,10,445,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826238,SYB7361ZL.0,SYB7361ZL.0,2,2002,10,449,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826237,SYN555 VIP3,NK555VIP3,2,2003,10,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826236,WTP6741ZL.2/UBYYF340,SZD5382ZL.0,2,2004,10,457,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826235,SYN555 VIP3,NK555VIP3,2,2005,10,461,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826234,WTP6741ZL.2/UBYYE349,SZF6212ZL.0,2,2006,10,465,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826233,ZTU7026ZL.2/PEFXD266,SZD5392ZL.0,2,2007,10,469,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826232,ZTU7026ZL.2/UBYFF788,SZC5282ZL.0,2,2008,10,473,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826231,WTP6741ZL.2/1ZDB84,SZD6202ZL.0,2,2009,10,477,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826230,DKB390PRO4,DKB390PRO4,2,2010,11,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826229,ZTU7026ZL.2/WYF6091,,2,2011,11,473,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826228,ZTU7026ZL.2/ACYFB838,SZC5252ZL.0,2,2012,11,469,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826227,MG580PWU,MG580PWU,2,2013,11,465,BRTR BU10 Jatai II,10F02,6,,,,
,22WNUBYG501BU10,UR271826226,SYN555 VIP3,NK555VIP3,2,2014,11,461,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826225,NS90PRO2,NS90PRO2,2,2015,11,457,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826224,SYC7351ZL.0,SYC7351ZL.0,2,2016,11,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826223,B7T1C128ZS.1/UBYXE329,SZF6152ZL.0,2,2017,11,449,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826222,AS1633PRO3,AS1633PRO3,2,2018,11,445,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826221,AS1820PRO3,AS1820PRO3,2,2019,11,441,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826220,ZTU7026ZL.2/9DRB50,SZC5242ZL.0,2,2020,12,441,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826219,SYN555 VIP3,NK555VIP3,2,2021,12,445,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826218,SYN555 VIP3,NK555VIP3,2,2022,12,449,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826217,B7Y6Y842ZL.1/UBTUE619,SZC5152ZL.0,2,2023,12,453,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826216,WTP6741ZL.2/D8BB55,,2,2024,12,457,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826215,SYN555 VIP3,NK555VIP3,2,2025,12,461,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826214,B6T7T943ZS.2/UBYYD379,SZC5132ZL.0,2,2026,12,465,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826213,PEUTE046/PEYXB198,SZB4112,2,2027,12,469,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826212,SYN555 VIP3,NK555VIP3,2,2028,12,473,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826211,UBTUE209/B7Y6Y842ZL.1,SZD6162ZL.0,2,2029,12,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826210,B2401PWU,B2401PWU,2,2030,13,477,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826209,WTP6741ZL.2/PEYXD248,SZC5192ZL.0,2,2031,13,473,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826208,ZTU7026ZL.2/UBYYD760,SZC5302ZL.0,2,2032,13,469,BRTR BU10 Jatai II,10F02,5,,,,
,22WNUBYG501BU10,UR271826207,PETTF126ZL.2/8DTB18,SZD5312ZL.0,2,2033,13,465,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826206,SYB7381ZL.0,SYB7381ZL.0,2,2034,13,461,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826205,ZTU7026ZL.2/PEYYC439,SZD5402ZL.0,2,2035,13,457,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826204,WTP6741ZL.2/UBYYD390,SZC5202ZL.0,2,2036,13,453,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826203,B7T7T812ZS.4/UBFXC736,SZC5142ZL.0,2,2037,13,449,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826202,ZTU7026ZL.2/PEYFC319,SZC5262ZL.0,2,2038,13,445,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826201,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,2,2039,13,441,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826200,SYN555 VIP3,NK555VIP3,2,2040,14,441,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826199,B7T1C128ZS.1/1YHB35,SZD6132ZL.0,2,2041,14,445,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826198,ZTU7026ZL.2/UBYFF378,SZC5272ZL.0,2,2042,14,449,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826197,SYN555 VIP3,NK555VIP3,2,2043,14,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826196,PETTF126ZL.2/UBYYD337,SZD5322ZL.0,2,2044,14,457,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826195,2ZRB29ZS.0/PEYOB268,SZC5102ZL.0,2,2045,14,461,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826194,SYN555 VIP3,NK555VIP3,2,2046,14,465,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826193,B7T1C128ZS.1/UBYYD399,SZD6142ZL.0,2,2047,14,469,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826192,ZTU7026ZL.2/8DTB18,SZC5232ZL.0,2,2048,14,473,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826191,SYN555 VIP3,NK555VIP3,2,2049,14,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826190,SXC2241ZL.0,SXC2241ZL.0 B6T7T943ZS.2/ACYFB848,2,2050,15,477,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826189,WTP6741ZL.2/UBYXG377,SZD5362ZL.0,2,2051,15,473,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826188,WTP6741ZL.2/PEXXE236,SZC5162ZL.0,2,2052,15,469,BRTR BU10 Jatai II,10F02,5,,,,
,22WNUBYG501BU10,UR271826187,WTP6741ZL.2/PEYOB268,SZC5182ZL.0,2,2053,15,465,BRTR BU10 Jatai II,10F02,5,,,,
,22WNUBYG501BU10,UR271826186,K9606TG,K9606TG,2,2054,15,461,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826185,2ZRB29ZS.0/WXFC164,SZC5112ZL.0,2,2055,15,457,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826184,PETUF438ZL.1/1EEB17,SZE6172ZL.0,2,2056,15,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826183,P3707VYH,P3707VYH,2,2057,15,449,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826182,PETTF126ZL.2/UBYYD850,SZD5332ZL.0,2,2058,15,445,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826181,B7Y6Y842ZL.1/8DTB18,SZC5122ZL.0,2,2059,15,441,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826180,B7T7T812ZS.4/PEYFA119,SZB4102ZL.0,2,2060,16,441,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826179,ZTU7026ZL.2/1FTB72,,2,2061,16,445,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826178,WTP6741ZL.2/UBYXD730,SZD5342ZL.0,2,2062,16,449,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826177,WTP6741ZL.2/PEYYB479,SZB4122ZL.0,2,2063,16,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826176,B6T7T943ZS.2/UBYYE369,SZE6192ZL.0,2,2064,16,457,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826175,DKB335PRO3,DKB335PRO3,2,2065,16,461,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826174,ZTU7026ZL.2/1EEB63,SZE6102ZL.0,2,2066,16,465,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826173,WTP6741ZL.2/UBYYE190,SZC5212ZL.0,2,2067,16,469,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826172,P3898,P3898,2,2068,16,473,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826171,WTP6741ZL.2/PEYFB129,SZC5172ZL.0,2,2069,16,477,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826170,ZTU7026ZL.2/UBYYD390,SZC5292ZL.0,2,2070,17,477,BRTR BU10 Jatai II,10F02,1,,,,
,22WNUBYG501BU10,UR271826169,MG652PWU,MG652PWU,2,2071,17,473,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826168,WTP6741ZL.2/WYXD534,,2,2072,17,469,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826167,SXC1531ZL.0,SXC1531ZL.0 WTP6741ZL.2/8CEB55,2,2073,17,465,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826166,WTP6741ZL.2/UBYXE419,SZD5352ZL.0,2,2074,17,461,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826165,AS1868PRO3,AS1868PRO3,2,2075,17,457,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826164,ZTU7026ZL.2/2SHB03,SZC5222ZL.0,2,2076,17,453,BRTR BU10 Jatai II,10F02,2,,,,
,22WNUBYG501BU10,UR271826163,PETTF126ZL.2/UBYXE329,SZE5412ZL.0,2,2077,17,449,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826162,DKB255PRO3,DKB255PRO3,2,2078,17,445,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826161,DKB360PRO3,DKB360PRO3,2,2079,17,441,BRTR BU10 Jatai II,10F02,3,,,,
,22WNUBYG501BU10,UR271826160,B2620PWU,B2620PWU,2,2080,18,441,BRTR BU10 Jatai II,10F02,4,,,,
,22WNUBYG501BU10,UR271826159,SYN555 VIP3,NK555VIP3,2,2081,18,445,BRTR BU10 Jatai II,10F02,2,,,,
,21SUBPADISENBU01,UR271234312,SYN555 VIP3,NK555VIP3,1,1001,1,481,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,21SUBPADISENBU01,UR271234311,FORMULAWT.0,FORMULAVIP2,1,1002,1,485,BRTR BU01 Chapadao do Ceu I,01F02,6,,,,
,21SUBPADISENBU01,UR271234310,P30F53VYHR,P30F53VYHR,1,1003,1,489,BRTR BU01 Chapadao do Ceu I,01F02,6,,,,parcela com quebramento de colmo
,21SUBPADISENBU01,UR271234309,MG580PWU,MG580PWU,1,1004,1,493,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,21SUBPADISENBU01,UR271234308,SX5885ZS.0,NK488VIP3,1,1005,1,497,BRTR BU01 Chapadao do Ceu I,01F02,6,,,,
,21SUBPADISENBU01,UR271234307,30A37PWU,30A37PWU,1,1006,1,501,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,parcela com quebramento de colmo
,21SUBPADISENBU01,UR271234306,SX7331ZS.2,SUPREMOVIP3,1,1007,1,505,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEOB9K3BU01,UR271785637,SYN555 VIP3,NK555VIP3,1,1001,1,441,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785636,P3898,P3898,1,1002,1,445,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785635,SYN555 VIP3,NK555VIP3,1,1003,1,449,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785634,AS1868PRO3,AS1868PRO3,1,1004,1,453,BRTR BU01 Chapadao do Ceu I,01F02,5,,,,
,22WNBPEOB9K3BU01,UR271785633,SYN555 VIP3,NK555VIP3,1,1005,1,457,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEOB9K3BU01,UR271785632,SXF258WT.0,NS95VIP2,1,1006,1,461,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785631,SXD3249ZL.0,NS75VIP3,1,1007,1,465,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785630,SZF558ZL.0,SZF558ZL.0,1,1008,1,469,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785629,DKB335PRO3,DKB335PRO3,1,1009,1,473,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEOB9K3BU01,UR271785628,SXD228ZS.0,NK520VIP3,1,1010,1,477,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271706005,SYN555 VIP3,NK555VIP3,1,1,7,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271706004,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,1,2,7,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271706003,B2401PWU,B2401PWU,1,3,7,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271706002,MG580PWU,MG580PWU,1,4,7,505,BRTR BU01 Chapadao do Ceu I,01F02,,,,,Perdida por Javali
,22WNBPEYG6K1BU01,UR271706001,DKB255PRO3,DKB255PRO3,1,5,7,513,BRTR BU01 Chapadao do Ceu I,01F02,,,,,Perdida por Javali
,22WNBPEYG6K1BU01,UR271706000,B2620PWU,B2620PWU,1,6,8,513,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705999,SZC4141ZL.0,SZC4141ZL.0,1,7,8,505,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705998,SYN555 VIP3,NK555VIP3,1,8,8,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705997,SYN555 VIP3,NK555VIP3,1,9,8,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705996,SZD5031ZL.0,SZD5031ZL.0,1,10,8,481,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705995,SZE6111ZL.0,SZE6111ZL.0,1,11,9,481,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705994,SYN555 VIP3,NK555VIP3,1,12,9,489,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705993,SYN555 VIP3,NK555VIP3,1,13,9,497,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705992,SYN555 VIP3,NK555VIP3,1,14,9,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705991,SYN555 VIP3,NK555VIP3,1,15,9,513,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705990,SXF258WT.0,NS95VIP2,1,16,10,513,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705989,SYN555 VIP3,NK555VIP3,1,17,10,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705988,SYC7441ZL.0,SYC7441ZL.0,1,18,10,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705987,SYN555 VIP3,NK555VIP3,1,19,10,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705986,SYN555 VIP3,NK555VIP3,1,20,10,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705985,SYN555 VIP3,NK555VIP3,1,21,11,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705984,SYN555 VIP3,NK555VIP3,1,22,11,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705983,SYN555 VIP3,NK555VIP3,1,23,11,497,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705982,SXD3249ZL.0,NS75VIP3,1,24,11,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705981,SYN555 VIP3,NK555VIP3,1,25,11,513,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705980,P3707VYH,P3707VYH,1,26,12,513,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705979,DKB360PRO3,DKB360PRO3,1,27,12,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,considerar linhas da esquerda
,22WNBPEYG6K1BU01,UR271705978,AS1820PRO3,AS1820PRO3,1,28,12,497,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705977,AS1868PRO3,AS1868PRO3,1,29,12,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705976,P3898,P3898,1,30,12,481,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705975,P3845VYHR,P3845VYHR,1,31,13,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705974,SYN555 VIP3,NK555VIP3,1,32,13,489,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705973,MG593PWU,MG593PWU,1,33,13,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705972,SZD5211ZL.0,SZD5211ZL.0,1,34,13,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,considerar lado esquerdo
,22WNBPEYG6K1BU01,UR271705971,SZF558ZL.0,SZF558ZL.0,1,35,13,513,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705970,SYN7205ZS.0,STATUSVIP3,1,36,14,513,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705969,SXD228ZS.0,NK520VIP3,1,37,14,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705968,NS90PRO2,NS90PRO2,1,38,14,497,BRTR BU01 Chapadao do Ceu I,01F02,1,,,,
,22WNBPEYG6K1BU01,UR271705967,SXD218ZS.0,NS80VIP3,1,39,14,489,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705966,SZF558WT.0,NS91VIP2,1,40,14,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705965,MG652PWU,MG652PWU,1,41,15,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,quebramento de colmo
,22WNBPEYG6K1BU01,UR271705964,AS1633PRO3,AS1633PRO3,1,42,15,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705963,DKB335PRO3,DKB335PRO3,1,43,15,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705962,K9606VIP3,K9606VIP3,1,44,15,505,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705961,SYN555 VIP3,NK555VIP3,1,45,15,513,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705960,DKB255PRO3,DKB255PRO3,2,46,16,513,BRTR BU01 Chapadao do Ceu I,01F02,4,,,,
,22WNBPEYG6K1BU01,UR271705959,SYN555 VIP3,NK555VIP3,2,47,16,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705958,B2401PWU,B2401PWU,2,48,16,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705957,B2620PWU,B2620PWU,2,49,16,489,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705956,SXC2251ZL.0,SXC2251ZL.0 B7T7T812ZS.4/WYFB133,2,50,16,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705955,MG580PWU,MG580PWU,2,51,17,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705954,SYN555 VIP3,NK555VIP3,2,52,17,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705953,SYN555 VIP3,NK555VIP3,2,53,17,497,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705952,SYN555 VIP3,NK555VIP3,2,54,17,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705951,SZD5031ZL.0,SZD5031ZL.0,2,55,17,513,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705950,AS1868PRO3,AS1868PRO3,2,56,18,513,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705949,SZC4141ZL.0,SZC4141ZL.0,2,57,18,505,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705948,P3707VYH,P3707VYH,2,58,18,497,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705947,SYN555 VIP3,NK555VIP3,2,59,18,489,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705946,SYN555 VIP3,NK555VIP3,2,60,18,481,BRTR BU01 Chapadao do Ceu I,01F02,3,,,,
,22WNBPEYG6K1BU01,UR271705945,P3898,P3898,2,61,19,481,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
,22WNBPEYG6K1BU01,UR271705944,AS1820PRO3,AS1820PRO3,2,62,19,489,BRTR BU01 Chapadao do Ceu I,01F02,2,,,,
