#,PSS:EXT:EXTID,PSS:BARCD,ABBRC,VHNM,PSS:REPNO,PSS:PLTID,PSS:MAXRNG,PSS:MAXROW,Location Name,PSS:COSTR,PSS:HELMR,PSS:LFSPR,PSS:DLLFR,PSS:SCLBR
,501,UR271232909,MG580PWU,MG580PWU,1,1001,2,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232908,DKB265PRO3,DKB265PRO3,1,1002,2,44,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232907,P3282VYH,P3282VYH,1,1003,2,40,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232906,SXD3239ZL.0,NK467VIP3,1,1004,2,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232905,SZ6995ZS.0,NS45VIP3,1,1005,2,32,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,,,
,501,UR271232904,MG408PWU,MG408PWU,1,1006,2,28,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232903,SX5885ZS.0,NK488VIP3,1,1007,2,24,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232902,SX5885ZS.0,NK488VIP3,1,1008,2,20,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232901,SX5885ZS.0,NK488VIP3,1,1009,2,16,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232900,FORMULAWT.0,FORMULAVIP2,1,1010,2,12,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232899,SX5885ZS.0,NK488VIP3,1,1011,2,8,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,,,
,501,UR271232898,8CHB55/2DEB35,SXC1442 2DEB35/8CHB55,1,1012,2,4,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232897,SX5885ZS.0,NK488VIP3,1,1013,3,4,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232896,SX5885ZS.0,NK488VIP3,1,1014,3,8,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232895,SX5885ZS.0,NK488VIP3,1,1015,3,12,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232894,D8BB29/2DEB35,SXC1452 2DEB35/D8BB29,1,1016,3,16,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232893,ACTTC377BB.0/8AHB80ZS.0,SXB1462ZL.0 8AHB80ZS.0/ACTTC377BB.0,1,1017,3,20,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,1,,
,501,UR271232892,ACTTE628ZS.0/ACYFC487,SXC1472ZL.0 ACTTE628ZS.0/ACYFC487,1,1018,3,24,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232891,ACYYD959/B6T7T943ZS.2,SXC1482ZL.0 B6T7T943ZS.2/ACYYD959,1,1019,3,28,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232890,ACYFB838/B6T7T943ZS.2,SXC1492ZL.0 B6T7T943ZS.2/ACYFB838,1,1020,3,32,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232889,LOFYD700/B6T7T943ZS.2,SXB1502ZL.0 B6T7T943ZS.2/LOFYD700,1,1021,3,36,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232888,8AHB18/WTP6741ZL.2,SXC1512ZL.0 WTP6741ZL.2/8AHB18,1,1022,3,40,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232887,ACTTC488ZS.0/WYFD153,SXB1522ZL.0 ACTTC488ZS.0/WYFD153,1,1023,3,44,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232886,WTTB265/8AHB80ZS.0,SXC1532ZL.0 8AHB80ZS.0/WTTB265,1,1024,3,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232885,SX5885ZS.0,NK488VIP3,1,1025,3,52,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232884,C8EB48/2AHB26ZS.0,SXC1552ZL.0 2AHB26ZS.0/C8EB48,1,1026,3,56,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232883,SX5885ZS.0,NK488VIP3,1,1027,3,60,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232882,SX5885ZS.0,NK488VIP3,1,1028,3,64,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232881,FORMULAWT.0,FORMULAVIP2,1,1029,3,68,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232880,FORMULAWT.0,FORMULAVIP2,1,1030,3,72,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232879,FORMULAWT.0,FORMULAVIP2,1,1031,3,76,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232878,SXB1432ZL.0,SXB1432ZL.0 8AHB80ZS.0/BCTT241,1,1032,3,80,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232877,SX5885ZS.0,NK488VIP3,1,1033,3,84,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232876,SXD3249ZL.0,NS75VIP3,1,1034,3,88,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232875,DKB255PRO3,DKB255PRO3,1,1035,3,92,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232874,DKB360PRO3,DKB360PRO3,1,1036,3,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232873,SX8394ZS.0,NS73VIP3,1,1037,4,96,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232872,MG545PWU,MG545PWU,1,1038,4,92,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232871,SXC2320VIP3,NK503VIP3,1,1039,4,88,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232870,SX7005ZS.0,NK505VIP3,1,1040,4,84,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232869,SYN7205ZS.0,STATUSVIP3,1,1041,4,80,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232868,8CEB54/WTP6741ZL.2,SXC1931ZL.0,1,1042,4,76,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232867,ACYYE978/WTP6741ZL.2,SXC1331ZL.0 WTP6741ZL.2/ACYYE978,1,1043,4,72,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232866,WYXC202/WTP6741ZL.2,SXC2402ZL.0,1,1044,4,68,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232865,ACYFA287/B6T7T943ZS.2,SXC2502ZL.0,1,1045,4,64,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232864,WFX9084/WTP6741ZL.2,SXC2811ZL.0,1,1046,4,60,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232863,ACYFD839/B6T7T943ZS.2,SXC2602ZL.0,1,1047,4,56,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232862,WYF6150/WTP6741ZL.2,SXC2611ZL.0 WTP6741ZL.2/WYF6150,1,1048,4,52,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232861,ACYFB858/WTP6741ZL.2,SXC2702ZL.0,1,1049,4,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232860,WYFD945/WTP6741ZL.2,SXC2902ZL.0,1,1050,4,44,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232859,ZYFG365/WTP6741ZL.2,SXD2002ZL.0,1,1051,4,40,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232858,SXD2270ZL.0,SXD2270ZL.0,1,1052,4,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232857,SX5885ZS.0,NK488VIP3,1,1053,4,32,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232856,SX5885ZS.0,,1,1054,4,28,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232855,SX5885ZS.0,,1,1055,4,24,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232854,ACYFD839/WTP6741ZL.2,,1,1056,4,20,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232853,8BHB31/WTP6741WT.0,,1,1057,4,16,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232852,WYFA824/WTP6741ZL.2,,1,1058,4,12,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232851,ACFYC479/B6T7T943ZS.2,,1,1059,4,8,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232850,ACTTE628ZS.0/8XHB78,,1,1060,4,4,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232849,ACTTE628ZS.0/WYFD153,,1,1061,5,4,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232848,WTT8210WT.2/WYFC994,,1,1062,5,8,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232847,ACTTC187/8AHB80ZS.0,,1,1063,5,12,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232846,LOTTD256ZL.0/8XHB78,,1,1064,5,16,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232845,SX5885ZS.0,,1,1065,5,20,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232844,LOFYD680/WTP6741ZL.2,,1,1066,5,24,BRTR BC01 Stª T. Itaipu-PR,,,,,
,501,UR271232843,ACYYE998/B6T7T943ZS.2,,1,1067,5,28,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232842,ACFXB447/B6T7T943ZS.2,,1,1068,5,32,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232841,SX5885ZS.0,,1,1069,5,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232840,ACYFB828/WTP6741WT.0,,1,1070,5,40,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232839,D8BB29/WTP6741ZL.2,,1,1071,5,44,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232838,8AHB14/WTP6741ZL.2,,1,1072,5,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232837,LOYXG080/B6T7T943ZS.2,,1,1073,5,52,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232836,WYFB133/WTP6741ZL.2,,1,1074,5,56,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,,,
,501,UR271232835,8AHB14/WTP6741ZL.2,,1,1075,5,60,BRTR BC01 Stª T. Itaipu-PR,,,2,,
,501,UR271232834,WYFA804/WTP6741ZL.2,,1,1076,5,64,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232833,D8BB29/WTP6741ZL.2,,1,1077,5,68,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232832,WTP6741ZL.2/8XHB78,,1,1078,5,72,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232831,WYFC372/B7T7T812ZS.4,,1,1079,5,76,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232830,LOTTD266/8XHB78,,1,1080,5,80,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232829,SXD218ZS.0,,1,1081,5,84,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,,,
,501,UR271232828,SXD228ZS.0,,1,1082,5,88,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232827,K9606VIP3,,1,1083,5,92,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232826,P4285VYHR,,1,1084,5,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232825,B6T7T943ZS.2/WTP6741ZL.2/8CHB55,,1,1085,6,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232824,B6T7T943ZS.2/WTP6741ZL.2/8XHB78,,1,1086,6,92,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232823,B7T1C128ZS.1/B6T7T943ZS.2/8XHB78,,1,1087,6,88,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232822,B7T1C128ZS.1/B6T7T943ZS.2/ACYF9776/WYYB604,,1,1088,6,84,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232821,SYB7381ZL.0,,1,1089,6,80,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232820,SX5885ZS.0,,1,1090,6,76,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232819,SYC7351ZL.0,,1,1091,6,72,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,1,,
,501,UR271232818,SYB7361ZL.0,,1,1092,6,68,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232817,SYB7361ZL.0,,1,1093,6,64,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232816,SX5885ZS.0,,1,1094,6,60,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232815,SYC7131ZL.0,,1,1095,6,56,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232814,SZE6111ZL.0,,1,1096,6,52,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232813,SX5885ZS.0,,1,1097,6,48,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232812,K9606TG,,1,1098,6,44,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232811,SX5885ZS.0,,1,1099,6,40,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232810,SX5885ZS.0,,1,1100,6,36,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232809,SX5885ZS.0,,1,1101,6,32,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,,,
,501,UR271232808,SX5885ZS.0,,1,1102,6,28,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232807,SX5885ZS.0,,1,1103,6,24,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232806,SX5885ZS.0,,1,1104,6,20,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232805,B6T7T943ZS.2/WTP6741ZL.2/8CHB55,,2,2001,6,16,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232804,FORMULAWT.0,,2,2002,6,12,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232803,ACFYC479/B6T7T943ZS.2,,2,2003,6,8,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232802,SX8394ZS.0,,2,2004,6,4,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232801,ACTTE628ZS.0/8XHB78,,2,2005,7,4,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232800,SX5885ZS.0,,2,2006,7,8,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232799,FORMULAWT.0,,2,2007,7,12,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232798,SXB1432ZL.0,,2,2008,7,16,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232797,8AHB14/WTP6741ZL.2,,2,2009,7,20,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232796,LOYXG080/B6T7T943ZS.2,,2,2010,7,24,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232795,ACYFB858/WTP6741ZL.2,,2,2011,7,28,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232794,D8BB29/WTP6741ZL.2,,2,2012,7,32,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,,,
,501,UR271232793,WTP6741ZL.2/8XHB78,,2,2013,7,36,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232792,WYFB133/WTP6741ZL.2,,2,2014,7,40,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232791,SX5885ZS.0,,2,2015,7,44,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232790,P3282VYH,,2,2016,7,48,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232789,DKB255PRO3,,2,2017,7,52,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232788,WYFA804/WTP6741ZL.2,,2,2018,7,56,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232787,DKB360PRO3,,2,2019,7,60,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232786,B6T7T943ZS.2/WTP6741ZL.2/8XHB78,,2,2020,7,64,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232785,SX5885ZS.0,,2,2021,7,68,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232784,SX5885ZS.0,,2,2022,7,72,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232783,SXC2320VIP3,,2,2023,7,76,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232782,MG408PWU,,2,2024,7,80,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232781,D8BB29/2DEB35,,2,2025,7,84,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232780,SX5885ZS.0,,2,2026,7,88,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232779,ACYYE978/WTP6741ZL.2,,2,2027,7,92,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232778,ACYFD839/B6T7T943ZS.2,,2,2028,7,96,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232777,MG580PWU,,2,2029,8,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232776,ACTTC187/8AHB80ZS.0,,2,2030,8,92,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232775,K9606VIP3,,2,2031,8,88,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232774,SX5885ZS.0,,2,2032,8,84,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232773,SX5885ZS.0,,2,2033,8,80,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232772,LOTTD256ZL.0/8XHB78,,2,2034,8,76,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232771,LOTTD266/8XHB78,,2,2035,8,72,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232770,SX5885ZS.0,,2,2036,8,68,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232769,ACYFD839/WTP6741ZL.2,,2,2037,8,64,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232768,8CHB55/2DEB35,,2,2038,8,60,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232767,D8BB29/WTP6741ZL.2,,2,2039,8,56,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232766,SYB7361ZL.0,,2,2040,8,52,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232765,SXD228ZS.0,,2,2041,8,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232764,SYC7131ZL.0,,2,2042,8,44,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232763,SX5885ZS.0,,2,2043,8,40,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232762,FORMULAWT.0,,2,2044,8,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232761,SX5885ZS.0,,2,2045,8,32,BRTR BC01 Stª T. Itaipu-PR,"4,0000",,2,,
,501,UR271232760,8CEB54/WTP6741ZL.2,,2,2046,8,28,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232759,SX5885ZS.0,,2,2047,8,24,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232758,SXD2270ZL.0,,2,2048,8,20,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232757,ACYYD959/B6T7T943ZS.2,,2,2049,8,16,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232756,ACYFB838/B6T7T943ZS.2,,2,2050,8,12,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232755,ACYFB828/WTP6741WT.0,,2,2051,8,8,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232754,SX5885ZS.0,,2,2052,8,4,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232753,8AHB14/WTP6741ZL.2,,2,2053,9,4,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232752,SX5885ZS.0,,2,2054,9,8,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232751,SX5885ZS.0,,2,2055,9,12,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232750,SX5885ZS.0,,2,2056,9,16,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232749,WFX9084/WTP6741ZL.2,,2,2057,9,20,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232748,K9606TG,,2,2058,9,24,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232747,B7T1C128ZS.1/B6T7T943ZS.2/ACYF9776/WYYB604,,2,2059,9,28,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232746,WTT8210WT.2/WYFC994,,2,2060,9,32,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232745,WYXC202/WTP6741ZL.2,,2,2061,9,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232744,SYB7381ZL.0,,2,2062,9,40,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232743,WYFA824/WTP6741ZL.2,,2,2063,9,44,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232742,SX5885ZS.0,,2,2064,9,48,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232741,SYC7351ZL.0,,2,2065,9,52,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232740,FORMULAWT.0,,2,2066,9,56,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,1,,
,501,UR271232739,ACTTE628ZS.0/ACYFC487,,2,2067,9,60,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232738,SYN7205ZS.0,,2,2068,9,64,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232737,SZE6111ZL.0,,2,2069,9,68,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232736,SXD218ZS.0,,2,2070,9,72,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232735,WYFC372/B7T7T812ZS.4,,2,2071,9,76,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232734,ACYYE998/B6T7T943ZS.2,,2,2072,9,80,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232733,P4285VYHR,,2,2073,9,84,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232732,ZYFG365/WTP6741ZL.2,,2,2074,9,88,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232731,SX5885ZS.0,,2,2075,9,92,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232730,SXD3239ZL.0,,2,2076,9,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232729,WYFD945/WTP6741ZL.2,,2,2077,10,96,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232728,SX5885ZS.0,,2,2078,10,92,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232727,SX5885ZS.0,,2,2079,10,88,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,2,,
,501,UR271232726,C8EB48/2AHB26ZS.0,,2,2080,10,84,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232725,SX5885ZS.0,,2,2081,10,80,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,1,,
,501,UR271232724,SXD3249ZL.0,,2,2082,10,76,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232723,SX7005ZS.0,,2,2083,10,72,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232722,WTTB265/8AHB80ZS.0,,2,2084,10,68,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232721,LOFYD700/B6T7T943ZS.2,,2,2085,10,64,BRTR BC01 Stª T. Itaipu-PR,"3,0000",,1,,
,501,UR271232720,SX5885ZS.0,,2,2086,10,60,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232719,MG545PWU,,2,2087,10,56,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232718,SZ6995ZS.0,,2,2088,10,52,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,,
,501,UR271232717,WYF6150/WTP6741ZL.2,,2,2089,10,48,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232716,ACYFA287/B6T7T943ZS.2,,2,2090,10,44,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,"1,0000",
,501,UR271232715,ACTTE628ZS.0/WYFD153,,2,2091,10,40,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,1,"1,0000",
,501,UR271232714,SX5885ZS.0,,2,2092,10,36,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232713,8BHB31/WTP6741WT.0,,2,2093,10,32,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232712,ACTTC377BB.0/8AHB80ZS.0,,2,2094,10,28,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,1,,
,501,UR271232711,ACFXB447/B6T7T943ZS.2,,2,2095,10,24,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
,501,UR271232710,B7T1C128ZS.1/B6T7T943ZS.2/8XHB78,,2,2096,10,20,BRTR BC01 Stª T. Itaipu-PR,"1,0000",,2,,
,501,UR271232709,SX5885ZS.0,,2,2097,10,16,BRTR BC01 Stª T. Itaipu-PR,"2,0000",,2,,
