#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651201,,UR272457137,1,1193,45,488,193,ACTTC261/8CEB55,AC22001201,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653697,,UR272443699,1,1193,46,625,193,ACYYD860/WTP6741ZL.2,AC22003697,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,235,,4/13/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651744,,UR272457136,1,1194,45,484,194,LOTTC076ZL.1/ACFXB447,AC22001744,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,200,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652748,,UR272443698,1,1194,46,629,194,8BHB91/B7T1C128ZS.1/BUTT831ZS.1,AC22002748,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,220,,4/12/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,20LO001910,,UR272424694,1,1194,28,445,194,LOFYB760/WTP6741ZL.2,LO20001911,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,120,230,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,20LO000568,,UR272435426,1,1194,61,572,194,LOTTC126/8AHB79ZS.0,LO20000569,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,210,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,20LO002237,,UR272431406,1,1194,26,381,194,LOTTC126/WYF6150,LO20002235,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,245,,4/7/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC107283,,UR272448694,1,1194,39,580,194,WTTC415/1YHB35,AC21008585,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,145,225,,4/13/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652292,,UR272445432,1,1194,33,540,194,LOTTC530WG.0/ACYFB848,AC22002292,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,230,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC653711,,UR272435996,1,1194,63,636,194,WYFA293/WTP6741ZL.2,AC22003711,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,215,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC654175,,UR272448348,1,1194,59,556,194,ACTTF441ZL.0/WYFC372,AC22004047,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,235,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650567,,UR272445431,1,1195,33,536,195,WYFD945/2AHB26ZS.0,AC22000567,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,215,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652798,,UR272443697,1,1195,46,633,195,D8BB43/B7T1C128ZS.1/BUTT831ZS.1,AC22002798,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,210,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651221,,UR272457135,1,1195,45,480,195,LOPPB130/8CEB55,AC22001221,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,220,,4/9/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272435995,1,1195,63,632,195,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC109979,,UR272424693,1,1195,28,449,195,8DEB49/WTP6741ZL.2,AC21011277,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,225,,4/12/2022,4/14/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,22AC651758,,UR272431405,1,1195,26,385,195,WTTD035ZL/ACFXB447,AC22001758,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC112601,,UR272448693,1,1195,39,576,195,ACTXD677/8AHB80ZS.0,AC21013893,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,215,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC650744,,UR272448347,1,1195,59,552,195,D8BB59/2DEB35,AC22000744,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,210,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC652912,,UR272435425,1,1195,62,569,195,8CEB54/B7T7T812ZS.4,AC22002912,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,250,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC650421,,UR272448346,1,1196,59,548,196,UBTTE120ZL.0/1YHB35,AC22000421,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,210,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,20LO000721,,UR272424692,1,1196,28,453,196,ACTTC438YT.0/8XHB78,LO20000722,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,225,,4/10/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,21ALL112YFM_MM,,UR272445430,1,1196,33,532,196,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,105,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC109732,,UR272448692,1,1196,39,572,196,WYF6091/WTP6741ZL.2,AC21011030,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,220,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,21ALL112YFG_MM,,UR272457134,1,1196,45,476,196,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,5,,,120,240,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272435994,1,1196,63,628,196,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,240,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC650023,,UR272435424,1,1196,62,573,196,LOTTE550ZL.0/1XHB39,AC22000023,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101002,,UR272431404,1,1196,26,389,196,D8BB42/B6T7T943ZS.2,AC21002303,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,225,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653701,,UR272443696,1,1196,46,637,196,LOYYC950/WTP6741ZL.2,AC22003701,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,225,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,21ALL112YFG_MM,,UR272435993,1,1197,63,624,197,SXD218ZS.0,NS80VIP3,NS80VIP3,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,SXD218ZS.0,,,,,,,,,,,,,1,,,120,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC109846,,UR272424691,1,1197,28,457,197,ACYFD739/WTP6741ZL.2,AC21011144,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140,250,,4/10/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650802,,UR272445429,1,1197,34,529,197,D8BB92/2DEB35ZL.3,AC22000802,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,220,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC654135,,UR272448345,1,1197,59,544,197,WTT7140ZL.2/WYFA192,AC22004007,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,115,230,,4/7/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651682,,UR272457133,1,1197,45,472,197,MTTTC278ZL.0/ACFXB447,AC22001682,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653664,,UR272443695,1,1197,46,641,197,LOYFB336/WTP6741ZL.2,AC22003664,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,235,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101370,,UR272431403,1,1197,26,393,197,B6T7T943ZS.2/ACYYC881,AC21002671,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,225,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,22AC650005,,UR272448691,1,1197,40,569,197,LOTTD286ZL.0/1XHB39,AC22000005,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,215,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651336,,UR272435423,1,1197,62,577,197,2DEB35/8XHB78,AC22001336,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,240,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC651020,,UR272445428,1,1198,34,533,198,WTX7330/8AHB80ZS.0,AC22001020,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,230,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC107165,,UR272448690,1,1198,40,573,198,ACTTD699/1YHB35,AC21008467,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,230,,4/11/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,20LO000618,,UR272435422,1,1198,62,581,198,ACTTC187/8AHB80ZS.0,LO20000619,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,105,235,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,21ALL112YFL_MM,,UR272457132,1,1198,45,468,198,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,1,,,115,230,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC653733,,UR272435992,1,1198,63,620,198,ACYFD731/WTP6741ZL.2,AC22003733,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,250,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,20LO002407,,UR272424690,1,1198,28,461,198,LOTTD376ZL.2/WYFA192,LO20002403,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,235,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652790,,UR272443694,1,1198,46,645,198,C8BB20/B7T1C128ZS.1/BUTT831ZS.1,AC22002790,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,225,,4/10/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,22AC650360,,UR272431402,1,1198,26,397,198,2XHB96ZS.0/1YHB35,AC22000360,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,220,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC651181,,UR272448344,1,1198,59,540,198,ACTTD470/8CEB55,AC22001181,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,235,,4/7/2022,4/7/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC109699,,UR272448689,1,1199,40,577,199,ACYFE908/WTP6741ZL.2,AC21010997,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,245,,4/12/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652258,,UR272445427,1,1199,34,537,199,ACTTF491ZL.0/ACYFB848,AC22002258,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,250,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC653224,,UR272457131,1,1199,45,464,199,ACFXB447/MTTTC278ZL.0,AC22003224,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC653670,,UR272443693,1,1199,46,649,199,ACYYA996/WTP6741ZL.2,AC22003670,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,220,,4/10/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC650754,,UR272448343,1,1199,59,536,199,D8BB55/2DEB35,AC22000754,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21AC101019,,UR272424689,1,1199,28,465,199,D8EB38/B6T7T943ZS.2,AC21002320,,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140,235,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,21ALL112XX9_MM,,UR272435421,1,1199,62,585,199,DKB360PRO3,DKB360PRO3,DKB360PRO3,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,DKB360PRO3,,,,,,,,,,,,,1,,,105,235,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,21AC101167,,UR272431401,1,1199,26,401,199,B6T7T943ZS.2/ACYYE911,AC21002468,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,250,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651425,,UR272435991,1,1199,63,616,199,LOTTC116/8XHB86ZS.0,AC22001425,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,230,,4/12/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,21AC100333,,UR272443692,1,1200,46,653,200,ACFF7778/B7T1C128ZS.1/BUTT831ZS.1,AC21001578,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,210,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,22AC650315,,UR272448342,1,1200,59,532,200,ACTTD420/1YHB35,AC22000315,,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,215,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21ALL112YFM_MM,,UR272424688,1,1200,28,469,200,SXD3249ZL.0,NS75VIP3,NS75VIP3,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,SXD3249ZL.0,,,,,,,,,,,,,1,,,100,210,,4/9/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC651214,,UR272435990,1,1200,63,612,200,ACTTE381ZL.0/8CEB55,AC22001214,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,205,,4/11/2022,4/10/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651279,,UR272435420,1,1200,62,589,200,ZTTG315ZL.2/8XHB78,AC22001279,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,130,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,22AC650572,,UR272431400,1,1200,26,405,200,WYXD534/2AHB26ZS.0,AC22000572,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,125,225,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC652248,,UR272445426,1,1200,34,541,200,ACTTC488ZS.0/ACYFB848,AC22002248,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,110,225,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC110057,,UR272448688,1,1200,40,581,200,WYF7611/WTP6741ZL.2,AC21011355,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,240,,4/12/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC650327,,UR272457130,1,1200,45,460,200,ACTTC271ZL.0/1YHB35,AC22000327,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,135,220,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4ABC08,BC08,X4A,22AC652807,,UR272443691,1,1201,47,656,201,D8EB94/B7T1C128ZS.1/BUTT831ZS.1,AC22002807,,,22WNACYGX4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,115,210,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4ABC08,BC08,O4A,21AC117444,,UR272448687,1,1201,40,585,201,BCTT924ZS.2/MGDM4447,AC21018736,,,22WNACYGO4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,120,215,,4/11/2022,4/12/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21ALL112YF3_MM,,UR272424687,1,1201,28,473,201,SX8394ZS.0,NS73VIP3,NS73VIP3,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,SX8394ZS.0,,,,,,,,,,,,,1,,,120,245,,4/8/2022,4/8/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4EBC08,BC08,X4E,22AC650384,,UR272435989,1,1201,64,609,201,LOTTD306ZL.0;LOTTD306ZL.1;LOTTD306ZL.2/1YHB35,AC22000385,,,22WNACYGX4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,145,235,,4/13/2022,4/13/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4ABC08,BC08,M4A,22AC651740,,UR272457129,1,1201,45,456,201,WXXB314ZL.2;WXXB314ZL.3/ACFXB447,AC22001740,,,22WNACYGM4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,110,210,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4HBC08,BC08,M4H,21ALL112YFL_MM,,UR272448341,1,1201,60,529,201,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNACYGM4H,,,,,,,,,,,,,,,,,,,,,SXD3239ZL.0,,,,,,,,,,,,,5,,,120,225,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4FBC08,BC08,M4F,22AC650565,,UR272445425,1,1201,34,545,201,WYF6450/2AHB26ZS.0,AC22000565,,,22WNACYGM4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,110,220,,4/9/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGO4CBC08,BC08,O4C,22AC651304,,UR272435419,1,1201,62,593,201,ACTTC251ZL.0/8XHB78,AC22001304,,,22WNACYGO4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,140,235,,4/11/2022,4/11/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGX4CBC08,BC08,X4C,22AC651103,,UR272431399,1,1201,27,408,201,ACTTC538ZL.0/8CEB55,AC22001103,,,22WNACYGX4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,120,210,,4/8/2022,4/9/2022,,12,-53.78812800,-24.66647000,
,BRTR BC08 Toledo-PR,22WNACYGM4IBC08,BC08,M4I,21ALL112XX7_MM,,UR272424686,1,1202,28,477,202,DKB265PRO3,DKB265PRO3,DKB265PRO3,,22WNACYGM4I,,,,,,,,,,,,,,,,,,,,,DKB265PRO3,,,,,,,,,,,,,1,,,95,180,,4/6/2022,4/6/2022,,12,-53.78812800,-24.66647000,
