#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK,PSS:VSCIN
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFB_MM,,UR271682852,1,0001,3,1,1,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,,SXC2251ZL.0,,,,,19.99,,,,,,17.10,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFB_MM,,UR271682792,2,0061,18,32,61,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SXC2251ZL.0,,,,,36.61,,,,,,15.50,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFB_MM,,UR271682720,3,0133,36,32,133,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXC2251ZL.0,,,,,33.80,,,,,,14.85,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFA_MM,,UR271682851,1,0002,3,9,2,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SXC2251TG.0,,,,,28.27,,,,,,14.65,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFA_MM,,UR271682787,2,0066,19,9,66,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXC2251TG.0,,,,,28.85,,,,,,16.30,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFA_MM,,UR271682718,3,0135,36,16,135,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXC2251TG.0,,,,,31.32,,,,,,17.85,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFL_MM,,UR271682850,1,0003,3,17,3,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXD3239ZL.0,,,,,24.07,,,,,,18.00,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFL_MM,,UR271682788,2,0065,19,1,65,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXD3239ZL.0,,,,,31.27,,,,,,20.05,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFL_MM,,UR271682723,3,0130,35,9,130,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SXD3239ZL.0,,,,,30.84,,,,,,19.75,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEP_MM,,UR271682849,1,0004,3,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,7,,,,,,,,,,,,,,SX6665ZS.0,,,,,27.59,,,,,,13.25,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEP_MM,,UR271682794,2,0059,17,17,59,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,6,,,,,,,,,,,,,,SX6665ZS.0,,,,,26.97,,,,,,15.40,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YEP_MM,,UR271682715,3,0138,37,9,138,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,7,,,,,,,,,,,,,,SX6665ZS.0,,,,,28.92,,,,,,14.50,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682848,1,0005,4,32,5,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SZ6995ZS.0,,,,,31.47,,,,,,16.80,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682795,2,0058,17,9,58,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,6,,,,,,,,,,,,,,SZ6995ZS.0,,,,,30.00,,,,,,17.20,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG7_MM,,UR271682716,3,0137,37,1,137,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SZ6995ZS.0,,,,,33.27,,,,,,20.45,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXH_MM,,UR271682847,1,0006,4,24,6,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,30A37PWU,,,,3.80,20.60,,,,,58.52,15.20,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXH_MM,,UR271682789,2,0064,18,8,64,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,30A37PWU,,,,3.19,20.99,,,,,59.63,17.85,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXH_MM,,UR271682722,3,0131,35,17,131,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,30A37PWU,,,,3.86,23.86,,,,,67.78,16.95,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXK_MM,,UR271682846,1,0007,4,16,7,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,6,,,,,,,,,,,,,,MG580PWU,,,,3.11,18.22,,,,,51.76,16.20,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXK_MM,,UR271682791,2,0062,18,24,62,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,6,,,,,,,,,,,,,,MG580PWU,,,,3.86,23.74,,,,,67.44,16.90,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XXK_MM,,UR271682717,3,0136,36,8,136,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,7,,,,,,,,,,,,,,MG580PWU,,,,,31.63,,,,,,19.40,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX1_MM,,UR271682845,1,0008,4,8,8,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,B2401PWU,,,,3.33,18.30,,,,,51.99,15.35,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX1_MM,,UR271682793,2,0060,17,25,60,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,,B2401PWU,,,,0.78,2.41,,,,,6.85,9.29,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112XX1_MM,,UR271682721,3,0132,35,25,132,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,,,,B2401PWU,,,,52.84,0.16,,,,,0.45,0.01,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682844,1,0009,5,1,9,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,30.72,,,,,,19.35,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682790,2,0063,18,16,63,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,31.08,,,,,,18.75,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112897_MM,,UR271682719,3,0134,36,24,134,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,32.41,,,,,,19.95,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682843,1,0010,5,9,10,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,31.15,,,,,,18.30,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682785,2,0068,19,25,68,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,34.99,,,,,,19.75,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG8_MM,,UR271682684,3,0169,45,1,169,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SZC4141ZL.0,,,,,35.56,,,,,,21.65,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFV_MM,,UR271682842,1,0011,5,17,11,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SYC7131ZL.0,,,,,27.21,,,,,,21.90,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFV_MM,,UR271682756,2,0097,27,1,97,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7131ZL.0,,,,,29.81,,,,,,24.35,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFV_MM,,UR271682702,3,0151,40,16,151,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,5,,,,,,,,,,,,,,SYC7131ZL.0,,,,,37.24,,,,,,22.85,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGH_MM,,UR271682841,1,0012,5,25,12,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZF6101ZL.0,,,,,36.11,,,,,,20.70,,9,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGH_MM,,UR271682782,2,0071,20,16,71,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,2,,,,,,,,,,,,,,SZF6101ZL.0,,,,,35.36,,,,,,21.35,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGH_MM,,UR271682707,3,0146,39,9,146,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZF6101ZL.0,,,,,38.02,,,,,,22.10,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682840,1,0013,6,32,13,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZD5031ZL.0,,,,,35.40,,,,,,18.55,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682786,2,0067,19,17,67,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SZD5031ZL.0,,,,,37.27,,,,,,19.60,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG9_MM,,UR271682688,3,0165,44,32,165,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZD5031ZL.0,,,,,35.18,,,,,,18.80,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGC_MM,,UR271682839,1,0014,6,24,14,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZE6111ZL.0 SYN,,,,,38.00,,,,,,10.22,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGC_MM,,UR271682770,2,0083,23,17,83,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,2,,,,,,,,,,,,,,SZE6111ZL.0 SYN,,,,,39.90,,,,,,23.00,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGC_MM,,UR271682687,3,0166,44,24,166,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZE6111ZL.0 SYN,,,,,36.74,,,,,,22.80,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG1_MM,,UR271682838,1,0015,6,16,15,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7351ZL.0,,,,,32.03,,,,,,19.10,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG1_MM,,UR271682768,2,0085,24,32,85,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7351ZL.0,,,,,32.58,,,,,,19.95,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG1_MM,,UR271682708,3,0145,39,1,145,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7351ZL.0,,,,,35.86,,,,,,22.55,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG2_MM,,UR271682837,1,0016,6,8,16,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7441ZL.0,,,,,33.70,,,,,,20.10,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG2_MM,,UR271682763,2,0090,25,9,90,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7441ZL.0,,,,,37.55,,,,,,19.70,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG2_MM,,UR271682709,3,0144,38,8,144,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7441ZL.0,,,,,35.91,,,,,,22.20,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682836,1,0017,7,1,17,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,32.93,,,,,,20.60,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682764,2,0089,25,1,89,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,32.74,,,,,,20.95,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682705,3,0148,39,25,148,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,32.55,,,,,,18.70,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682835,1,0018,7,9,18,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,32.40,,,,,,20.15,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682765,2,0088,24,8,88,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,33.67,,,,,,20.60,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YF4_MM,,UR271682703,3,0150,40,24,150,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SX8934ZS.0,,,,,41.46,,,,,,20.60,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFX_MM,,UR271682834,1,0019,7,17,19,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7161ZL.0,,,,,20.18,,,,,,13.28,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFX_MM,,UR271682757,2,0096,26,8,96,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7161ZL.0,,,,,33.93,,,,,,26.55,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFX_MM,,UR271682682,3,0171,45,17,171,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYC7161ZL.0,,,,,32.79,,,,,,25.75,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFT_MM,,UR271682833,1,0020,7,25,20,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYB7361ZL.0,,,,,32.78,,,,,,17.90,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFT_MM,,UR271682777,2,0076,21,25,76,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYB7361ZL.0,,,,,29.85,,,,,,18.10,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFT_MM,,UR271682694,3,0159,42,16,159,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SYB7361ZL.0,,,,,30.59,,,,,,18.10,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGB_MM,,UR271682832,1,0021,8,32,21,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,3,,,,,,,,,,,,,,SZE6111TG.0,,,,,39.59,,,,,,21.45,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGB_MM,,UR271682776,2,0077,22,32,77,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,2,,,,,,,,,,,,,,SZE6111TG.0,,,,,36.44,,,,,,20.70,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YGB_MM,,UR271682698,3,0155,41,17,155,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,2,,,,,,,,,,,,,,SZE6111TG.0,,,,,26.88,,,,,,22.35,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG4_MM,,UR271682831,1,0022,8,24,22,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7510ZS.0,,,,,24.51,,,,,,20.15,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG4_MM,,UR271682784,2,0069,20,32,69,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7510ZS.0,,,,,32.32,,,,,,20.00,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YG4_MM,,UR271682683,3,0170,45,9,170,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SYC7510ZS.0,,,,,36.04,,,,,,20.10,,1,,,,,,,,,10,-46.74115000,-8.66879000,,
,BRTR BT04 Tasso Fragoso ll,22WNBPEYG6J1BT04,BT04,6J1,21ALL112YFJ_MM,,UR271682830,1,0023,8,16,23,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,4,,,,,,,,,,,,,,SXD2621ZL.0,,,,,31.28,,,,,,21.95,,5,,,,,,,,,10,-46.74115000,-8.66879000,,
