#,PSS:EXT:LOC:LOCNM,PSS:EXT:EXTID,PSS:EXT:LOC:LOCCD,PSS:EXT:EXTNO,PSS:EEXT:MAT:MATID,PSS:PLOT:BARCD,PSS:BARCD,PSS:REPNO,PSS:PLTID,PSS:STRNG,PSS:STROW,PSS:MSEQNO,PSS:EEXT:MAT:ABBRC,PSS:EEXT:MAT:HGHNM,PSS:EEXT:MAT:VH:VHNM,PSS:EEXT:MAT:GHTV,PSS:EXT:EXP:EXTID,PSS:DLLFR,PSS:SCLBR,PSS:GRLSR,PSS:SRSTR,PSS:ANLBR,PSS:CRSTR,PSS:HELMR,PSS:LFSPR,PSS:STRIP,PSS:STRSR,PSS:EARTR,PSS:HEL1R,PSS:HEL2R,PSS:HEL3R,PSS:FEARN,PSS:FLISP,PSS:VIRUR,PSS:COSTR,PSS:PRMDN,PSS:PRMDP,PSS:EEXT:MAT:VH:VHNO,PSS:STD_N,PSS:BRRNN,PSS:YGSMN,PSS:YGMRN,PSS:rGWTPN,PSS:TWHMN,PSS:BRRNP,PSS:GWTPN,PSS:GMSTP,PSS:YGHMN,PSS:rGMSTP,PSS:TWSMN,PSS:PLTQR,PSS:tGWTPN,PSS:tGMSTP,PSS:ERHTN,PSS:PLHTN,PSS:SLK5N,PSS:POL5D,PSS:SLK5D,PSS:POL5N,PSS:EXT:LOC:GEODV,PSS:EXT:LOC:LONG,PSS:EXT:LOC:LAT,PSS:EXT:EXP:REMRK,PSS:VSCIN
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFB_MM,,UR271682168,1,0001,7,1,1,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SXC2251ZL.0,,,,,35.05,,,,,,20.65,,1,,,150,280,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFB_MM,,UR271682104,2,0065,19,33,65,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXC2251ZL.0,,,,,36.79,,,,,,19.85,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFB_MM,,UR271682054,3,0115,29,33,115,SXC2251ZL.0,SXC2251ZL.0,SXC2251ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SXC2251ZL.0,,,,,36.54,,,,,,21.00,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFA_MM,,UR271682167,1,0002,7,9,2,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SXC2251TG.0,,,,,31.81,,,,,,21.70,,5,,,145,262,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFA_MM,,UR271682111,2,0058,18,24,58,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,SXC2251TG.0,,,,,34.42,,,,,,19.85,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFA_MM,,UR271682047,3,0122,31,9,122,SXC2251TG.0,SXC2251TG.0,SXC2251TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXC2251TG.0,,,,,31.75,,,,,,18.85,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFL_MM,,UR271682166,1,0003,7,17,3,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXD3239ZL.0,,,,,35.03,,,,,,20.50,,5,,,125,260,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFL_MM,,UR271682110,2,0059,18,16,59,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXD3239ZL.0,,,,,32.34,,,,,,20.50,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFL_MM,,UR271682046,3,0123,31,17,123,SXD3239ZL.0,NK467VIP3,NK467VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXD3239ZL.0,,,,,31.70,,,,,,20.90,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEP_MM,,UR271682165,1,0004,7,25,4,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SX6665ZS.0,,,,,33.04,,,,,,19.80,,5,,,130,285,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEP_MM,,UR271682109,2,0060,18,8,60,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SX6665ZS.0,,,,,35.22,,,,,,19.05,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YEP_MM,,UR271682053,3,0116,30,40,116,NK455VIP3,NK455VIP3,NK455VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SX6665ZS.0,,,,,37.76,,,,,,18.85,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG7_MM,,UR271682164,1,0005,7,33,5,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,SZ6995ZS.0,,,,,33.76,,,,,,18.70,,1,,,133,265,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG7_MM,,UR271682107,2,0062,19,9,62,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,SZ6995ZS.0,,,,,35.52,,,,,,19.90,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG7_MM,,UR271682051,3,0118,30,24,118,SZ6995ZS.0,NS45VIP3,NS45VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,SZ6995ZS.0,,,,,38.50,,,,,,21.50,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXH_MM,,UR271682163,1,0006,8,40,6,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,30A37PWU,,,,,28.45,,,,,,20.40,,9,,,110,210,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXH_MM,,UR271682105,2,0064,19,25,64,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,30A37PWU,,,,,28.09,,,,,,21.75,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXH_MM,,UR271682052,3,0117,30,32,117,30A37PWU,30A37PWU,30A37PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,30A37PWU,,,,,27.97,,,,,,21.15,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXK_MM,,UR271682162,1,0007,8,32,7,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,5.0000,,,MG580PWU,,,,,37.31,,,,,,22.45,,1,,,130,230,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXK_MM,,UR271682108,2,0061,19,1,61,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,MG580PWU,,,,,34.76,,,,,,23.05,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XXK_MM,,UR271682048,3,0121,31,1,121,MG580PWU,MG580PWU,MG580PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,4.0000,,,MG580PWU,,,,,35.18,,,,,,21.90,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX1_MM,,UR271682161,1,0008,8,24,8,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,B2401PWU,,,,,32.72,,,,,,17.05,,5,,,120,240,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX1_MM,,UR271682103,2,0066,20,40,66,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,B2401PWU,,,,,31.17,,,,,,18.35,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112XX1_MM,,UR271682049,3,0120,30,8,120,B2401PWU,B2401PWU,B2401PWU,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,B2401PWU,,,,,29.54,,,,,,18.10,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112897_MM,,UR271682160,1,0009,8,16,9,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,37.61,,,,,,22.95,,1,,,150,280,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112897_MM,,UR271682106,2,0063,19,17,63,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,38.86,,,,,,21.65,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112897_MM,,UR271682050,3,0119,30,16,119,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,37.35,,,,,,22.00,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG8_MM,,UR271682159,1,0010,8,8,10,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZC4141ZL.0,,,,,34.34,,,,,,20.90,,5,,,140,265,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG8_MM,,UR271682066,2,0103,27,17,103,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZC4141ZL.0,,,,,39.41,,,,,,24.00,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG8_MM,,UR271682026,3,0143,35,17,143,SZC4141ZL.0,SZC4141ZL.0,SZC4141ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZC4141ZL.0,,,,,36.25,,,,,,23.35,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFV_MM,,UR271682158,1,0011,9,1,11,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7131ZL.0,,,,,37.39,,,,,,24.40,,1,,,135,250,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFV_MM,,UR271682065,2,0104,27,25,104,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYC7131ZL.0,,,,,32.45,,,,,,24.05,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFV_MM,,UR271682045,3,0124,31,25,124,SYC7131ZL.0,SYC7131ZL.0,SYC7131ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7131ZL.0,,,,,35.44,,,,,,24.30,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGH_MM,,UR271682157,1,0012,9,9,12,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZF6101ZL.0,,,,,38.96,,,,,,23.90,,1,,,130,249,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGH_MM,,UR271682080,2,0089,24,16,89,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZF6101ZL.0,,,,,40.88,,,,,,23.80,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGH_MM,,UR271682034,3,0135,33,33,135,SZF6101ZL.0,SZF6101ZL.0,SZF6101ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZF6101ZL.0,,,,,36.77,,,,,,22.20,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG9_MM,,UR271682156,1,0013,9,17,13,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZD5031ZL.0,,,,,39.42,,,,,,22.25,,1,,,156,300,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG9_MM,,UR271682081,2,0088,24,24,88,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZD5031ZL.0,,,,,38.89,,,,,,22.00,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG9_MM,,UR271682027,3,0142,35,9,142,SZD5031ZL.0,SZD5031ZL.0,SZD5031ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZD5031ZL.0,,,,,37.34,,,,,,22.05,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682155,1,0014,9,25,14,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZE6111ZL.0 SYN,,,,,39.76,,,,,,24.50,,1,,,155,265,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682082,2,0087,24,32,87,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZE6111ZL.0 SYN,,,,,38.92,,,,,,25.35,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGC_MM,,UR271682017,3,0152,37,9,152,SZE6111ZL.0,SZE6111ZL.0,SZE6111ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZE6111ZL.0 SYN,,,,,36.03,,,,,,24.20,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG1_MM,,UR271682154,1,0015,9,33,15,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYC7351ZL.0,,,,,33.36,,,,,,23.25,,5,,,120,255,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG1_MM,,UR271682083,2,0086,24,40,86,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7351ZL.0,,,,,35.04,,,,,,23.60,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG1_MM,,UR271682018,3,0151,37,1,151,SYC7351ZL.0,SYC7351ZL.0,SYC7351ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7351ZL.0,,,,,33.90,,,,,,23.20,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG2_MM,,UR271682153,1,0016,10,40,16,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7441ZL.0,,,,,34.07,,,,,,23.85,,5,,,125,255,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG2_MM,,UR271682068,2,0101,27,1,101,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7441ZL.0,,,,,37.89,,,,,,22.65,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG2_MM,,UR271682043,3,0126,32,40,126,SYC7441ZL.0,SYC7441ZL.0,SYC7441ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYC7441ZL.0,,,,,32.68,,,,,,20.15,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682152,1,0017,10,32,17,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,36.27,,,,,,20.45,,1,,,140,280,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682063,2,0106,28,40,106,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,37.43,,,,,,21.10,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682030,3,0139,34,16,139,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,34.94,,,,,,21.15,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682151,1,0018,10,24,18,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SX8934ZS.0,,,,,38.35,,,,,,22.00,,1,,,150,300,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682085,2,0084,23,25,84,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,39.01,,,,,,22.70,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YF4_MM,,UR271682023,3,0146,36,40,146,SYN555 VIP3,NK555VIP3,NK555VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SX8934ZS.0,,,,,37.30,,,,,,23.50,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFX_MM,,UR271682150,1,0019,10,16,19,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYC7161ZL.0,,,,,40.79,,,,,,28.20,,1,,,140,265,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFX_MM,,UR271682060,2,0109,28,16,109,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7161ZL.0,,,,,41.90,,,,,,28.15,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFX_MM,,UR271682016,3,0153,37,17,153,SYC7161ZL.0,SYC7161ZL.0,SYC7161ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7161ZL.0,,,,,41.46,,,,,,27.35,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFT_MM,,UR271682149,1,0020,10,8,20,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYB7361ZL.0,,,,,34.30,,,,,,21.70,,5,,,127,270,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFT_MM,,UR271682077,2,0092,25,9,92,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYB7361ZL.0,,,,,35.57,,,,,,21.70,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFT_MM,,UR271682013,3,0156,38,40,156,SYB7361ZL.0,SYB7361ZL.0,SYB7361ZL.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SYB7361ZL.0,,,,,31.69,,,,,,20.70,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGB_MM,,UR271682148,1,0021,11,1,21,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZE6111TG.0,,,,,37.55,,,,,,23.40,,1,,,150,285,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGB_MM,,UR271682074,2,0095,25,33,95,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SZE6111TG.0,,,,,38.43,,,,,,25.90,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YGB_MM,,UR271682033,3,0136,34,40,136,SZE6111TG.0,SZE6111TG.0,SZE6111TG.0,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SZE6111TG.0,,,,,37.61,,,,,,23.20,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG4_MM,,UR271682147,1,0022,11,9,22,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7510ZS.0,,,,,37.27,,,,,,25.25,,1,,,140,270,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG4_MM,,UR271682073,2,0096,26,40,96,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7510ZS.0,,,,,37.47,,,,,,23.80,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YG4_MM,,UR271682022,3,0147,36,32,147,SYC7510ZS.0,NK506VIP3,NK506VIP3,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,2.0000,,,SYC7510ZS.0,,,,,36.08,,,,,,24.05,,5,,,,,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFJ_MM,,UR271682146,1,0023,11,17,23,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXD2621ZL.0,,,,,39.39,,,,,,23.80,,1,,,150,270,,,,,10,-45.27143000,-6.85224000,,
,BRTR BT07 Balsas llI,22WNBPEYG6J1BT07,BT07,6J1,21ALL112YFJ_MM,,UR271682078,2,0091,25,1,91,SXD2621ZL.0,SXD2621ZL.0 WTP6741ZL.2/2SHB03,SXD2621ZL.0 WTP6741ZL.2/2SHB03,,22WNBPEYG6J1,,,,,,,,,,,,,,,,,,3.0000,,,SXD2621ZL.0,,,,,37.40,,,,,,25.60,,1,,,,,,,,,10,-45.27143000,-6.85224000,,
